PeakID (cmd=annotatePeaks.pl GATA3.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_17677	chr9	101820147	101820556	+	0	NA	intron (COL15A1, intron 35 of 41)	-intron (COL15A1, intron 35 of 41)	-47020	TGFBR1	TGFBR1	NM_004612			TGFBR1			NA
Interval_7439	chr17	48849756	48850034	+	0	NA	Intergenic	Intergenic	3884	MIR8059	MIR8059	NR_107026			MIR8059			NA
Interval_5119	chr14	24174189	24174498	+	0	NA	Intergenic	Intergenic	68770	DHRS2	DHRS2	NM_182908			DHRS2			NA
Interval_2310	chr10	72362452	72362694	+	0	NA	promoter-TSS (PRF1)	-promoter-TSS (PRF1)	-42	PRF1	PRF1	NM_001083116			PRF1			NA
Interval_7231	chr17	28690932	28691175	+	0	NA	Intergenic	Intergenic	-14889	CPD	CPD	NM_001199775			CPD			NA
Interval_3438	chr11	110393258	110393496	+	0	NA	Intergenic	Intergenic	92716	FDX1	FDX1	NM_004109			FDX1			NA
Interval_1388	chr1	201278431	201279015	+	0	NA	intron (PKP1, intron 2 of 13)	-intron (PKP1, intron 2 of 14)	26143	PKP1	PKP1	NM_000299			PKP1			NA
Interval_5480	chr14	78514581	78514770	+	0	NA	Intergenic	Intergenic	-122041	NRXN3	NRXN3	NM_138970			NRXN3			NA
Interval_11891	chr3	50663953	50664166	+	0	NA	intron (MAPKAPK3, intron 2 of 10)	-intron (MAPKAPK3, intron 2 of 10)	9497	MAPKAPK3	MAPKAPK3	NM_001243925			MAPKAPK3			NA
Interval_1139	chr1	161904017	161904268	+	0	NA	intron (ATF6, intron 15 of 15)	-intron (ATF6, intron 15 of 15)	90113	OLFML2B	OLFML2B	NM_001297713			OLFML2B			NA
Interval_3587	chr11	127928621	127928942	+	0	NA	Intergenic	Intergenic	463424	ETS1	ETS1	NM_001143820			ETS1			NA
Interval_14562	chr6	3378421	3379024	+	0	NA	intron (SLC22A23, intron 3 of 11)	-intron (SLC22A23, intron 3 of 9)	66525	SLC22A23	SLC22A23	NM_015482			SLC22A23			NA
Interval_14329	chr5	148728060	148728387	+	0	NA	intron (GRPEL2, intron 2 of 3)	-intron (GRPEL2, intron 2 of 3)	3246	GRPEL2	GRPEL2	NM_152407			GRPEL2			NA
Interval_7034	chr17	2292126	2292536	+	0	NA	intron (MNT, intron 4 of 5)	-intron (MNT, intron 4 of 5)	11927	MNT	MNT	NM_020310			MNT			NA
Interval_8595	chr19	44066805	44067252	+	0	NA	intron (XRCC1, intron 2 of 16)	-intron (XRCC1, intron 2 of 16)	12702	XRCC1	XRCC1	NM_006297			XRCC1			NA
Interval_16449	chr8	1928685	1928979	+	0	NA	intron (KBTBD11, intron 1 of 1)	-intron (KBTBD11, intron 1 of 1)	6788	KBTBD11	KBTBD11	NM_014867			KBTBD11			NA
Interval_10607	chr20	44600854	44601031	+	0	NA	promoter-TSS (ZNF335)	-promoter-TSS (ZNF335)	-109	ZNF335	ZNF335	NM_022095			ZNF335			NA
Interval_16104	chr7	100518373	100518735	+	0	NA	Intergenic	Intergenic	-25013	ACHE	ACHE	NM_001302622			ACHE			NA
Interval_4377	chr12	113340153	113340426	+	0	NA	Intergenic	Intergenic	-4450	OAS1	OAS1	NM_001032409			OAS1			NA
Interval_6752	chr16	65803089	65803460	+	0	NA	Intergenic	Intergenic	-193071	LINC00922	LINC00922	NR_027755			LINC00922			NA
Interval_15778	chr7	23934207	23934561	+	0	NA	Intergenic	Intergenic	184598	STK31	STK31	NM_032944			STK31			NA
Interval_2247	chr10	63545821	63546203	+	0	NA	Intergenic	Intergenic	-115001	ARID5B	ARID5B	NM_001244638			ARID5B			NA
Interval_17934	chr9	134269212	134269464	+	0	NA	Intergenic	Intergenic	-36139	PRRC2B	PRRC2B	NM_013318			PRRC2B			NA
Interval_1708	chr1	232556905	232557624	+	0	NA	intron (SIPA1L2, intron 16 of 20)	-intron (SIPA1L2, intron 16 of 20)	93979	SIPA1L2	SIPA1L2	NM_020808			SIPA1L2			NA
Interval_5409	chr14	72058691	72059002	+	0	NA	intron (SIPA1L1, intron 2 of 21)	-intron (SIPA1L1, intron 2 of 20)	62817	SIPA1L1	SIPA1L1	NM_001284246			SIPA1L1			NA
Interval_1854	chr10	3240952	3241145	+	0	NA	Intergenic	Intergenic	-26015	PITRM1	PITRM1	NM_001242309			PITRM1			NA
Interval_8913	chr2	27304190	27304409	+	0	NA	intron (EMILIN1, intron 3 of 7)	-intron (EMILIN1, intron 3 of 7)	2864	EMILIN1	EMILIN1	NM_007046			EMILIN1			NA
Interval_12807	chr4	37723848	37724170	+	0	NA	Intergenic	Intergenic	-36010	RELL1	RELL1	NM_001085399			RELL1			NA
Interval_15213	chr6	100569786	100570071	+	0	NA	Intergenic	Intergenic	-127814	MCHR2	MCHR2	NM_032503			MCHR2			NA
Interval_13475	chr4	186086778	186087056	+	0	NA	intron (CFAP97, intron 3 of 4)	-intron (CFAP97, intron 3 of 4)	22500	SLC25A4	SLC25A4	NM_001151			SLC25A4			NA
Interval_13003	chr4	84133646	84133905	+	0	NA	Intergenic	Intergenic	72292	COQ2	COQ2	NM_015697			COQ2			NA
Interval_12538	chr3	186334822	186335049	+	0	NA	intron (AHSG, intron 3 of 6)	-intron (AHSG, intron 3 of 6)	4085	AHSG	AHSG	NM_001622			AHSG			NA
Interval_18033	chrX	13105381	13105665	+	0	NA	Intergenic	Intergenic	-42606	FAM9C	FAM9C	NM_174901			FAM9C			NA
Interval_8670	chr19	51761429	51761796	+	0	NA	intron (SIGLECL1, intron 1 of 5)	-intron (SIGLECL1, intron 1 of 5)	7280	SIGLECL1	SIGLECL1	NM_001308437			SIGLECL1			NA
Interval_18005	chrX	6986824	6987321	+	0	NA	intron (HDHD1, intron 3 of 3)	-intron (HDHD1, intron 4 of 4)	-78829	MIR4767	MIR4767	NR_039924			MIR4767			NA
Interval_225	chr1	24304084	24304329	+	0	NA	intron (SRSF10, intron 2 of 5)	-intron (SRSF10, intron 2 of 5)	2747	SRSF10	SRSF10	NM_001191007_1			SRSF10			NA
Interval_5918	chr15	54552470	54552763	+	0	NA	intron (UNC13C, intron 6 of 30)	-intron (UNC13C, intron 6 of 30)	247515	UNC13C	UNC13C	NM_001080534			UNC13C			NA
Interval_14406	chr5	158777144	158777565	+	0	NA	intron (LOC285626, intron 3 of 4)	-intron (LOC285626, intron 3 of 4)	18828	LOC285626	LOC285626	NR_037889			LOC285626			NA
Interval_11716	chr3	36587827	36588032	+	0	NA	exon (STAC, exon 9 of 9)	-exon (STAC, exon 9 of 9)	165950	STAC	STAC	NM_001292049			STAC			NA
Interval_13276	chr4	144775799	144776356	+	0	NA	Intergenic	Intergenic	50639	GYPE	GYPE	NM_002102			GYPE			NA
Interval_9722	chr2	167992056	167992651	+	0	NA	intron (XIRP2-AS1, intron 1 of 1)	-intron (XIRP2, intron 2 of 9)	5112	XIRP2-AS1	XIRP2-AS1	NR_046665			XIRP2-AS1			NA
Interval_18006	chrX	7002107	7002383	+	0	NA	intron (HDHD1, intron 2 of 3)	-intron (HDHD1, intron 3 of 4)	-63656	MIR4767	MIR4767	NR_039924			MIR4767			NA
Interval_14947	chr6	41215231	41215636	+	0	NA	Intergenic	Intergenic	-1682	TREML5P	TREML5P	NR_002794			TREML5P			NA
Interval_1532	chr1	213636457	213636765	+	0	NA	Intergenic	Intergenic	412036	RPS6KC1	RPS6KC1	NM_001287218			RPS6KC1			NA
Interval_14231	chr5	135262322	135262615	+	0	NA	Intergenic	Intergenic	-3538	FBXL21	FBXL21	NM_012159			FBXL21			NA
Interval_8833	chr2	10282064	10282282	+	0	NA	intron (C2orf48, intron 2 of 3)	-intron (C2orf48, intron 2 of 3)	664	C2orf48	C2orf48	NM_182626			C2orf48			NA
Interval_1278	chr1	182453741	182454130	+	0	NA	intron (RGSL1, intron 6 of 21)	-intron (RGSL1, intron 6 of 21)	34679	RGSL1	RGSL1	NM_001137669			RGSL1			NA
Interval_15977	chr7	56101478	56102099	+	0	NA	exon (PSPH, exon 2 of 8)	-exon (PSPH, exon 2 of 8)	17480	PSPH	PSPH	NM_004577			PSPH			NA
Interval_15641	chr7	962989	963197	+	0	NA	intron (ADAP1, intron 3 of 10)	-intron (ADAP1, intron 3 of 10)	31226	ADAP1	ADAP1	NM_001284308			ADAP1			NA
Interval_11271	chr22	37226601	37227169	+	0	NA	Intergenic	Intergenic	-11368	PVALB	PVALB	NM_002854			PVALB			NA
Interval_5688	chr14	105973860	105974389	+	0	NA	Intergenic	Intergenic	17932	C14orf80	C14orf80	NM_001134875			C14orf80			NA
Interval_8592	chr19	42806694	42806903	+	0	NA	promoter-TSS (PAFAH1B3)	-promoter-TSS (PAFAH1B3)	-2	PAFAH1B3	PAFAH1B3	NM_001145940			PAFAH1B3			NA
Interval_18038	chrX	13212838	13213052	+	0	NA	Intergenic	Intergenic	-115826	GS1-600G8.3	GS1-600G8	NR_046087			GS1-600G8.3			NA
Interval_6183	chr15	78282920	78283166	+	0	NA	Intergenic	Intergenic	3524	LOC91450	LOC91450	NR_026998			LOC91450			NA
Interval_5046	chr13	109062116	109062314	+	0	NA	Intergenic	Intergenic	140238	TNFSF13B	TNFSF13B	NM_006573			TNFSF13B			NA
Interval_88	chr1	11000103	11000434	+	0	NA	Intergenic	Intergenic	41826	C1orf127	C1orf127	NM_001170754			C1orf127			NA
Interval_1518	chr1	212336010	212336265	+	0	NA	Intergenic	Intergenic	85182	MIR3122	MIR3122	NR_036068			MIR3122			NA
Interval_15812	chr7	28240238	28240574	+	0	NA	intron (JAZF1-AS1, intron 2 of 3)	-intron (JAZF1-AS1, intron 2 of 3)	-19969	JAZF1	JAZF1	NM_175061			JAZF1			NA
Interval_14318	chr5	146858960	146859393	+	0	NA	intron (DPYSL3, intron 1 of 13)	-intron (DPYSL3, intron 1 of 13)	-25916	DPYSL3	DPYSL3	NM_001197294			DPYSL3			NA
Interval_9224	chr2	79209132	79209686	+	0	NA	Intergenic	Intergenic	-43403	REG3G	REG3G	NM_001270040			REG3G			NA
Interval_8835	chr2	11001001	11001342	+	0	NA	Intergenic	Intergenic	-17222	LOC101929733	LOC101929733	NR_110575			LOC101929733			NA
Interval_6218	chr15	81589074	81589457	+	0	NA	promoter-TSS (IL16)	-promoter-TSS (IL16)	27259	STARD5	STARD5	NM_181900			STARD5			NA
Interval_18002	chrX	5939749	5940085	+	0	NA	intron (NLGN4X, intron 3 of 5)	-intron (NLGN4X, intron 4 of 6)	207006	NLGN4X	NLGN4X	NM_181332			NLGN4X			NA
Interval_13842	chr5	74679987	74680404	+	0	NA	intron (COL4A3BP, intron 13 of 16)	-intron (COL4A3BP, intron 15 of 18)	47202	HMGCR	HMGCR	NM_000859			HMGCR			NA
Interval_12842	chr4	42186648	42186881	+	0	NA	Intergenic	Intergenic	-31869	BEND4	BEND4	NM_001159547			BEND4			NA
Interval_1605	chr1	226520677	226520927	+	0	NA	Intergenic	Intergenic	-23598	LIN9	LIN9	NM_001270410			LIN9			NA
Interval_13144	chr4	112978594	112979023	+	0	NA	Intergenic	Intergenic	-87745	C4orf32	C4orf32	NM_152400			C4orf32			NA
Interval_7657	chr17	72470163	72470492	+	0	NA	intron (CD300A, intron 2 of 6)	-intron (CD300A, intron 1 of 5)	7805	CD300A	CD300A	NM_007261			CD300A			NA
Interval_2176	chr10	45431497	45431674	+	0	NA	exon (TMEM72, exon 5 of 5)	-exon (TMEM72, exon 5 of 5)	23552	TMEM72-AS1	TMEM72-AS1	NR_033842			TMEM72-AS1			NA
Interval_13931	chr5	84526977	84527177	+	0	NA	Intergenic	Intergenic	-846392	EDIL3	EDIL3	NM_001278642			EDIL3			NA
Interval_17468	chr9	72724073	72724366	+	0	NA	intron (MAMDC2, intron 3 of 13)	-intron (MAMDC2, intron 3 of 13)	65722	MAMDC2	MAMDC2	NM_153267			MAMDC2			NA
Interval_9798	chr2	176819930	176820223	+	0	NA	intron (KIAA1715, intron 9 of 14)	-intron (KIAA1715, intron 8 of 12)	47491	KIAA1715	KIAA1715	NR_130941			KIAA1715			NA
Interval_17885	chr9	130788462	130789022	+	0	NA	Intergenic	Intergenic	40857	NAIF1	NAIF1	NM_197956			NAIF1			NA
Interval_7389	chr17	45378399	45378944	+	0	NA	intron (ITGB3, intron 12 of 14)	-intron (ITGB3, intron 12 of 14)	22308	THCAT158	THCAT158	NR_110880			THCAT158			NA
Interval_17033	chr8	118640427	118640901	+	0	NA	Intergenic	Intergenic	107712	MED30	MED30	NM_080651			MED30			NA
Interval_3572	chr11	125519562	125520068	+	0	NA	intron (CHEK1, intron 11 of 11)	-intron (CHEK1, intron 11 of 13)	23691	CHEK1	CHEK1	NM_001114121			CHEK1			NA
Interval_5654	chr14	102494382	102494559	+	0	NA	exon (DYNC1H1, exon 48 of 78)	-exon (DYNC1H1, exon 48 of 78)	59042	HSP90AA1	HSP90AA1	NM_001017963			HSP90AA1			NA
Interval_16616	chr8	25801471	25801648	+	0	NA	intron (EBF2, intron 6 of 15)	-intron (EBF2, intron 6 of 15)	101081	EBF2	EBF2	NM_022659			EBF2			NA
Interval_15542	chr6	151937104	151937618	+	0	NA	intron (CCDC170, intron 10 of 10)	-intron (CCDC170, intron 10 of 10)	122186	CCDC170	CCDC170	NM_025059			CCDC170			NA
Interval_12467	chr3	178376120	178376362	+	0	NA	intron (KCNMB2, intron 1 of 4)	-intron (KCNMB2, intron 1 of 4)	122155	KCNMB2	KCNMB2	NM_181361			KCNMB2			NA
Interval_4991	chr13	99703940	99704384	+	0	NA	intron (DOCK9, intron 1 of 55)	-intron (DOCK9, intron 1 of 32)	34498	DOCK9	DOCK9	NM_001130049			DOCK9			NA
Interval_4725	chr13	41338789	41339011	+	0	NA	intron (MRPS31, intron 2 of 6)	-intron (MRPS31, intron 2 of 6)	6447	MRPS31	MRPS31	NM_005830			MRPS31			NA
Interval_15161	chr6	87865047	87865336	+	0	NA	promoter-TSS (ZNF292)	-promoter-TSS (ZNF292)	-78	ZNF292	ZNF292	NM_015021			ZNF292			NA
Interval_13029	chr4	93763903	93764116	+	0	NA	intron (GRID2, intron 2 of 14)	-intron (GRID2, intron 2 of 14)	538459	GRID2	GRID2	NM_001286838			GRID2			NA
Interval_6043	chr15	66587416	66587900	+	0	NA	intron (DIS3L, intron 2 of 16)	-intron (DIS3L, intron 2 of 16)	2025	DIS3L	DIS3L	NM_001143688			DIS3L			NA
Interval_11286	chr22	37872733	37872910	+	0	NA	intron (MFNG, intron 4 of 6)	-intron (MFNG, intron 4 of 6)	9657	MFNG	MFNG	NM_002405			MFNG			NA
Interval_12277	chr3	131494443	131494905	+	0	NA	intron (CPNE4, intron 3 of 16)	-intron (CPNE4, intron 2 of 15)	210101	MIR5704	MIR5704	NR_049890			MIR5704			NA
Interval_9541	chr2	128954704	128954942	+	0	NA	Intergenic	Intergenic	106041	UGGT1	UGGT1	NM_020120			UGGT1			NA
Interval_12599	chr3	195974030	195974213	+	0	NA	intron (PCYT1A, intron 6 of 9)	-intron (PCYT1A, intron 6 of 9)	30738	SLC51A	SLC51A	NM_152672			SLC51A			NA
Interval_10335	chr20	5210284	5210501	+	0	NA	Intergenic	Intergenic	84623	PROKR2	PROKR2	NM_144773			PROKR2			NA
Interval_14161	chr5	130798245	130798489	+	0	NA	TTS (RAPGEF6)	-TTS (RAPGEF6)	172562	RAPGEF6	RAPGEF6	NM_001164390			RAPGEF6			NA
Interval_3986	chr12	50056776	50057114	+	0	NA	intron (FMNL3, intron 4 of 24)	-intron (FMNL3, intron 4 of 25)	39542	PRPF40B	PRPF40B	NM_001031698			PRPF40B			NA
Interval_16682	chr8	33412354	33412617	+	0	NA	intron (RNF122, intron 2 of 5)	-intron (RNF122, intron 2 of 5)	12161	RNF122	RNF122	NM_024787			RNF122			NA
Interval_4665	chr13	29015018	29015502	+	0	NA	intron (FLT1, intron 3 of 29)	-intron (FLT1, intron 3 of 12)	54005	FLT1	FLT1	NM_001159920			FLT1			NA
Interval_15880	chr7	37873015	37873548	+	0	NA	Intergenic	Intergenic	-14918	NME8	NME8	NM_016616			NME8			NA
Interval_14913	chr6	37484283	37484685	+	0	NA	intron (LOC100505530, intron 1 of 3)	-intron (LOC100505530, intron 1 of 3)	9360	LOC100505530	LOC100505530	NR_126057			LOC100505530			NA
Interval_5931	chr15	56970085	56970262	+	0	NA	intron (ZNF280D, intron 11 of 21)	-intron (ZNF280D, intron 10 of 20)	56111	ZNF280D	ZNF280D	NM_001002844			ZNF280D			NA
Interval_5165	chr14	36200060	36200581	+	0	NA	intron (RALGAPA1P, intron 14 of 42)	-intron (RALGAPA1, intron 12 of 41)	78030	RALGAPA1P	RALGAPA1P	NR_104269			RALGAPA1P			NA
Interval_15905	chr7	43548041	43548385	+	0	NA	TTS (LOC100506895)	-TTS (LOC100506895)	13928	LOC100506895	LOC100506895	NR_038276			LOC100506895			NA
Interval_317	chr1	31392375	31392681	+	0	NA	Intergenic	Intergenic	-11048	SDC3	SDC3	NM_014654			SDC3			NA
Interval_1919	chr10	8391759	8392308	+	0	NA	Intergenic	Intergenic	-81765	LINC00708	LINC00708	NR_108058			LINC00708			NA
Interval_3099	chr11	57435195	57435579	+	0	NA	promoter-TSS (ZDHHC5)	-promoter-TSS (ZDHHC5)	-87	ZDHHC5	ZDHHC5	NM_015457			ZDHHC5			NA
Interval_6429	chr16	4666234	4666552	+	0	NA	Intergenic	Intergenic	-1466	UBALD1	UBALD1	NM_145253			UBALD1			NA
Interval_2943	chr11	17298803	17299104	+	0	NA	intron (NUCB2, intron 1 of 13)	-intron (NUCB2, intron 1 of 13)	667	NUCB2	NUCB2	NM_005013			NUCB2			NA
Interval_10154	chr2	233982076	233982385	+	0	NA	intron (INPP5D, intron 2 of 25)	-intron (INPP5D, intron 2 of 25)	57553	INPP5D	INPP5D	NM_001017915			INPP5D			NA
Interval_14420	chr5	160368704	160368946	+	0	NA	Intergenic	Intergenic	-3192	LOC285629	LOC285629	NR_027111			LOC285629			NA
Interval_9130	chr2	65609967	65610270	+	0	NA	intron (SPRED2, intron 1 of 5)	-intron (SPRED2, intron 1 of 5)	49538	SPRED2	SPRED2	NM_181784			SPRED2			NA
Interval_15926	chr7	45066610	45067469	+	0	NA	promoter-TSS (CCM2)	-promoter-TSS (CCM2)	27694	CCM2	CCM2	NM_031443			CCM2			NA
Interval_12310	chr3	137893445	137893631	+	0	NA	exon (DBR1, exon 1 of 8)	-exon (DBR1, exon 1 of 8)	253	DBR1	DBR1	NM_016216			DBR1			NA
Interval_15546	chr6	152623266	152623550	+	0	NA	intron (SYNE1, intron 91 of 145)	-intron (SYNE1, intron 90 of 145)	-78257	SYNE1-AS1	SYNE1-AS1	NR_120501			SYNE1-AS1			NA
Interval_16100	chr7	99818858	99819354	+	0	NA	TTS (PVRIG)	-TTS (PVRIG)	2235	PVRIG	PVRIG	NM_024070			PVRIG			NA
Interval_4174	chr12	80321951	80322251	+	0	NA	intron (PPP1R12A, intron 1 of 24)	-intron (PPP1R12A, intron 2 of 25)	6877	PPP1R12A	PPP1R12A	NM_001244990			PPP1R12A			NA
Interval_18147	chrX	56369107	56369408	+	0	NA	Intergenic	Intergenic	110435	KLF8	KLF8	NM_007250			KLF8			NA
Interval_3603	chr11	128393093	128393610	+	0	NA	intron (ETS1, intron 3 of 9)	-intron (ETS1, intron 3 of 9)	1066	MIR6090	MIR6090	NR_106738			MIR6090			NA
Interval_7199	chr17	26501550	26501868	+	0	NA	intron (NLK, intron 7 of 10)	-intron (NLK, intron 7 of 10)	-51880	PYY2	PYY2	NR_003064			PYY2			NA
Interval_16825	chr8	68456878	68457069	+	0	NA	intron (CPA6, intron 2 of 10)	-intron (CPA6, intron 2 of 10)	-201061	ARFGEF1	ARFGEF1	NM_006421			ARFGEF1			NA
Interval_12029	chr3	72115568	72115785	+	0	NA	intron (LINC00877, intron 2 of 6)	-intron (LINC00877, intron 2 of 6)	33930	LINC00877	LINC00877	NR_104116			LINC00877			NA
Interval_8463	chr19	21800610	21800872	+	0	NA	Intergenic	Intergenic	112304	ZNF429	ZNF429	NM_001001415			ZNF429			NA
Interval_10719	chr20	56508296	56508493	+	0	NA	Intergenic	Intergenic	37944	MIR4532	MIR4532	NR_039757			MIR4532			NA
Interval_14575	chr6	5072688	5072910	+	0	NA	intron (LOC100129461, intron 2 of 3)	-intron (LOC100129461, intron 2 of 3)	-12921	PPP1R3G	PPP1R3G	NM_001145115			PPP1R3G			NA
Interval_14946	chr6	41213841	41214389	+	0	NA	Intergenic	Intergenic	-3000	TREML5P	TREML5P	NR_002794			TREML5P			NA
Interval_8242	chr19	3052841	3053142	+	0	NA	TTS (AES)	-TTS (AES)	9380	AES	AES	NM_198969			AES			NA
Interval_16687	chr8	37119228	37119713	+	0	NA	intron (MIR1268A, intron 2 of 2)	-intron (MIR1268A, intron 2 of 2)	139999	MIR1268A	MIR1268A	NR_031672_3			MIR1268A			NA
Interval_6094	chr15	70717306	70717861	+	0	NA	Intergenic	Intergenic	-190303	SALRNA3	SALRNA3	NR_126481			SALRNA3			NA
Interval_16426	chr7	158497610	158497824	+	0	NA	promoter-TSS (NCAPG2)	-promoter-TSS (NCAPG2)	-195	NCAPG2	NCAPG2	NM_001281932			NCAPG2			NA
Interval_8334	chr19	11079212	11079521	+	0	NA	intron (SMARCA4, intron 1 of 34)	-intron (SMARCA4, intron 1 of 35)	7768	SMARCA4	SMARCA4	NM_003072			SMARCA4			NA
Interval_4381	chr12	113527038	113527529	+	0	NA	intron (DTX1, intron 2 of 8)	-intron (DTX1, intron 2 of 8)	31621	DTX1	DTX1	NM_004416			DTX1			NA
Interval_13956	chr5	90610132	90610392	+	0	NA	promoter-TSS (LUCAT1)	-promoter-TSS (LUCAT1)	-43	LUCAT1	LUCAT1	NR_103549			LUCAT1			NA
Interval_9328	chr2	99382641	99382960	+	0	NA	intron (LOC101927070, intron 3 of 3)	-intron (LOC101927070, intron 3 of 3)	5561	LOC101927070	LOC101927070	NR_126337			LOC101927070			NA
Interval_4707	chr13	36622898	36623261	+	0	NA	intron (DCLK1, intron 3 of 17)	-intron (DCLK1, intron 3 of 17)	82435	DCLK1	DCLK1	NM_004734			DCLK1			NA
Interval_7664	chr17	73178970	73179380	+	0	NA	promoter-TSS (SUMO2)	-promoter-TSS (SUMO2)	-77	SUMO2	SUMO2	NM_001005849			SUMO2			NA
Interval_15585	chr6	159439309	159439519	+	0	NA	Intergenic	Intergenic	-18216	RSPH3	RSPH3	NM_031924			RSPH3			NA
Interval_5640	chr14	101586985	101587250	+	0	NA	Intergenic	Intergenic	50869	MEG9	MEG9	NR_047664			MEG9			NA
Interval_2702	chr10	121052372	121052890	+	0	NA	intron (GRK5, intron 1 of 15)	-intron (GRK5, intron 1 of 15)	-84853	MIR4681	MIR4681	NR_039829			MIR4681			NA
Interval_15183	chr6	90943537	90944084	+	0	NA	intron (BACH2, intron 1 of 6)	-intron (BACH2, intron 1 of 6)	62817	BACH2	BACH2	NM_001170794			BACH2			NA
Interval_12504	chr3	182917954	182918259	+	0	NA	intron (MCF2L2, intron 25 of 29)	-intron (MCF2L2, intron 25 of 29)	-37439	LAMP3	LAMP3	NM_014398			LAMP3			NA
Interval_16502	chr8	8945438	8945720	+	0	NA	Intergenic	Intergenic	39624	MIR4660	MIR4660	NR_039804			MIR4660			NA
Interval_6409	chr16	3058106	3058473	+	0	NA	Intergenic	Intergenic	-4168	CLDN9	CLDN9	NM_020982			CLDN9			NA
Interval_6215	chr15	81546270	81546457	+	0	NA	intron (IL16, intron 1 of 17)	-intron (IL16, intron 2 of 18)	28723	IL16	IL16	NM_001172128			IL16			NA
Interval_10456	chr20	25467107	25467302	+	0	NA	intron (NINL, intron 13 of 23)	-intron (NINL, intron 13 of 23)	78881	GINS1	GINS1	NM_021067			GINS1			NA
Interval_916	chr1	115605184	115606244	+	0	NA	intron (TSPAN2, intron 2 of 7)	-intron (TSPAN2, intron 2 of 6)	26407	TSPAN2	TSPAN2	NM_001308316			TSPAN2			NA
Interval_8590	chr19	42772200	42772826	+	0	NA	promoter-TSS (CIC)	-promoter-TSS (CIC)	-13197	ERF	ERF	NM_006494			ERF			NA
Interval_14433	chr5	165860854	165861208	+	0	NA	Intergenic	Intergenic	492344	CTB-7E3.1	CTB-7E3	NR_108020			CTB-7E3.1			NA
Interval_8051	chr18	47431244	47431653	+	0	NA	intron (MYO5B, intron 19 of 39)	-intron (MYO5B, intron 19 of 39)	91055	SCARNA17	SCARNA17	NR_003003			SCARNA17			NA
Interval_7685	chr17	74733495	74733684	+	0	NA	promoter-TSS (SRSF2)	-promoter-TSS (SRSF2)	6	MFSD11	MFSD11	NM_001242537			MFSD11			NA
Interval_16852	chr8	75270180	75270607	+	0	NA	intron (GDAP1, intron 2 of 5)	-intron (GDAP1, intron 2 of 5)	7775	GDAP1	GDAP1	NM_018972			GDAP1			NA
Interval_5996	chr15	61136624	61137280	+	0	NA	intron (RORA, intron 1 of 10)	-intron (RORA, intron 1 of 10)	163184	RORA-AS2	RORA-AS2	NR_120318			RORA-AS2			NA
Interval_10546	chr20	38890839	38891387	+	0	NA	Intergenic	Intergenic	258010	LINC01370	LINC01370	NR_109937			LINC01370			NA
Interval_3379	chr11	93388716	93389279	+	0	NA	Intergenic	Intergenic	-5819	CEP295	CEP295	NM_033395			CEP295			NA
Interval_9421	chr2	106545993	106546270	+	0	NA	Intergenic	Intergenic	-135982	C2orf40	C2orf40	NM_032411			C2orf40			NA
Interval_166	chr1	18979694	18980140	+	0	NA	intron (PAX7, intron 4 of 7)	-intron (PAX7, intron 4 of 8)	22417	PAX7	PAX7	NM_001135254			PAX7			NA
Interval_1276	chr1	182361005	182361253	+	0	NA	promoter-TSS (GLUL)	-promoter-TSS (GLUL)	212	GLUL	GLUL	NM_002065			GLUL			NA
Interval_17782	chr9	118758947	118759251	+	0	NA	Intergenic	Intergenic	-71722	LINC00474	LINC00474	NR_024032			LINC00474			NA
Interval_1668	chr1	230222997	230223574	+	0	NA	intron (GALNT2, intron 1 of 15)	-intron (GALNT2, intron 1 of 15)	20343	GALNT2	GALNT2	NM_004481			GALNT2			NA
Interval_12446	chr3	172248498	172248787	+	0	NA	Intergenic	Intergenic	-7345	TNFSF10	TNFSF10	NM_003810			TNFSF10			NA
Interval_15438	chr6	138057196	138058052	+	0	NA	intron (LOC100507406, intron 1 of 2)	-intron (LOC100507406, intron 1 of 2)	2550	LOC100507406	LOC100507406	NR_121618			LOC100507406			NA
Interval_7666	chr17	73334407	73335222	+	0	NA	intron (GRB2, intron 2 of 4)	-intron (GRB2, intron 2 of 5)	-49284	SLC25A19	SLC25A19	NM_021734			SLC25A19			NA
Interval_12684	chr4	6928677	6929254	+	0	NA	intron (TBC1D14, intron 2 of 13)	-intron (TBC1D14, intron 2 of 13)	17470	TBC1D14	TBC1D14	NM_020773			TBC1D14			NA
Interval_11780	chr3	43103740	43104647	+	0	NA	Intergenic	Intergenic	43382	POMGNT2	POMGNT2	NM_032806			POMGNT2			NA
Interval_7252	chr17	32544430	32544892	+	0	NA	Intergenic	Intergenic	-34010	LOC101927239	LOC101927239	NR_110748			LOC101927239			NA
Interval_4854	chr13	52761484	52762086	+	0	NA	intron (MRPS31P5, intron 1 of 7)	-intron (MRPS31P5, intron 2 of 8)	6817	MRPS31P5	MRPS31P5	NR_051963			MRPS31P5			NA
Interval_1715	chr1	233027070	233027402	+	0	NA	Intergenic	Intergenic	-59134	NTPCR	NTPCR	NM_032324			NTPCR			NA
