PeakID (cmd=annotatePeaks.pl PRDM1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1815	chr8	143907331	143907964	+	0	NA	Intergenic	Intergenic	-8570	GML	GML	NM_002066			GML			NA
Interval_1437	chr5	18746084	18746580	+	0	NA	Intergenic	Intergenic	1242021	CDH18	CDH18	NM_001291956			CDH18			NA
Interval_630	chr15	67377963	67378459	+	0	NA	intron (SMAD3, intron 1 of 8)	-intron (SMAD3, intron 1 of 8)	20016	SMAD3	SMAD3	NM_005902			SMAD3			NA
Interval_21	chr1	16799911	16800264	+	0	NA	intron (CROCCP3, intron 14 of 14)	-intron (CROCCP3, intron 14 of 14)	19109	CROCCP3	CROCCP3	NR_023386			CROCCP3			NA
Interval_1855	chr9	92179275	92179578	+	0	NA	Intergenic	Intergenic	-40501	GADD45G	GADD45G	NM_006705			GADD45G			NA
Interval_1621	chr6	169622262	169622597	+	0	NA	exon (THBS2, exon 20 of 23)	-exon (THBS2, exon 20 of 23)	31780	THBS2	THBS2	NM_003247			THBS2			NA
Interval_839	chr18	3586764	3587502	+	0	NA	intron (DLGAP1, intron 7 of 12)	-intron (DLGAP1, intron 4 of 9)	-6979	DLGAP1-AS1	DLGAP1-AS1	NR_024101			DLGAP1-AS1			NA
Interval_659	chr15	89182963	89183640	+	0	NA	intron (ISG20, intron 2 of 3)	-intron (ISG20, intron 2 of 3)	4433	ISG20	ISG20	NM_001303237			ISG20			NA
Interval_1636	chr7	17181734	17182162	+	0	NA	Intergenic	Intergenic	-156328	AHR	AHR	NM_001621			AHR			NA
Interval_340	chr11	26617916	26618665	+	0	NA	intron (ANO3, intron 14 of 26)	-intron (ANO3, intron 14 of 26)	-24475	MUC15	MUC15	NM_145650			MUC15			NA
Interval_990	chr2	23603361	23604305	+	0	NA	Intergenic	Intergenic	-4465	KLHL29	KLHL29	NM_052920			KLHL29			NA
Interval_1234	chr22	24803800	24804299	+	0	NA	intron (SPECC1L, intron 13 of 14)	-intron (SPECC1L, intron 13 of 15)	-19481	ADORA2A	ADORA2A	NM_001278497			ADORA2A			NA
Interval_1755	chr8	41522545	41523054	+	0	NA	promoter-TSS (ANK1)	-promoter-TSS (ANK1)	5	ANK1	ANK1	NM_001142446			ANK1			NA
Interval_1896	chr9	132725026	132725635	+	0	NA	intron (FNBP1, intron 4 of 16)	-intron (FNBP1, intron 4 of 16)	80143	FNBP1	FNBP1	NM_015033			FNBP1			NA
Interval_1648	chr7	26427700	26428186	+	0	NA	Intergenic	Intergenic	-15165	LOC441204	LOC441204	NR_015364			LOC441204			NA
Interval_1313	chr3	114866210	114866993	+	0	NA	promoter-TSS (ZBTB20)	-promoter-TSS (ZBTB20)	47331	ZBTB20-AS4	ZBTB20-AS4	NR_046877			ZBTB20-AS4			NA
Interval_306	chr10	124757320	124757837	+	0	NA	intron (IKZF5, intron 3 of 4)	-intron (IKZF5, intron 3 of 4)	10788	IKZF5	IKZF5	NR_073478			IKZF5			NA
Interval_616	chr15	51648354	51649018	+	0	NA	intron (GLDN, intron 1 of 9)	-intron (GLDN, intron 1 of 9)	14973	GLDN	GLDN	NM_181789			GLDN			NA
Interval_1903	chr9	139661120	139661440	+	0	NA	Intergenic	Intergenic	-2315	LCN15	LCN15	NM_203347			LCN15			NA
Interval_1599	chr6	134557228	134557542	+	0	NA	intron (SGK1, intron 2 of 13)	-intron (SGK1, intron 2 of 13)	-61351	SGK1	SGK1	NM_001143676			SGK1			NA
Interval_1588	chr6	90544723	90545101	+	0	NA	intron (CASP8AP2, intron 1 of 9)	-intron (CASP8AP2, intron 1 of 9)	5293	CASP8AP2	CASP8AP2	NM_012115			CASP8AP2			NA
Interval_1205	chr21	37661046	37662297	+	0	NA	intron (DOPEY2, intron 35 of 36)	-intron (DOPEY2, intron 35 of 36)	-30816	MORC3	MORC3	NM_015358			MORC3			NA
Interval_124	chr1	154379743	154380089	+	0	NA	intron (IL6R, intron 1 of 8)	-intron (IL6R, intron 1 of 9)	2247	IL6R	IL6R	NM_000565			IL6R			NA
Interval_267	chr10	47543057	47543446	+	0	NA	Intergenic	Intergenic	97593	ANTXRLP1	ANTXRLP1	NR_103828			ANTXRLP1			NA
Interval_494	chr13	51168793	51169294	+	0	NA	Intergenic	Intergenic	-67458	DLEU1-AS1	DLEU1-AS1	NR_125753			DLEU1-AS1			NA
Interval_548	chr14	72998187	72998482	+	0	NA	intron (RGS6, intron 15 of 16)	-intron (RGS6, intron 15 of 17)	14806	MIR7843	MIR7843	NR_106994			MIR7843			NA
Interval_695	chr16	27383682	27384443	+	0	NA	Intergenic	Intergenic	-29421	IL21R	IL21R	NM_021798			IL21R			NA
Interval_65	chr1	51622192	51622661	+	0	NA	Intergenic	Intergenic	54520	C1orf185	C1orf185	NM_001136508			C1orf185			NA
Interval_1466	chr5	96143064	96143983	+	0	NA	intron (ERAP1, intron 1 of 18)	-intron (ERAP1, intron 1 of 18)	369	ERAP1	ERAP1	NM_001198541			ERAP1			NA
Interval_769	chr17	40475758	40476028	+	0	NA	intron (STAT3, intron 17 of 23)	-intron (STAT3, intron 17 of 23)	36328	STAT5A	STAT5A	NM_001288718			STAT5A			NA
Interval_531	chr14	34487643	34488224	+	0	NA	Intergenic	Intergenic	-67649	EGLN3	EGLN3	NM_022073			EGLN3			NA
Interval_1882	chr9	125413804	125414351	+	0	NA	Intergenic	Intergenic	-9918	OR1L1	OR1L1	NM_001005236			OR1L1			NA
Interval_1602	chr6	137041438	137041899	+	0	NA	exon (MAP3K5, exon 2 of 30)	-exon (MAP3K5, exon 2 of 30)	71988	MAP3K5	MAP3K5	NM_005923			MAP3K5			NA
Interval_15	chr1	12226815	12227203	+	0	NA	promoter-TSS (TNFRSF1B)	-promoter-TSS (TNFRSF1B)	9	MIR7846	MIR7846	NR_107000			MIR7846			NA
Interval_1606	chr6	149097776	149098078	+	0	NA	intron (UST, intron 1 of 7)	-intron (UST, intron 1 of 7)	29656	UST	UST	NM_005715			UST			NA
Interval_1187	chr21	15974877	15975277	+	0	NA	intron (LOC388813, intron 4 of 6)	-intron (LOC388813, intron 4 of 6)	20554	SAMSN1-AS1	SAMSN1-AS1	NR_046512			SAMSN1-AS1			NA
Interval_464	chr12	111844213	111844890	+	0	NA	intron (SH2B3, intron 1 of 7)	-intron (SH2B3, intron 1 of 7)	799	SH2B3	SH2B3	NM_005475			SH2B3			NA
Interval_1907	chrX	12968304	12968610	+	0	NA	Intergenic	Intergenic	-7038	TLR8-AS1	TLR8-AS1	NR_030727			TLR8-AS1			NA
Interval_125	chr1	154720337	154720702	+	0	NA	intron (KCNN3, intron 3 of 8)	-intron (KCNN3, intron 3 of 8)	111819	KCNN3	KCNN3	NM_002249			KCNN3			NA
Interval_1732	chr7	144519895	144520207	+	0	NA	intron (TPK1, intron 2 of 8)	-intron (TPK1, intron 2 of 7)	13095	TPK1	TPK1	NM_022445			TPK1			NA
Interval_749	chr17	27629084	27629639	+	0	NA	Intergenic	Intergenic	-8195	NUFIP2	NUFIP2	NM_020772			NUFIP2			NA
Interval_1073	chr2	148778001	148778650	+	0	NA	promoter-TSS (ORC4)	-promoter-TSS (ORC4)	-255	MBD5	MBD5	NM_018328			MBD5			NA
Interval_1338	chr3	146344489	146344817	+	0	NA	Intergenic	Intergenic	-20650	PLSCR5	PLSCR5	NM_001085420			PLSCR5			NA
Interval_1832	chr9	26937027	26937460	+	0	NA	intron (PLAA, intron 1 of 13)	-intron (PLAA, intron 1 of 13)	10225	PLAA	PLAA	NM_001031689			PLAA			NA
Interval_1189	chr21	24759700	24760079	+	0	NA	Intergenic	Intergenic	-2733	D21S2088E	D21S2088E	NR_040254			D21S2088E			NA
Interval_715	chr16	58155660	58155982	+	0	NA	intron (CFAP20, intron 1 of 5)	-intron (CFAP20, intron 1 of 5)	7475	CFAP20	CFAP20	NM_013242			CFAP20			NA
Interval_305	chr10	124134709	124135323	+	0	NA	intron (PLEKHA1, intron 1 of 11)	-intron (PLEKHA1, intron 1 of 11)	-16803	PLEKHA1	PLEKHA1	NM_001001974			PLEKHA1			NA
Interval_1512	chr5	176858514	176858847	+	0	NA	intron (GRK6, intron 2 of 15)	-intron (GRK6, intron 2 of 15)	4993	GRK6	GRK6	NM_002082			GRK6			NA
Interval_51	chr1	39624346	39624661	+	0	NA	intron (MACF1, intron 1 of 92)	-intron (MACF1, intron 1 of 92)	74664	MACF1	MACF1	NM_012090			MACF1			NA
Interval_1399	chr4	54042352	54043000	+	0	NA	intron (SCFD2, intron 4 of 8)	-intron (SCFD2, intron 4 of 8)	189566	SCFD2	SCFD2	NM_152540			SCFD2			NA
Interval_575	chr14	100722864	100723183	+	0	NA	intron (YY1, intron 1 of 4)	-intron (YY1, intron 1 of 4)	17921	YY1	YY1	NM_003403			YY1			NA
Interval_786	chr17	53654492	53654833	+	0	NA	Intergenic	Intergenic	145563	TMEM100	TMEM100	NM_001099640			TMEM100			NA
Interval_1070	chr2	133028359	133028686	+	0	NA	Intergenic	Intergenic	-12980	ANKRD30BL	ANKRD30BL	NR_027020			ANKRD30BL			NA
Interval_1798	chr8	126012189	126012520	+	0	NA	intron (SQLE, intron 1 of 10)	-intron (SQLE, intron 1 of 10)	1634	SQLE	SQLE	NM_003129			SQLE			NA
Interval_1006	chr2	31481046	31481781	+	0	NA	intron (EHD3, intron 3 of 5)	-intron (EHD3, intron 3 of 5)	24533	EHD3	EHD3	NM_014600			EHD3			NA
Interval_1517	chr6	305233	305616	+	0	NA	intron (DUSP22, intron 2 of 5)	-intron (DUSP22, intron 2 of 6)	13367	DUSP22	DUSP22	NM_020185			DUSP22			NA
Interval_542	chr14	65624948	65625324	+	0	NA	Intergenic	Intergenic	-55723	MAX	MAX	NR_073137			MAX			NA
Interval_933	chr19	40048194	40050122	+	0	NA	Intergenic	Intergenic	-18320	EID2	EID2	NM_153232			EID2			NA
Interval_1819	chr8	146029957	146030579	+	0	NA	intron (ZNF517, intron 4 of 4)	-intron (ZNF517, intron 4 of 4)	6007	ZNF517	ZNF517	NM_213605			ZNF517			NA
Interval_1362	chr3	187696489	187696761	+	0	NA	Intergenic	Intergenic	175251	LPP-AS2	LPP-AS2	NR_036497			LPP-AS2			NA
Interval_1432	chr5	6480308	6480648	+	0	NA	intron (UBE2QL1, intron 1 of 1)	-intron (UBE2QL1, intron 1 of 1)	31742	UBE2QL1	UBE2QL1	NM_001145161			UBE2QL1			NA
Interval_808	chr17	63035586	63036045	+	0	NA	intron (GNA13, intron 2 of 3)	-intron (GNA13, intron 2 of 3)	17105	GNA13	GNA13	NM_006572			GNA13			NA
Interval_1867	chr9	111648080	111648704	+	0	NA	intron (IKBKAP, intron 29 of 36)	-intron (IKBKAP, intron 29 of 36)	23884	ACTL7A	ACTL7A	NM_006687			ACTL7A			NA
Interval_952	chr19	49734684	49735087	+	0	NA	Intergenic	Intergenic	73869	TRPM4	TRPM4	NM_001195227			TRPM4			NA
Interval_1553	chr6	28770600	28771338	+	0	NA	Intergenic	Intergenic	60485	LOC401242	LOC401242	NR_033379_4			LOC401242			NA
Interval_1740	chr7	157091953	157092320	+	0	NA	Intergenic	Intergenic	-37575	DNAJB6	DNAJB6	NM_058246			DNAJB6			NA
Interval_676	chr16	4675277	4675707	+	0	NA	intron (MGRN1, intron 1 of 14)	-intron (MGRN1, intron 1 of 15)	667	MGRN1	MGRN1	NM_001142289			MGRN1			NA
Interval_358	chr11	43890402	43890823	+	0	NA	Intergenic	Intergenic	-11745	ALKBH3	ALKBH3	NM_139178			ALKBH3			NA
Interval_257	chr10	16944551	16944871	+	0	NA	intron (CUBN, intron 51 of 66)	-intron (CUBN, intron 51 of 66)	-85258	RSU1	RSU1	NM_152724			RSU1			NA
Interval_868	chr18	65819196	65819488	+	0	NA	Intergenic	Intergenic	563011	TMX3	TMX3	NM_019022			TMX3			NA
Interval_1611	chr6	154485536	154485872	+	0	NA	intron (IPCEF1, intron 11 of 11)	-intron (OPRM1, intron 3 of 3)	125158	OPRM1	OPRM1	NM_001008503			OPRM1			NA
Interval_1231	chr22	24145317	24145809	+	0	NA	exon (SMARCB1, exon 5 of 9)	-exon (SMARCB1, exon 5 of 9)	16413	SMARCB1	SMARCB1	NM_001007468			SMARCB1			NA
Interval_582	chr14	107252153	107252825	+	0	NA	Intergenic	Intergenic	6725	MIR5195	MIR5195	NR_049827			MIR5195			NA
Interval_1174	chr20	50021062	50021337	+	0	NA	intron (NFATC2, intron 9 of 10)	-intron (NFATC2, intron 9 of 10)	48315	MIR3194	MIR3194	NR_036162			MIR3194			NA
Interval_55	chr1	41260998	41261409	+	0	NA	intron (KCNQ4, intron 1 of 12)	-intron (KCNQ4, intron 1 of 13)	11519	KCNQ4	KCNQ4	NM_172163			KCNQ4			NA
Interval_1283	chr3	40368588	40369486	+	0	NA	Intergenic	Intergenic	-17848	EIF1B-AS1	EIF1B-AS1	NR_033965			EIF1B-AS1			NA
Interval_557	chr14	77209222	77209773	+	0	NA	Intergenic	Intergenic	-18738	VASH1	VASH1	NM_014909			VASH1			NA
Interval_166	chr1	184133296	184133819	+	0	NA	Intergenic	Intergenic	112772	TSEN15	TSEN15	NM_001127394			TSEN15			NA
Interval_1438	chr5	20471104	20471447	+	0	NA	intron (CDH18, intron 1 of 14)	-intron (CDH18, intron 1 of 14)	-482922	CDH18	CDH18	NM_001291956			CDH18			NA
Interval_144	chr1	164512159	164512959	+	0	NA	Intergenic	Intergenic	-16038	PBX1	PBX1	NM_001204963			PBX1			NA
Interval_302	chr10	120788688	120789028	+	0	NA	promoter-TSS (NANOS1)	-promoter-TSS (NANOS1)	-370	NANOS1	NANOS1	NM_199461			NANOS1			NA
Interval_1219	chr21	45848090	45848382	+	0	NA	intron (TRPM2, intron 27 of 31)	-intron (TRPM2, intron 27 of 31)	-2790	TRPM2-AS	TRPM2-AS	NR_109964			TRPM2-AS			NA
Interval_1188	chr21	16135437	16135797	+	0	NA	Intergenic	Intergenic	-120189	LOC388813	LOC388813	NM_001256579			LOC388813			NA
Interval_1686	chr7	94959968	94960521	+	0	NA	Intergenic	Intergenic	-6360	PON1	PON1	NM_000446			PON1			NA
Interval_200	chr1	227900336	227900877	+	0	NA	Intergenic	Intergenic	-15198	ZNF847P	ZNF847P	NR_036753			ZNF847P			NA
Interval_1911	chrX	41593248	41593639	+	0	NA	intron (CASK, intron 5 of 26)	-intron (CASK, intron 5 of 25)	10035	GPR82	GPR82	NM_080817			GPR82			NA
Interval_682	chr16	11448386	11448983	+	0	NA	Intergenic	Intergenic	9389	RMI2	RMI2	NM_152308			RMI2			NA
Interval_552	chr14	74228594	74229917	+	0	NA	intron (ELMSAN1, intron 1 of 11)	-intron (ELMSAN1, intron 1 of 11)	-2254	ELMSAN1	ELMSAN1	NM_001043318			ELMSAN1			NA
Interval_327	chr11	13242858	13243131	+	0	NA	Intergenic	Intergenic	-56280	ARNTL	ARNTL	NM_001178			ARNTL			NA
Interval_217	chr1	235098217	235099209	+	0	NA	intron (LOC101927851, intron 1 of 3)	-intron (LOC101927851, intron 1 of 3)	1033	LOC101927851	LOC101927851	NR_125945			LOC101927851			NA
Interval_159	chr1	173375836	173376435	+	0	NA	intron (LOC100506023, intron 2 of 2)	-intron (LOC100506023, intron 2 of 2)	54366	LOC101928673	LOC101928673	NR_125960			LOC101928673			NA
Interval_873	chr18	75805402	75805681	+	0	NA	Intergenic	Intergenic	-99858	LINC01029	LINC01029	NR_104127			LINC01029			NA
Interval_1371	chr4	986467	987451	+	0	NA	intron (SLC26A1, intron 1 of 3)	-intron (IDUA, intron 2 of 13)	269	SLC26A1	SLC26A1	NM_022042			SLC26A1			NA
Interval_1224	chr22	20023735	20024557	+	0	NA	promoter-TSS (TANGO2)	-promoter-TSS (TANGO2)	-137	TANGO2	TANGO2	NM_001283179			TANGO2			NA
Interval_446	chr12	76480139	76480449	+	0	NA	Intergenic	Intergenic	-1481	NAP1L1	NAP1L1	NM_001307924			NAP1L1			NA
Interval_1404	chr4	83910790	83911398	+	0	NA	intron (LIN54, intron 1 of 12)	-intron (LIN54, intron 1 of 12)	20893	LIN54	LIN54	NM_001115007			LIN54			NA
Interval_1405	chr4	88343598	88343943	+	0	NA	promoter-TSS (NUDT9)	-promoter-TSS (NUDT9)	21	NUDT9	NUDT9	NM_024047			NUDT9			NA
Interval_1428	chr4	177230274	177230595	+	0	NA	Intergenic	Intergenic	-10656	SPCS3	SPCS3	NM_021928			SPCS3			NA
Interval_98	chr1	119117037	119117368	+	0	NA	Intergenic	Intergenic	-389354	SPAG17	SPAG17	NM_206996			SPAG17			NA
Interval_1808	chr8	133970629	133970916	+	0	NA	intron (TG, intron 27 of 47)	-intron (TG, intron 27 of 47)	88054	MIR7848	MIR7848	NR_107002			MIR7848			NA
Interval_840	chr18	5294650	5295139	+	0	NA	intron (ZBTB14, intron 1 of 3)	-intron (ZBTB14, intron 1 of 3)	1300	ZBTB14	ZBTB14	NM_001243704			ZBTB14			NA
Interval_1487	chr5	142814598	142815384	+	0	NA	promoter-TSS (NR3C1)	-promoter-TSS (NR3C1)	-31737	NR3C1	NR3C1	NM_001018075			NR3C1			NA
Interval_389	chr11	75209093	75209375	+	0	NA	intron (GDPD5, intron 1 of 16)	-intron (GDPD5, intron 1 of 16)	27365	GDPD5	GDPD5	NM_030792			GDPD5			NA
Interval_351	chr11	33219532	33219871	+	0	NA	Intergenic	Intergenic	36498	CSTF3-AS1	CSTF3-AS1	NR_034027			CSTF3-AS1			NA
Interval_622	chr15	58845284	58846151	+	0	NA	intron (LIPC, intron 6 of 8)	-intron (LIPC, intron 6 of 8)	-54783	LOC101928694	LOC101928694	NR_120338			LOC101928694			NA
Interval_844	chr18	19218386	19218984	+	0	NA	Intergenic	Intergenic	26455	SNRPD1	SNRPD1	NM_001291916			SNRPD1			NA
Interval_142	chr1	162456879	162457748	+	0	NA	Intergenic	Intergenic	-10282	UHMK1	UHMK1	NM_175866			UHMK1			NA
Interval_94	chr1	113312317	113313097	+	0	NA	Intergenic	Intergenic	49518	FAM19A3	FAM19A3	NM_001004440			FAM19A3			NA
Interval_427	chr12	43089324	43089815	+	0	NA	Intergenic	Intergenic	-49269	LOC101927058	LOC101927058	NR_110042			LOC101927058			NA
Interval_647	chr15	80188690	80189324	+	0	NA	intron (ST20-MTHFS, intron 2 of 3)	-intron (MTHFS, intron 1 of 2)	332	MTHFS	MTHFS	NM_001199758			MTHFS			NA
Interval_623	chr15	62413282	62413708	+	0	NA	Intergenic	Intergenic	43987	C2CD4B	C2CD4B	NM_001007595			C2CD4B			NA
Interval_1427	chr4	159998978	159999442	+	0	NA	Intergenic	Intergenic	-42877	C4orf45	C4orf45	NM_152543			C4orf45			NA
Interval_629	chr15	67239297	67239773	+	0	NA	Intergenic	Intergenic	-118660	SMAD3	SMAD3	NM_005902			SMAD3			NA
Interval_1256	chr22	45612108	45612797	+	0	NA	intron (KIAA0930, intron 1 of 9)	-intron (KIAA0930, intron 1 of 9)	-4105	KIAA0930	KIAA0930	NM_001009880			KIAA0930			NA
Interval_1869	chr9	112769921	112770274	+	0	NA	intron (PALM2-AKAP2, intron 6 of 9)	-intron (PALM2-AKAP2, intron 6 of 10)	-40781	AKAP2	AKAP2	NM_001136562			AKAP2			NA
Interval_1171	chr20	48940720	48941317	+	0	NA	Intergenic	Intergenic	-3139	LINC01271	LINC01271	NR_109950			LINC01271			NA
Interval_581	chr14	106995813	106996364	+	0	NA	Intergenic	Intergenic	57643	LINC00221	LINC00221	NR_027457			LINC00221			NA
Interval_1674	chr7	73062633	73063102	+	0	NA	Intergenic	Intergenic	-19307	VPS37D	VPS37D	NM_001077621			VPS37D			NA
Interval_830	chr17	79281356	79281995	+	0	NA	intron (LINC00482, intron 1 of 3)	-intron (LINC00482, intron 1 of 3)	1373	LINC00482	LINC00482	NR_038080			LINC00482			NA
Interval_129	chr1	155606884	155607972	+	0	NA	Intergenic	Intergenic	27467	MSTO1	MSTO1	NM_001256533			MSTO1			NA
Interval_108	chr1	146369980	146370442	+	0	NA	intron (NBPF25P, intron 2 of 17)	-intron (NBPF10, intron 68 of 85)	-3646	NBPF12	NBPF12	NM_001278141			NBPF12			NA
Interval_970	chr19	58162835	58163232	+	0	NA	Intergenic	Intergenic	-17270	ZSCAN4	ZSCAN4	NM_152677			ZSCAN4			NA
Interval_1166	chr20	44992466	44992746	+	0	NA	intron (SLC35C2, intron 1 of 10)	-intron (SLC35C2, intron 1 of 9)	491	SLC35C2	SLC35C2	NM_173073			SLC35C2			NA
Interval_105	chr1	145045261	145045612	+	0	NA	intron (PDE4DIP, intron 1 of 6)	-intron (NBPF9, intron 20 of 24)	30750	PDE4DIP	PDE4DIP	NM_022359			PDE4DIP			NA
Interval_1297	chr3	69337538	69337919	+	0	NA	intron (FRMD4B, intron 4 of 22)	-intron (FRMD4B, intron 4 of 22)	97727	FRMD4B	FRMD4B	NM_015123			FRMD4B			NA
Interval_233	chr10	181875	182480	+	0	NA	intron (ZMYND11, intron 1 of 13)	-intron (ZMYND11, intron 1 of 13)	1753	ZMYND11	ZMYND11	NM_006624			ZMYND11			NA
Interval_620	chr15	53526461	53526769	+	0	NA	Intergenic	Intergenic	306434	WDR72	WDR72	NR_102334			WDR72			NA
Interval_1625	chr6	170862135	170862438	+	0	NA	exon (PSMB1, exon 1 of 6)	-exon (PSMB1, exon 1 of 6)	131	PSMB1	PSMB1	NM_002793			PSMB1			NA
Interval_1122	chr2	232537623	232538025	+	0	NA	Intergenic	Intergenic	-35411	PTMA	PTMA	NM_001099285			PTMA			NA
Interval_1327	chr3	124860428	124860820	+	0	NA	intron (SLC12A8, intron 5 of 13)	-intron (SLC12A8, intron 4 of 12)	9772	MIR5092	MIR5092	NR_049815			MIR5092			NA
Interval_932	chr19	39921586	39922265	+	0	NA	Intergenic	Intergenic	4693	RPS16	RPS16	NM_001020			RPS16			NA
Interval_1499	chr5	157034471	157034838	+	0	NA	Intergenic	Intergenic	-31823	ADAM19	ADAM19	NM_033274			ADAM19			NA
Interval_1627	chr7	2444481	2445008	+	0	NA	intron (CHST12, intron 1 of 1)	-intron (CHST12, intron 1 of 1)	1549	CHST12	CHST12	NM_001243795			CHST12			NA
Interval_1830	chr9	22101927	22102323	+	0	NA	intron (CDKN2B-AS1, intron 4 of 8)	-intron (CDKN2B-AS1, intron 14 of 18)	-92813	CDKN2B	CDKN2B	NM_078487			CDKN2B			NA
Interval_1787	chr8	105235236	105235641	+	0	NA	promoter-TSS (RIMS2)	-promoter-TSS (RIMS2)	-116586	DCSTAMP	DCSTAMP	NM_030788			DCSTAMP			NA
Interval_1095	chr2	190432270	190432695	+	0	NA	intron (SLC40A1, intron 5 of 7)	-intron (SLC40A1, intron 5 of 7)	13055	SLC40A1	SLC40A1	NM_014585			SLC40A1			NA
Interval_815	chr17	66759462	66760650	+	0	NA	Intergenic	Intergenic	135761	LINC01482	LINC01482	NR_110825			LINC01482			NA
Interval_181	chr1	206679280	206680244	+	0	NA	Intergenic	Intergenic	31616	MIR6769B	MIR6769B	NR_106919			MIR6769B			NA
Interval_318	chr11	4414594	4415089	+	0	NA	promoter-TSS (TRIM21)	-promoter-TSS (TRIM21)	85	TRIM21	TRIM21	NM_003141			TRIM21			NA
Interval_1486	chr5	142758510	142758886	+	0	NA	intron (NR3C1, intron 2 of 6)	-intron (NR3C1, intron 2 of 8)	24556	NR3C1	NR3C1	NM_001018075			NR3C1			NA
Interval_1566	chr6	41499653	41500002	+	0	NA	intron (FOXP4-AS1, intron 1 of 1)	-intron (FOXP4-AS1, intron 1 of 1)	14154	FOXP4-AS1	FOXP4-AS1	NR_126415			FOXP4-AS1			NA
Interval_1856	chr9	92723887	92724437	+	0	NA	Intergenic	Intergenic	-7536	LOC101927847	LOC101927847	NR_109791			LOC101927847			NA
Interval_1410	chr4	113739626	113740120	+	0	NA	intron (ANK2, intron 1 of 46)	-intron (ANK2, intron 1 of 46)	-170160	MIR302B	MIR302B	NR_029857			MIR302B			NA
Interval_1655	chr7	29710091	29710694	+	0	NA	intron (LOC646762, intron 1 of 1)	-intron (LOC646762, intron 1 of 1)	10052	MIR550A3	MIR550A3	NR_039600			MIR550A3			NA
Interval_1694	chr7	100293048	100293733	+	0	NA	Intergenic	Intergenic	-6520	GIGYF1	GIGYF1	NM_022574			GIGYF1			NA
Interval_748	chr17	25665457	25665849	+	0	NA	Intergenic	Intergenic	44547	WSB1	WSB1	NM_015626			WSB1			NA
Interval_1833	chr9	27538692	27538974	+	0	NA	Intergenic	Intergenic	-8983	MOB3B	MOB3B	NM_024761			MOB3B			NA
Interval_1485	chr5	141484111	141484565	+	0	NA	Intergenic	Intergenic	-3986	NDFIP1	NDFIP1	NM_030571			NDFIP1			NA
Interval_1580	chr6	56628933	56629443	+	0	NA	intron (DST, intron 2 of 94)	-intron (DST, intron 4 of 96)	-14050	RNU6-71P	RNU6-71P	NR_046940			RNU6-71P			NA
Interval_1639	chr7	21803524	21803810	+	0	NA	intron (DNAH11, intron 54 of 81)	-intron (DNAH11, intron 54 of 81)	181875	CDCA7L	CDCA7L	NM_001127371			CDCA7L			NA
Interval_1448	chr5	57757792	57758144	+	0	NA	Intergenic	Intergenic	-2002	PLK2	PLK2	NM_006622			PLK2			NA
Interval_412	chr12	1754489	1755178	+	0	NA	intron (WNT5B, intron 4 of 4)	-intron (WNT5B, intron 4 of 4)	14713	MIR3649	MIR3649	NR_037422			MIR3649			NA
Interval_37	chr1	32665866	32666538	+	0	NA	exon (CCDC28B, exon 1 of 5)	-exon (CCDC28B, exon 1 of 5)	215	CCDC28B	CCDC28B	NM_024296			CCDC28B			NA
Interval_1697	chr7	102064737	102065191	+	0	NA	intron (LOC100630923, intron 8 of 8)	-intron (PRKRIP1, intron 5 of 5)	-9013	ORAI2	ORAI2	NM_032831			ORAI2			NA
Interval_1331	chr3	129088435	129088749	+	0	NA	Intergenic	Intergenic	27599	SNORA7B	SNORA7B	NR_002992			SNORA7B			NA
Interval_1918	chrX	49165493	49165764	+	0	NA	intron (GAGE10, intron 3 of 4)	-intron (GAGE10, intron 3 of 4)	5503	GAGE10	GAGE10	NM_001098413			GAGE10			NA
Interval_924	chr19	35158138	35158942	+	0	NA	Intergenic	Intergenic	-10004	ZNF302	ZNF302	NM_018443			ZNF302			NA
Interval_441	chr12	69265688	69266180	+	0	NA	intron (CPM, intron 3 of 8)	-intron (CPM, intron 3 of 8)	61045	CPM	CPM	NM_001874			CPM			NA
Interval_314	chr11	1627094	1628118	+	0	NA	Intergenic	Intergenic	2087	KRTAP5-3	KRTAP5-3	NM_001012708			KRTAP5-3			NA
Interval_1562	chr6	34150481	34151191	+	0	NA	Intergenic	Intergenic	-36922	GRM4	GRM4	NM_001256809			GRM4			NA
Interval_1184	chr20	60696544	60697012	+	0	NA	promoter-TSS (LSM14B)	-promoter-TSS (LSM14B)	-739	LSM14B	LSM14B	NM_144703			LSM14B			NA
Interval_1699	chr7	105281727	105282048	+	0	NA	intron (ATXN7L1, intron 3 of 9)	-intron (ATXN7L1, intron 5 of 11)	-59911	EFCAB10	EFCAB10	NR_027068			EFCAB10			NA
Interval_301	chr10	114740644	114741669	+	0	NA	intron (TCF7L2, intron 4 of 12)	-intron (TCF7L2, intron 4 of 13)	31147	TCF7L2	TCF7L2	NM_001146285			TCF7L2			NA
Interval_821	chr17	74723770	74724312	+	0	NA	intron (METTL23, intron 1 of 3)	-intron (METTL23, intron 1 of 4)	1129	METTL23	METTL23	NM_001080510			METTL23			NA
