PeakID (cmd=annotatePeaks.pl anti-GATA3.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_44	chr1	9712376	9712703	+	0	NA	TTS (PIK3CD-AS1)	-TTS (PIK3CD-AS1)	749	PIK3CD	PIK3CD	NM_005026			PIK3CD			NA
Interval_13457	chr8	106536699	106537078	+	0	NA	intron (ZFPM2, intron 3 of 7)	-intron (ZFPM2, intron 3 of 7)	205741	ZFPM2	ZFPM2	NM_012082			ZFPM2			NA
Interval_7361	chr2	162849104	162849272	+	0	NA	exon (DPP4, exon 26 of 26)	-exon (DPP4, exon 26 of 26)	81864	DPP4	DPP4	NM_001935			DPP4			NA
Interval_7116	chr2	106412717	106412932	+	0	NA	intron (NCK2, intron 1 of 4)	-intron (NCK2, intron 1 of 3)	51304	NCK2	NCK2	NM_001004720			NCK2			NA
Interval_3779	chr13	68839492	68839717	+	0	NA	Intergenic	Intergenic	619853	LINC00550	LINC00550	NR_038878			LINC00550			NA
Interval_3691	chr13	48975701	48976000	+	0	NA	intron (RB1, intron 17 of 26)	-intron (RB1, intron 17 of 26)	42990	LPAR6	LPAR6	NM_005767			LPAR6			NA
Interval_1783	chr10	74050803	74051235	+	0	NA	Intergenic	Intergenic	17342	DDIT4	DDIT4	NM_019058			DDIT4			NA
Interval_4285	chr14	81244549	81244713	+	0	NA	intron (CEP128, intron 14 of 23)	-intron (CEP128, intron 14 of 23)	161253	CEP128	CEP128	NM_152446			CEP128			NA
Interval_10333	chr4	148257085	148257257	+	0	NA	Intergenic	Intergenic	-144898	EDNRA	EDNRA	NM_001256283			EDNRA			NA
Interval_2281	chr11	44579022	44579346	+	0	NA	Intergenic	Intergenic	-7957	CD82	CD82	NM_001024844			CD82			NA
Interval_4475	chr15	27104160	27104319	+	0	NA	Intergenic	Intergenic	-8034	GABRA5	GABRA5	NM_000810			GABRA5			NA
Interval_777	chr1	156736867	156737136	+	0	NA	promoter-TSS (PRCC)	-promoter-TSS (PRCC)	-273	PRCC	PRCC	NM_005973			PRCC			NA
Interval_13258	chr8	61705398	61705764	+	0	NA	intron (CHD7, intron 3 of 37)	-intron (CHD7, intron 3 of 37)	114257	CHD7	CHD7	NM_017780			CHD7			NA
Interval_7918	chr20	17663380	17663670	+	0	NA	promoter-TSS (RRBP1)	-promoter-TSS (RRBP1)	-597	RRBP1	RRBP1	NM_001042576			RRBP1			NA
Interval_6257	chr19	9900881	9901103	+	0	NA	Intergenic	Intergenic	-21582	ZNF846	ZNF846	NM_001077624			ZNF846			NA
Interval_7148	chr2	112917994	112918153	+	0	NA	intron (FBLN7, intron 2 of 7)	-intron (FBLN7, intron 2 of 6)	22111	FBLN7	FBLN7	NM_001128165			FBLN7			NA
Interval_1097	chr1	204328846	204329100	+	0	NA	promoter-TSS (PLEKHA6)	-promoter-TSS (PLEKHA6)	84	PLEKHA6	PLEKHA6	NM_014935			PLEKHA6			NA
Interval_13474	chr8	110356806	110357021	+	0	NA	exon (ENY2, exon 5 of 5)	-exon (ENY2, exon 5 of 5)	10361	ENY2	ENY2	NM_020189			ENY2			NA
Interval_6417	chr19	40042247	40042411	+	0	NA	Intergenic	Intergenic	-11491	EID2	EID2	NM_153232			EID2			NA
Interval_6640	chr2	26995687	26995958	+	0	NA	intron (SLC35F6, intron 1 of 5)	-intron (SLC35F6, intron 1 of 5)	8680	SLC35F6	SLC35F6	NM_017877			SLC35F6			NA
Interval_5913	chr18	9922029	9922188	+	0	NA	intron (VAPA, intron 1 of 5)	-intron (VAPA, intron 1 of 6)	8153	VAPA	VAPA	NM_003574			VAPA			NA
Interval_8697	chr3	15865470	15865646	+	0	NA	intron (ANKRD28, intron 1 of 27)	-intron (ANKRD28, intron 1 of 27)	35495	ANKRD28	ANKRD28	NM_015199			ANKRD28			NA
Interval_900	chr1	171853211	171853499	+	0	NA	intron (DNM3, intron 1 of 20)	-intron (DNM3, intron 1 of 19)	20023	DNM3-IT1	DNM3-IT1	NR_046845			DNM3-IT1			NA
Interval_13297	chr8	70335019	70335178	+	0	NA	Intergenic	Intergenic	25381	LINC01603	LINC01603	NR_110433			LINC01603			NA
Interval_11268	chr5	168963671	168963830	+	0	NA	Intergenic	Intergenic	-46888	SPDL1	SPDL1	NM_017785			SPDL1			NA
Interval_5467	chr17	21029253	21029499	+	0	NA	promoter-TSS (DHRS7B)	-promoter-TSS (DHRS7B)	-865	DHRS7B	DHRS7B	NM_015510			DHRS7B			NA
Interval_1768	chr10	73018072	73018258	+	0	NA	intron (UNC5B, intron 1 of 16)	-intron (UNC5B, intron 1 of 15)	-40180	UNC5B-AS1	UNC5B-AS1	NR_038453			UNC5B-AS1			NA
Interval_14166	chr9	126691476	126691768	+	0	NA	intron (DENND1A, intron 1 of 20)	-intron (DENND1A, intron 1 of 21)	795	DENND1A	DENND1A	NM_020946			DENND1A			NA
Interval_3618	chr13	41361444	41361603	+	0	NA	Intergenic	Intergenic	-2024	SLC25A15	SLC25A15	NM_014252			SLC25A15			NA
Interval_2927	chr12	25094504	25094756	+	0	NA	intron (BCAT1, intron 1 of 10)	-intron (BCAT1, intron 1 of 9)	7763	BCAT1	BCAT1	NM_005504			BCAT1			NA
Interval_3311	chr12	96839522	96839840	+	0	NA	Intergenic	Intergenic	-43668	CFAP54	CFAP54	NM_001306084			CFAP54			NA
Interval_3673	chr13	46756502	46756803	+	0	NA	promoter-TSS (LCP1)	-promoter-TSS (LCP1)	-193	LCP1	LCP1	NM_002298			LCP1			NA
Interval_13588	chr8	129400440	129400591	+	0	NA	Intergenic	Intergenic	176410	LINC00824	LINC00824	NR_121672			LINC00824			NA
Interval_1965	chr10	105313727	105313916	+	0	NA	intron (NEURL1, intron 1 of 5)	-intron (NEURL1, intron 1 of 5)	-36622	NEURL1-AS1	NEURL1-AS1	NR_120676			NEURL1-AS1			NA
Interval_9861	chr4	38244714	38244879	+	0	NA	Intergenic	Intergenic	280005	LINC01258	LINC01258	NR_110951			LINC01258			NA
Interval_8702	chr3	16355276	16355435	+	0	NA	Intergenic	Intergenic	48688	OXNAD1	OXNAD1	NM_138381			OXNAD1			NA
Interval_6342	chr19	19303867	19304215	+	0	NA	promoter-TSS (MEF2BNB)	-promoter-TSS (MEF2BNB)	-641	MEF2BNB-MEF2B	MEF2BNB-MEF2B	NM_005919			MEF2BNB-MEF2B			NA
Interval_8206	chr21	25237730	25237889	+	0	NA	Intergenic	Intergenic	455881	LOC101927869	LOC101927869	NR_109963			LOC101927869			NA
Interval_4030	chr14	35184188	35184374	+	0	NA	promoter-TSS (CFL2)	-promoter-TSS (CFL2)	-252	CFL2	CFL2	NM_138638			CFL2			NA
Interval_12095	chr6	137138023	137138196	+	0	NA	Intergenic	Intergenic	-5593	PEX7	PEX7	NM_000288			PEX7			NA
Interval_1970	chr10	105880984	105881143	+	0	NA	promoter-TSS (SFR1)	-promoter-TSS (SFR1)	-753	SFR1	SFR1	NM_145247			SFR1			NA
Interval_6148	chr18	60958197	60958356	+	0	NA	intron (BCL2, intron 2 of 2)	-intron (BCL2, intron 2 of 2)	28337	BCL2	BCL2	NM_000657			BCL2			NA
Interval_5264	chr16	77770311	77770470	+	0	NA	intron (NUDT7, intron 3 of 3)	-intron (NUDT7, intron 3 of 3)	14001	NUDT7	NUDT7	NM_001243661			NUDT7			NA
Interval_14004	chr9	97431571	97431966	+	0	NA	Intergenic	Intergenic	-29237	FBP1	FBP1	NM_001127628			FBP1			NA
Interval_8667	chr3	11292933	11293092	+	0	NA	intron (HRH1, intron 1 of 1)	-intron (HRH1, intron 1 of 1)	-20998	ATG7	ATG7	NM_006395			ATG7			NA
Interval_462	chr1	84849899	84850165	+	0	NA	intron (UOX, intron 2 of 8)	-intron (UOX, intron 2 of 8)	13544	UOX	UOX	NR_003927			UOX			NA
Interval_2155	chr11	10409607	10409766	+	0	NA	intron (CAND1.11, intron 2 of 3)	-intron (CAND1.11, intron 2 of 3)	-62182	AMPD3	AMPD3	NM_001172431			AMPD3			NA
Interval_13220	chr8	54089825	54089989	+	0	NA	Intergenic	Intergenic	74350	OPRK1	OPRK1	NM_001282904			OPRK1			NA
Interval_9491	chr3	167022244	167022403	+	0	NA	intron (ZBBX, intron 17 of 20)	-intron (ZBBX, intron 17 of 21)	75762	ZBBX	ZBBX	NM_001199201			ZBBX			NA
Interval_7209	chr2	129230755	129231100	+	0	NA	Intergenic	Intergenic	-154756	HS6ST1	HS6ST1	NM_004807			HS6ST1			NA
Interval_5976	chr18	22040452	22040675	+	0	NA	promoter-TSS (HRH4)	-promoter-TSS (HRH4)	-30	HRH4	HRH4	NM_021624			HRH4			NA
Interval_284	chr1	50638042	50638292	+	0	NA	intron (ELAVL4, intron 2 of 6)	-intron (ELAVL4, intron 2 of 6)	63575	ELAVL4	ELAVL4	NM_001144775			ELAVL4			NA
Interval_11536	chr6	26439934	26440277	+	0	NA	promoter-TSS (BTN3A3)	-promoter-TSS (BTN3A3)	-595	BTN3A3	BTN3A3	NM_197974			BTN3A3			NA
Interval_10756	chr5	67702843	67703056	+	0	NA	Intergenic	Intergenic	118697	PIK3R1	PIK3R1	NM_181523			PIK3R1			NA
Interval_11178	chr5	145582753	145583310	+	0	NA	promoter-TSS (RBM27)	-promoter-TSS (RBM27)	-132	RBM27	RBM27	NM_018989			RBM27			NA
Interval_11942	chr6	109263993	109264356	+	0	NA	intron (ARMC2, intron 12 of 17)	-intron (ARMC2, intron 11 of 16)	-18868	ARMC2-AS1	ARMC2-AS1	NR_104137			ARMC2-AS1			NA
Interval_7668	chr2	211053501	211053864	+	0	NA	exon (ACADL, exon 11 of 11)	-exon (ACADL, exon 11 of 11)	-17588	KANSL1L	KANSL1L	NM_001307976			KANSL1L			NA
Interval_10604	chr5	35979168	35979350	+	0	NA	intron (UGT3A1, intron 2 of 6)	-intron (UGT3A1, intron 3 of 5)	12276	UGT3A1	UGT3A1	NM_001171873			UGT3A1			NA
Interval_4646	chr15	57017108	57017365	+	0	NA	intron (ZNF280D, intron 1 of 21)	-intron (ZNF280D, intron 1 of 20)	9048	ZNF280D	ZNF280D	NM_001002844			ZNF280D			NA
Interval_6478	chr19	52772724	52773002	+	0	NA	promoter-TSS (ZNF766)	-promoter-TSS (ZNF766)	39	ZNF766	ZNF766	NM_001010851			ZNF766			NA
Interval_9717	chr4	2799611	2799918	+	0	NA	intron (SH3BP2, intron 1 of 12)	-intron (SH3BP2, intron 1 of 12)	-20777	SH3BP2	SH3BP2	NM_003023			SH3BP2			NA
Interval_1670	chr10	48427531	48427680	+	0	NA	intron (GDF10, intron 2 of 2)	-intron (GDF10, intron 2 of 2)	-10733	GDF2	GDF2	NM_016204			GDF2			NA
Interval_5413	chr17	8586805	8586964	+	0	NA	Intergenic	Intergenic	-52805	MYH10	MYH10	NM_005964			MYH10			NA
Interval_1013	chr1	196281243	196281410	+	0	NA	intron (KCNT2, intron 21 of 27)	-intron (KCNT2, intron 20 of 26)	270285	MIR4735	MIR4735	NR_039888			MIR4735			NA
Interval_2079	chr10	129131935	129132276	+	0	NA	intron (DOCK1, intron 29 of 51)	-intron (DOCK1, intron 29 of 51)	-137683	FAM196A	FAM196A	NM_001039762			FAM196A			NA
Interval_3441	chr12	121240514	121240798	+	0	NA	intron (SPPL3, intron 2 of 10)	-intron (SPPL3, intron 2 of 10)	77115	ACADS	ACADS	NM_000017			ACADS			NA
Interval_6899	chr2	65142337	65142905	+	0	NA	intron (LOC400958, intron 1 of 2)	-intron (LOC400958, intron 1 of 2)	16960	LOC400958	LOC400958	NR_036586			LOC400958			NA
Interval_463	chr1	84986995	84987189	+	0	NA	intron (SPATA1, intron 3 of 13)	-intron (SPATA1, intron 3 of 13)	-14830	GNG5	GNG5	NM_005274			GNG5			NA
Interval_5299	chr16	85088968	85089500	+	0	NA	intron (KIAA0513, intron 1 of 11)	-intron (KIAA0513, intron 1 of 11)	27877	KIAA0513	KIAA0513	NM_014732			KIAA0513			NA
Interval_11225	chr5	156623230	156623466	+	0	NA	intron (ITK, intron 1 of 16)	-intron (ITK, intron 1 of 16)	15441	ITK	ITK	NM_005546			ITK			NA
Interval_7298	chr2	145272827	145273004	+	0	NA	intron (ZEB2, intron 2 of 2)	-intron (ZEB2, intron 2 of 8)	-4266	ZEB2-AS1	ZEB2-AS1	NR_040248			ZEB2-AS1			NA
Interval_13942	chr9	84301239	84301525	+	0	NA	intron (TLE1, intron 2 of 19)	-intron (TLE1, intron 2 of 19)	3068	TLE1	TLE1	NM_005077			TLE1			NA
Interval_6879	chr2	62281212	62281371	+	0	NA	intron (COMMD1, intron 2 of 2)	-intron (COMMD1, intron 2 of 2)	-141971	B3GNT2	B3GNT2	NM_006577			B3GNT2			NA
Interval_14419	chrX	57620746	57620973	+	0	NA	exon (ZXDB, exon 1 of 1)	-exon (ZXDB, exon 1 of 1)	2590	ZXDB	ZXDB	NM_007157			ZXDB			NA
Interval_8543	chr22	40437016	40437250	+	0	NA	Intergenic	Intergenic	8797	LOC100130899	LOC100130899	NR_039988			LOC100130899			NA
Interval_3680	chr13	46950516	46950743	+	0	NA	intron (KIAA0226L, intron 2 of 14)	-intron (KIAA0226L, intron 2 of 14)	11006	KIAA0226L	KIAA0226L	NM_001286761			KIAA0226L			NA
Interval_13374	chr8	92057749	92057896	+	0	NA	Intergenic	Intergenic	-4619	TMEM55A	TMEM55A	NM_018710			TMEM55A			NA
Interval_1219	chr1	224811727	224811886	+	0	NA	intron (CNIH3, intron 1 of 5)	-intron (CNIH3, intron 1 of 5)	7627	CNIH3	CNIH3	NM_152495			CNIH3			NA
Interval_13508	chr8	119526877	119527036	+	0	NA	intron (SAMD12, intron 2 of 4)	-intron (SAMD12, intron 2 of 4)	-106284	SAMD12-AS1	SAMD12-AS1	NR_038210			SAMD12-AS1			NA
Interval_10771	chr5	71825666	71825836	+	0	NA	Intergenic	Intergenic	-22502	ZNF366	ZNF366	NM_152625			ZNF366			NA
Interval_13536	chr8	124108786	124108933	+	0	NA	intron (TBC1D31, intron 5 of 21)	-intron (TBC1D31, intron 5 of 19)	23939	TBC1D31	TBC1D31	NM_001145088			TBC1D31			NA
Interval_7277	chr2	137142014	137142252	+	0	NA	Intergenic	Intergenic	-266408	CXCR4	CXCR4	NM_003467			CXCR4			NA
Interval_6765	chr2	43653665	43653875	+	0	NA	intron (THADA, intron 26 of 35)	-intron (THADA, intron 28 of 37)	169415	THADA	THADA	NM_022065			THADA			NA
Interval_14315	chrX	17787952	17788101	+	0	NA	Intergenic	Intergenic	32457	SCML1	SCML1	NM_001037536			SCML1			NA
Interval_5243	chr16	73182189	73182398	+	0	NA	Intergenic	Intergenic	-3947	C16orf47	C16orf47	NM_207385			C16orf47			NA
Interval_13915	chr9	80526448	80526720	+	0	NA	intron (GNAQ, intron 2 of 6)	-intron (GNAQ, intron 2 of 6)	119781	GNAQ	GNAQ	NM_002072			GNAQ			NA
Interval_3732	chr13	51566345	51566536	+	0	NA	Intergenic	Intergenic	73853	GUCY1B2	GUCY1B2	NR_003923			GUCY1B2			NA
Interval_10303	chr4	141074611	141074863	+	0	NA	exon (MAML3, exon 1 of 6)	-exon (MAML3, exon 1 of 6)	496	MAML3	MAML3	NM_018717			MAML3			NA
Interval_12483	chr7	30952320	30952605	+	0	NA	intron (AQP1, intron 1 of 3)	-intron (AQP1, intron 1 of 3)	1047	AQP1	AQP1	NM_001185062			AQP1			NA
Interval_13365	chr8	87356452	87356808	+	0	NA	intron (WWP1, intron 1 of 24)	-intron (WWP1, intron 1 of 24)	1636	WWP1	WWP1	NM_007013			WWP1			NA
Interval_6351	chr19	20844436	20844617	+	0	NA	promoter-TSS (ZNF626)	-promoter-TSS (ZNF626)	-124	ZNF626	ZNF626	NM_001076675			ZNF626			NA
Interval_562	chr1	100747234	100747393	+	0	NA	TTS (MIR553)	-TTS (MIR553)	516	MIR553	MIR553	NR_030279			MIR553			NA
Interval_4102	chr14	53241675	53241905	+	0	NA	TTS (STYX)	-TTS (STYX)	16596	GNPNAT1	GNPNAT1	NM_198066			GNPNAT1			NA
Interval_9723	chr4	4335410	4335569	+	0	NA	Intergenic	Intergenic	43565	ZBTB49	ZBTB49	NM_145291			ZBTB49			NA
Interval_1370	chr1	247486633	247486861	+	0	NA	intron (ZNF496, intron 4 of 8)	-intron (ZNF496, intron 4 of 8)	8298	ZNF496	ZNF496	NM_032752			ZNF496			NA
Interval_6969	chr2	79404762	79404921	+	0	NA	Intergenic	Intergenic	-17962	REG3A	REG3A	NM_002580			REG3A			NA
Interval_5602	chr17	44896653	44896886	+	0	NA	promoter-TSS (WNT3)	-promoter-TSS (WNT3)	-643	WNT3	WNT3	NM_030753			WNT3			NA
Interval_957	chr1	183441050	183441422	+	0	NA	promoter-TSS (SMG7)	-promoter-TSS (SMG7)	-119	SMG7-AS1	SMG7-AS1	NR_040063			SMG7-AS1			NA
Interval_11845	chr6	88366466	88366650	+	0	NA	intron (ORC3, intron 14 of 19)	-intron (ORC3, intron 13 of 18)	45427	AKIRIN2	AKIRIN2	NM_018064			AKIRIN2			NA
Interval_370	chr1	64484283	64484586	+	0	NA	intron (ROR1, intron 2 of 8)	-intron (ROR1, intron 2 of 6)	93454	ROR1-AS1	ROR1-AS1	NR_110665			ROR1-AS1			NA
Interval_9420	chr3	150927498	150927759	+	0	NA	intron (MED12L, intron 14 of 42)	-intron (MED12L, intron 14 of 42)	-6640	GPR171	GPR171	NM_013308			GPR171			NA
Interval_10836	chr5	80836216	80836388	+	0	NA	intron (SSBP2, intron 4 of 16)	-intron (SSBP2, intron 4 of 16)	-146314	ACOT12	ACOT12	NM_130767			ACOT12			NA
Interval_6948	chr2	74206273	74206445	+	0	NA	intron (DGUOK-AS1, intron 1 of 1)	-intron (DGUOK-AS1, intron 1 of 1)	2207	DGUOK-AS1	DGUOK-AS1	NR_104030			DGUOK-AS1			NA
Interval_5253	chr16	75102299	75102446	+	0	NA	intron (ZNRF1, intron 1 of 4)	-intron (ZNRF1, intron 1 of 4)	48298	LDHD	LDHD	NM_153486			LDHD			NA
Interval_8066	chr20	43940842	43941001	+	0	NA	exon (RBPJL, exon 6 of 12)	-exon (RBPJL, exon 6 of 12)	-3984	MATN4	MATN4	NM_003833			MATN4			NA
Interval_11488	chr6	21883761	21884521	+	0	NA	intron (CASC15, intron 4 of 11)	-intron (CASC15, intron 4 of 11)	217466	CASC15	CASC15	NR_015410			CASC15			NA
Interval_2476	chr11	82756179	82756455	+	0	NA	intron (RAB30, intron 1 of 5)	-intron (RAB30, intron 1 of 4)	-3677	SNORA70E	SNORA70E	NR_033347			SNORA70E			NA
Interval_11515	chr6	25377874	25378186	+	0	NA	intron (LRRC16A, intron 2 of 36)	-intron (LRRC16A, intron 2 of 36)	98374	LRRC16A	LRRC16A	NM_001173977			LRRC16A			NA
Interval_7695	chr2	216869961	216870167	+	0	NA	intron (MREG, intron 1 of 4)	-intron (MREG, intron 1 of 4)	8282	MREG	MREG	NM_018000			MREG			NA
Interval_9749	chr4	9717541	9717780	+	0	NA	Intergenic	Intergenic	-65598	DRD5	DRD5	NM_000798			DRD5			NA
Interval_12928	chr7	144799604	144799830	+	0	NA	Intergenic	Intergenic	-266571	TPK1	TPK1	NM_022445			TPK1			NA
Interval_6583	chr2	12727117	12727373	+	0	NA	Intergenic	Intergenic	-129753	TRIB2	TRIB2	NM_021643			TRIB2			NA
Interval_7173	chr2	118888608	118888911	+	0	NA	Intergenic	Intergenic	42709	INSIG2	INSIG2	NM_016133			INSIG2			NA
Interval_9735	chr4	6781974	6782273	+	0	NA	Intergenic	Intergenic	-2336	KIAA0232	KIAA0232	NM_014743			KIAA0232			NA
Interval_8640	chr3	5233352	5233593	+	0	NA	intron (EDEM1, intron 1 of 11)	-intron (EDEM1, intron 1 of 11)	4113	EDEM1	EDEM1	NM_014674			EDEM1			NA
Interval_3679	chr13	46948504	46948663	+	0	NA	intron (KIAA0226L, intron 2 of 14)	-intron (KIAA0226L, intron 2 of 14)	13052	KIAA0226L	KIAA0226L	NM_001286761			KIAA0226L			NA
Interval_14298	chrX	10053365	10053624	+	0	NA	intron (WWC3, intron 5 of 22)	-intron (WWC3, intron 5 of 22)	69699	WWC3	WWC3	NM_015691			WWC3			NA
Interval_6697	chr2	36630851	36631189	+	0	NA	intron (CRIM1, intron 2 of 16)	-intron (CRIM1, intron 2 of 16)	47650	CRIM1	CRIM1	NM_016441			CRIM1			NA
Interval_4369	chr14	98148290	98148493	+	0	NA	intron (LOC100129345, intron 1 of 3)	-intron (LOC100129345, intron 1 of 3)	4604	LOC100129345	LOC100129345	NR_033943			LOC100129345			NA
Interval_3570	chr13	30114741	30114900	+	0	NA	intron (SLC7A1, intron 2 of 12)	-intron (SLC7A1, intron 2 of 12)	-52933	MTUS2-AS1	MTUS2-AS1	NR_046378			MTUS2-AS1			NA
Interval_7570	chr2	197505350	197505611	+	0	NA	intron (CCDC150, intron 1 of 27)	-intron (CCDC150, intron 1 of 27)	1124	CCDC150	CCDC150	NM_001080539			CCDC150			NA
Interval_8712	chr3	17130465	17130683	+	0	NA	intron (PLCL2, intron 5 of 5)	-intron (PLCL2, intron 7 of 7)	155886	MIR3714	MIR3714	NR_037465			MIR3714			NA
Interval_8421	chr22	24474544	24474703	+	0	NA	intron (CABIN1, intron 19 of 36)	-intron (CABIN1, intron 19 of 36)	66858	CABIN1	CABIN1	NM_012295			CABIN1			NA
Interval_383	chr1	67194794	67195143	+	0	NA	exon (SGIP1, exon 17 of 22)	-exon (SGIP1, exon 17 of 22)	-23172	TCTEX1D1	TCTEX1D1	NM_152665			TCTEX1D1			NA
Interval_12033	chr6	127881091	127881264	+	0	NA	Intergenic	Intergenic	-17142	C6orf58	C6orf58	NM_001010905			C6orf58			NA
Interval_4158	chr14	62785252	62785411	+	0	NA	Intergenic	Intergenic	-178640	LINC00644	LINC00644	NR_104063			LINC00644			NA
Interval_11603	chr6	35311727	35311981	+	0	NA	intron (PPARD, intron 1 of 6)	-intron (PPARD, intron 1 of 8)	1519	PPARD	PPARD	NM_001171820			PPARD			NA
Interval_14312	chrX	17054803	17055034	+	0	NA	intron (REPS2, intron 5 of 17)	-intron (REPS2, intron 5 of 17)	90104	REPS2	REPS2	NM_001080975			REPS2			NA
Interval_10460	chr4	177730798	177730957	+	0	NA	Intergenic	Intergenic	-16978	VEGFC	VEGFC	NM_005429			VEGFC			NA
Interval_3488	chr12	127027353	127027530	+	0	NA	Intergenic	Intergenic	100414	LOC100128554	LOC100128554	NR_130748			LOC100128554			NA
Interval_6457	chr19	47458781	47459119	+	0	NA	intron (ARHGAP35, intron 2 of 5)	-intron (ARHGAP35, intron 2 of 5)	37017	ARHGAP35	ARHGAP35	NM_004491			ARHGAP35			NA
Interval_1900	chr10	94635303	94635462	+	0	NA	intron (EXOC6, intron 1 of 21)	-intron (EXOC6, intron 1 of 21)	27157	EXOC6	EXOC6	NM_019053			EXOC6			NA
Interval_488	chr1	89760930	89761213	+	0	NA	Intergenic	Intergenic	-5026	LOC729930	LOC729930	NR_077244			LOC729930			NA
Interval_10274	chr4	133184918	133185283	+	0	NA	Intergenic	Intergenic	-327144	LINC01256	LINC01256	NR_126401			LINC01256			NA
Interval_3383	chr12	111218251	111218426	+	0	NA	Intergenic	Intergenic	-37555	PPP1CC	PPP1CC	NM_002710			PPP1CC			NA
Interval_9911	chr4	48469998	48470157	+	0	NA	Intergenic	Intergenic	-15283	SLC10A4	SLC10A4	NM_152679			SLC10A4			NA
Interval_9326	chr3	134480205	134480364	+	0	NA	Intergenic	Intergenic	-33815	EPHB1	EPHB1	NM_004441			EPHB1			NA
Interval_12775	chr7	114269851	114270063	+	0	NA	exon (FOXP2, exon 5 of 17)	-exon (FOXP2, exon 5 of 17)	-23443	MIR3666	MIR3666	NR_037439			MIR3666			NA
Interval_11313	chr5	177520486	177520722	+	0	NA	Intergenic	Intergenic	-19952	N4BP3	N4BP3	NM_015111			N4BP3			NA
Interval_3352	chr12	105585208	105585386	+	0	NA	intron (APPL2, intron 14 of 20)	-intron (APPL2, intron 14 of 20)	44711	APPL2	APPL2	NM_018171			APPL2			NA
Interval_366	chr1	64386155	64386379	+	0	NA	intron (ROR1, intron 1 of 8)	-intron (ROR1, intron 1 of 6)	146577	ROR1	ROR1	NM_005012			ROR1			NA
Interval_2823	chr12	7792923	7793185	+	0	NA	Intergenic	Intergenic	25445	APOBEC1	APOBEC1	NM_001304566			APOBEC1			NA
Interval_3361	chr12	107147516	107147800	+	0	NA	intron (RFX4, intron 17 of 17)	-intron (RFX4, intron 17 of 17)	-20741	RIC8B	RIC8B	NM_018157			RIC8B			NA
Interval_7784	chr2	234318438	234318659	+	0	NA	intron (DGKD, intron 3 of 29)	-intron (DGKD, intron 2 of 28)	55395	DGKD	DGKD	NM_003648			DGKD			NA
Interval_11100	chr5	133439248	133439534	+	0	NA	Intergenic	Intergenic	-11959	TCF7	TCF7	NM_213648			TCF7			NA
Interval_10330	chr4	147125926	147126245	+	0	NA	Intergenic	Intergenic	29250	LSM6	LSM6	NM_007080			LSM6			NA
Interval_7793	chr2	235201231	235201478	+	0	NA	Intergenic	Intergenic	204339	ARL4C	ARL4C	NM_005737			ARL4C			NA
Interval_10940	chr5	101931142	101931330	+	0	NA	intron (LINC00492, intron 1 of 1)	-intron (LINC00492, intron 1 of 1)	14164	LINC00492	LINC00492	NR_047462			LINC00492			NA
Interval_12848	chr7	133177089	133177257	+	0	NA	intron (EXOC4, intron 9 of 17)	-intron (EXOC4, intron 9 of 17)	201538	MIR6133	MIR6133	NR_106749			MIR6133			NA
Interval_10457	chr4	177240377	177240674	+	0	NA	promoter-TSS (SPCS3)	-promoter-TSS (SPCS3)	-565	SPCS3	SPCS3	NM_021928			SPCS3			NA
Interval_48	chr1	10571365	10571524	+	0	NA	intron (PEX14, intron 2 of 8)	-intron (PEX14, intron 2 of 8)	36441	PEX14	PEX14	NM_004565			PEX14			NA
Interval_13289	chr8	67579441	67579687	+	0	NA	promoter-TSS (C8orf44-SGK3)	-promoter-TSS (C8orf44-SGK3)	-112	VCPIP1	VCPIP1	NM_025054			VCPIP1			NA
Interval_3170	chr12	67188723	67188882	+	0	NA	Intergenic	Intergenic	-115877	GRIP1	GRIP1	NM_001178074			GRIP1			NA
Interval_2354	chr11	62245733	62245892	+	0	NA	intron (AHNAK, intron 5 of 5)	-intron (AHNAK, intron 5 of 5)	59305	SCGB1A1	SCGB1A1	NM_003357			SCGB1A1			NA
Interval_10510	chr5	3963807	3964099	+	0	NA	Intergenic	Intergenic	367785	IRX1	IRX1	NM_024337			IRX1			NA
Interval_834	chr1	160914290	160914449	+	0	NA	TTS (ITLN2)	-TTS (ITLN2)	10220	ITLN2	ITLN2	NM_080878			ITLN2			NA
Interval_10486	chr4	185884948	185885129	+	0	NA	Intergenic	Intergenic	-25444	MIR4455	MIR4455	NR_039660			MIR4455			NA
Interval_206	chr1	34304210	34304375	+	0	NA	intron (CSMD2, intron 6 of 69)	-intron (CSMD2, intron 6 of 70)	-25388	HMGB4	HMGB4	NM_145205			HMGB4			NA
Interval_5378	chr17	4238535	4238859	+	0	NA	intron (UBE2G1, intron 1 of 5)	-intron (UBE2G1, intron 1 of 5)	31272	UBE2G1	UBE2G1	NM_003342			UBE2G1			NA
Interval_7886	chr20	9249133	9249292	+	0	NA	intron (PLCB4, intron 1 of 35)	-intron (PLCB4, intron 2 of 37)	51175	PLCB4	PLCB4	NM_000933			PLCB4			NA
