PeakID (cmd=annotatePeaks.pl ENCAB606JHO.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_10460	chr22	42840672	42841041	+	0	NA	Intergenic	Intergenic	-12455	NFAM1	NFAM1	NM_145912			NFAM1			NA
Interval_611	chr1	45180716	45181050	+	0	NA	intron (C1orf228, intron 6 of 11)	-intron (C1orf228, intron 6 of 11)	-24607	KIF2C	KIF2C	NM_006845			KIF2C			NA
Interval_1951	chr10	6885512	6885872	+	0	NA	TTS (LINC00707)	-TTS (LINC00707)	64132	LINC00707	LINC00707	NR_038291			LINC00707			NA
Interval_9356	chr2	196999179	196999432	+	0	NA	exon (STK17B, exon 8 of 8)	-exon (STK17B, exon 8 of 8)	37031	STK17B	STK17B	NM_004226			STK17B			NA
Interval_2315	chr10	79696871	79697215	+	0	NA	Intergenic	Intergenic	10473	DLG5-AS1	DLG5-AS1	NR_024585			DLG5-AS1			NA
Interval_14875	chr7	154795640	154795910	+	0	NA	exon (PAXIP1-AS1, exon 1 of 1)	-exon (PAXIP1-AS1, exon 1 of 1)	632	PAXIP1-AS1	PAXIP1-AS1	NR_028090			PAXIP1-AS1			NA
Interval_9558	chr2	242447996	242448273	+	0	NA	promoter-TSS (STK25)	-promoter-TSS (STK25)	-24	STK25	STK25	NM_001282305			STK25			NA
Interval_6257	chr17	8125555	8127116	+	0	NA	exon (LINC00324, exon 2 of 3)	-exon (LINC00324, exon 2 of 3)	1026	LINC00324	LINC00324	NR_026951			LINC00324			NA
Interval_8437	chr19	59083936	59085014	+	0	NA	exon (MZF1, exon 1 of 6)	-exon (MZF1, exon 1 of 6)	467	MZF1	MZF1	NM_003422			MZF1			NA
Interval_12249	chr5	74991487	74992091	+	0	NA	intron (POC5, intron 4 of 10)	-intron (POC5, intron 5 of 11)	16491	POC5	POC5	NM_001099271			POC5			NA
Interval_503	chr1	36851571	36852522	+	0	NA	promoter-TSS (STK40)	-promoter-TSS (STK40)	-518	STK40	STK40	NM_001282547			STK40			NA
Interval_2337	chr10	81963033	81963318	+	0	NA	intron (ANXA11, intron 1 of 16)	-intron (ANXA11, intron 1 of 14)	2153	ANXA11	ANXA11	NM_001278407			ANXA11			NA
Interval_1211	chr1	154974475	154975010	+	0	NA	promoter-TSS (ZBTB7B)	-promoter-TSS (ZBTB7B)	-364	ZBTB7B	ZBTB7B	NM_001252406			ZBTB7B			NA
Interval_804	chr1	76251454	76252967	+	0	NA	promoter-TSS (SNORD45C)	-promoter-TSS (SNORD45C)	331	RABGGTB	RABGGTB	NM_004582			RABGGTB			NA
Interval_15901	chr9	130555765	130556240	+	0	NA	Intergenic	Intergenic	7697	CDK9	CDK9	NM_001261			CDK9			NA
Interval_12598	chr5	150512284	150512589	+	0	NA	intron (ANXA6, intron 8 of 24)	-intron (ANXA6, intron 9 of 25)	8780	ANXA6	ANXA6	NM_001155			ANXA6			NA
Interval_8655	chr2	43154834	43155244	+	0	NA	Intergenic	Intergenic	111643	LOC102723854	LOC102723854	NR_110585			LOC102723854			NA
Interval_16279	chrX	67718207	67719194	+	0	NA	promoter-TSS (YIPF6)	-promoter-TSS (YIPF6)	76	YIPF6	YIPF6	NM_173834			YIPF6			NA
Interval_16266	chrX	65219208	65219833	+	0	NA	Intergenic	Intergenic	-19192	MIR223	MIR223	NR_029637			MIR223			NA
Interval_1430	chr1	174967805	174968934	+	0	NA	promoter-TSS (CACYBP)	-promoter-TSS (CACYBP)	-523	CACYBP	CACYBP	NM_014412			CACYBP			NA
Interval_3253	chr11	85913311	85914404	+	0	NA	Intergenic	Intergenic	-41569	EED	EED	NM_003797			EED			NA
Interval_182	chr1	16499607	16500026	+	0	NA	Intergenic	Intergenic	-17234	EPHA2	EPHA2	NM_004431			EPHA2			NA
Interval_9821	chr20	44539351	44539724	+	0	NA	promoter-TSS (PLTP)	-promoter-TSS (PLTP)	1466	PLTP	PLTP	NM_001242920			PLTP			NA
Interval_11786	chr4	110046351	110046684	+	0	NA	intron (COL25A1, intron 3 of 35)	-intron (COL25A1, intron 2 of 31)	177006	COL25A1	COL25A1	NR_045756			COL25A1			NA
Interval_10270	chr22	23566018	23566506	+	0	NA	intron (BCR, intron 1 of 21)	-intron (BCR, intron 1 of 22)	-38692	FBXW4P1	FBXW4P1	NR_033408			FBXW4P1			NA
Interval_2630	chr11	3855984	3856589	+	0	NA	intron (RHOG, intron 1 of 1)	-intron (RHOG, intron 1 of 1)	5927	RHOG	RHOG	NM_001665			RHOG			NA
Interval_1941	chr10	5939989	5940453	+	0	NA	intron (FBXO18, intron 2 of 21)	-intron (FBXO18, intron 1 of 21)	8055	FBXO18	FBXO18	NM_001258452			FBXO18			NA
Interval_10577	chr3	11330723	11331125	+	0	NA	intron (ATG7, intron 1 of 18)	-intron (ATG7, intron 1 of 17)	16914	ATG7	ATG7	NM_006395			ATG7			NA
Interval_7613	chr19	14528612	14529258	+	0	NA	intron (DDX39A, intron 1 of 9)	-intron (DDX39A, intron 1 of 10)	1260	DDX39A	DDX39A	NR_046366			DDX39A			NA
Interval_14522	chr7	102036391	102037169	+	0	NA	promoter-TSS (PRKRIP1)	-promoter-TSS (PRKRIP1)	-24	PRKRIP1	PRKRIP1	NM_024653			PRKRIP1			NA
Interval_11542	chr4	38232754	38233156	+	0	NA	Intergenic	Intergenic	270899	PTTG2	PTTG2	NM_006607			PTTG2			NA
Interval_4403	chr13	29329336	29329770	+	0	NA	Intergenic	Intergenic	-36403	SLC46A3	SLC46A3	NM_181785			SLC46A3			NA
Interval_6035	chr16	75656689	75657546	+	0	NA	intron (ADAT1, intron 1 of 10)	-intron (ADAT1, intron 1 of 10)	104	ADAT1	ADAT1	NM_012091			ADAT1			NA
Interval_14686	chr7	128694683	128695586	+	0	NA	promoter-TSS (TNPO3)	-promoter-TSS (TNPO3)	93	TNPO3	TNPO3	NM_001191028			TNPO3			NA
Interval_5532	chr16	1821942	1822256	+	0	NA	promoter-TSS (NME3)	-promoter-TSS (NME3)	-389	NME3	NME3	NM_002513			NME3			NA
Interval_13042	chr6	27144500	27145382	+	0	NA	Intergenic	Intergenic	29536	MIR3143	MIR3143	NR_036096			MIR3143			NA
Interval_15760	chr9	100936979	100937224	+	0	NA	intron (CORO2A, intron 1 of 11)	-intron (CORO2A, intron 1 of 11)	17855	CORO2A	CORO2A	NM_052820			CORO2A			NA
Interval_13122	chr6	28704909	28705342	+	0	NA	Intergenic	Intergenic	126329	LOC401242	LOC401242	NR_033379_4			LOC401242			NA
Interval_3719	chr12	50000572	50000855	+	0	NA	Intergenic	Intergenic	-1303	FAM186B	FAM186B	NM_032130			FAM186B			NA
Interval_7243	chr19	597415	597871	+	0	NA	intron (HCN2, intron 1 of 7)	-intron (HCN2, intron 1 of 7)	7750	HCN2	HCN2	NM_001194			HCN2			NA
Interval_13194	chr6	30923246	30923522	+	0	NA	Intergenic	Intergenic	14607	DPCR1	DPCR1	NM_080870_4			DPCR1			NA
Interval_2935	chr11	62185569	62185887	+	0	NA	promoter-TSS (SCGB1A1)	-promoter-TSS (SCGB1A1)	-779	SCGB1A1	SCGB1A1	NM_003357			SCGB1A1			NA
Interval_5111	chr15	43725934	43726329	+	0	NA	intron (TP53BP1, intron 16 of 27)	-intron (TP53BP1, intron 16 of 27)	50843	RNU6-28P	RNU6-28P	NR_046489			RNU6-28P			NA
Interval_9988	chr20	62490169	62490625	+	0	NA	Intergenic	Intergenic	-2169	ABHD16B	ABHD16B	NM_080622			ABHD16B			NA
Interval_15902	chr9	130557608	130558046	+	0	NA	Intergenic	Intergenic	-7310	FPGS	FPGS	NM_001288803			FPGS			NA
Interval_7302	chr19	1897387	1897884	+	0	NA	Intergenic	Intergenic	-7736	ADAT3	ADAT3	NM_138422			ADAT3			NA
Interval_372	chr1	28593627	28593997	+	0	NA	intron (SESN2, intron 1 of 9)	-intron (SESN2, intron 1 of 9)	7849	SESN2	SESN2	NM_031459			SESN2			NA
Interval_6601	chr17	41561098	41561704	+	0	NA	exon (DHX8, exon 1 of 23)	-exon (DHX8, exon 1 of 23)	116	DHX8	DHX8	NM_001302623			DHX8			NA
Interval_374	chr1	28678020	28678579	+	0	NA	Intergenic	Intergenic	22786	MED18	MED18	NM_017638			MED18			NA
Interval_10440	chr22	40859302	40859803	+	0	NA	promoter-TSS (MKL1)	-promoter-TSS (MKL1)	-58252	LOC101927257	LOC101927257	NR_109965			LOC101927257			NA
Interval_10359	chr22	36649073	36649354	+	0	NA	promoter-TSS (APOL1)	-promoter-TSS (APOL1)	96	APOL1	APOL1	NM_003661			APOL1			NA
Interval_3557	chr12	12509672	12510221	+	0	NA	promoter-TSS (LOH12CR1)	-promoter-TSS (LOH12CR1)	55	LOH12CR2	LOH12CR2	NR_024061			LOH12CR2			NA
Interval_8337	chr19	55553180	55553733	+	0	NA	Intergenic	Intergenic	-3824	GP6	GP6	NM_001083899			GP6			NA
Interval_4512	chr13	81914025	81914551	+	0	NA	Intergenic	Intergenic	-113170	LINC00564	LINC00564	NR_047494			LINC00564			NA
Interval_12915	chr6	17600192	17600579	+	0	NA	promoter-TSS (FAM8A1)	-promoter-TSS (FAM8A1)	-133	FAM8A1	FAM8A1	NM_016255			FAM8A1			NA
Interval_12223	chr5	68530391	68530931	+	0	NA	promoter-TSS (CDK7)	-promoter-TSS (CDK7)	39	CDK7	CDK7	NM_001799			CDK7			NA
Interval_16521	chrX	153979686	153980050	+	0	NA	promoter-TSS (GAB3)	-promoter-TSS (GAB3)	-10	GAB3	GAB3	NR_104114			GAB3			NA
Interval_8937	chr2	98280689	98280974	+	0	NA	promoter-TSS (ACTR1B)	-promoter-TSS (ACTR1B)	-270	ACTR1B	ACTR1B	NM_005735			ACTR1B			NA
Interval_15671	chr9	86536472	86536706	+	0	NA	promoter-TSS (KIF27)	-promoter-TSS (KIF27)	-209	KIF27	KIF27	NM_001271928			KIF27			NA
Interval_11634	chr4	71858783	71859218	+	0	NA	promoter-TSS (DCK)	-promoter-TSS (DCK)	-265	DCK	DCK	NM_000788			DCK			NA
Interval_2389	chr10	94831877	94832133	+	0	NA	Intergenic	Intergenic	-1227	CYP26A1	CYP26A1	NM_057157			CYP26A1			NA
Interval_4846	chr14	70690155	70690694	+	0	NA	Intergenic	Intergenic	24094	ADAM21P1	ADAM21P1	NR_003951			ADAM21P1			NA
Interval_5007	chr14	105536220	105536602	+	0	NA	Intergenic	Intergenic	-4524	GPR132	GPR132	NM_013345			GPR132			NA
Interval_2104	chr10	35680290	35680863	+	0	NA	intron (CCNY, intron 1 of 8)	-intron (CCNY, intron 1 of 8)	144667	CCNY	CCNY	NM_001282853			CCNY			NA
Interval_11330	chr3	186656350	186656795	+	0	NA	intron (ST6GAL1, intron 1 of 6)	-intron (ST6GAL1, intron 1 of 7)	8257	ST6GAL1	ST6GAL1	NM_173216			ST6GAL1			NA
Interval_10028	chr21	21022410	21022776	+	0	NA	Intergenic	Intergenic	-890463	LOC101927797	LOC101927797	NR_109925			LOC101927797			NA
Interval_7324	chr19	2819639	2819954	+	0	NA	promoter-TSS (ZNF554)	-promoter-TSS (ZNF554)	-76	ZNF554	ZNF554	NM_001102651			ZNF554			NA
Interval_6981	chr17	78388911	78389312	+	0	NA	promoter-TSS (LOC100294362)	-promoter-TSS (LOC100294362)	-143	LOC100294362	LOC100294362	NR_029376			LOC100294362			NA
Interval_9963	chr20	60710828	60711277	+	0	NA	TTS (PSMA7)	-TTS (PSMA7)	7462	PSMA7	PSMA7	NM_002792			PSMA7			NA
Interval_14949	chr8	11720039	11720428	+	0	NA	intron (CTSB, intron 1 of 10)	-intron (CTSB, intron 1 of 9)	5413	CTSB	CTSB	NM_147781			CTSB			NA
Interval_14204	chr7	43098898	43099149	+	0	NA	Intergenic	Intergenic	-53175	HECW1	HECW1	NM_015052			HECW1			NA
Interval_333	chr1	27018741	27019149	+	0	NA	Intergenic	Intergenic	-3577	ARID1A	ARID1A	NM_139135			ARID1A			NA
Interval_9340	chr2	192564077	192564420	+	0	NA	intron (LOC105747689, intron 2 of 2)	-intron (LOC105747689, intron 2 of 2)	9341	LOC105747689	LOC105747689	NR_131917			LOC105747689			NA
Interval_9460	chr2	219271905	219272367	+	0	NA	Intergenic	Intergenic	4767	MIR26B	MIR26B	NR_029500			MIR26B			NA
Interval_15684	chr9	90357739	90357986	+	0	NA	Intergenic	Intergenic	16888	CTSL	CTSL	NM_001912			CTSL			NA
Interval_910	chr1	108732962	108733328	+	0	NA	intron (SLC25A24, intron 1 of 9)	-intron (SLC25A24, intron 1 of 9)	2286	SLC25A24	SLC25A24	NM_013386			SLC25A24			NA
Interval_8248	chr19	51869772	51870197	+	0	NA	promoter-TSS (ETFB)	-promoter-TSS (ETFB)	-312	ETFB	ETFB	NM_001985			ETFB			NA
Interval_13790	chr6	144263285	144263647	+	0	NA	exon (PLAGL1, exon 8 of 8)	-exon (PLAGL1, exon 8 of 8)	66075	PLAGL1	PLAGL1	NM_001289043			PLAGL1			NA
Interval_16282	chrX	69388701	69389043	+	0	NA	Intergenic	Intergenic	-8461	DGAT2L6	DGAT2L6	NM_198512			DGAT2L6			NA
Interval_13056	chr6	27470241	27470804	+	0	NA	Intergenic	Intergenic	-29625	ZNF184	ZNF184	NM_007149			ZNF184			NA
Interval_11872	chr4	140216832	140217142	+	0	NA	exon (NDUFC1, exon 3 of 6)	-exon (NDUFC1, exon 3 of 6)	5401	NDUFC1	NDUFC1	NM_001184990			NDUFC1			NA
Interval_14718	chr7	130983086	130983671	+	0	NA	intron (MKLN1, intron 2 of 18)	-intron (MKLN1, intron 2 of 18)	29160	MKLN1-AS	MKLN1-AS	NR_125364			MKLN1-AS			NA
Interval_13837	chr6	150284537	150284935	+	0	NA	promoter-TSS (ULBP1)	-promoter-TSS (ULBP1)	-407	ULBP1	ULBP1	NM_025218			ULBP1			NA
Interval_6193	chr17	4004421	4004805	+	0	NA	intron (ZZEF1, intron 9 of 54)	-intron (ZZEF1, intron 9 of 54)	41640	ZZEF1	ZZEF1	NM_015113			ZZEF1			NA
Interval_8842	chr2	74692370	74692829	+	0	NA	promoter-TSS (MOGS)	-promoter-TSS (MOGS)	-62	MOGS	MOGS	NM_001146158			MOGS			NA
Interval_4631	chr14	23187009	23187293	+	0	NA	Intergenic	Intergenic	-48580	OXA1L	OXA1L	NM_005015			OXA1L			NA
Interval_6241	chr17	7589164	7591095	+	0	NA	promoter-TSS (WRAP53)	-promoter-TSS (WRAP53)	739	TP53	TP53	NM_001126113			TP53			NA
Interval_13236	chr6	31939562	31940424	+	0	NA	promoter-TSS (DXO)	-promoter-TSS (DXO)	39	DXO	DXO	NM_005510_5			DXO			NA
Interval_7183	chr18	47807499	47808070	+	0	NA	TTS (CXXC1)	-TTS (CXXC1)	360	MBD1	MBD1	NM_001204143			MBD1			NA
Interval_2822	chr11	45855895	45856258	+	0	NA	Intergenic	Intergenic	-12881	CRY2	CRY2	NM_021117			CRY2			NA
Interval_6342	chr17	25391811	25392110	+	0	NA	Intergenic	Intergenic	229062	MIR4522	MIR4522	NR_039748			MIR4522			NA
Interval_1593	chr1	205600193	205600580	+	0	NA	intron (ELK4, intron 1 of 2)	-intron (ELK4, intron 1 of 4)	1614	ELK4	ELK4	NM_001973			ELK4			NA
Interval_10113	chr21	38639553	38640312	+	0	NA	promoter-TSS (DSCR3)	-promoter-TSS (DSCR3)	-99	DSCR3	DSCR3	NM_006052			DSCR3			NA
Interval_11078	chr3	136537475	136537720	+	0	NA	promoter-TSS (SLC35G2)	-promoter-TSS (SLC35G2)	-264	SLC35G2	SLC35G2	NM_001097600			SLC35G2			NA
Interval_3205	chr11	77531909	77532445	+	0	NA	promoter-TSS (RSF1)	-promoter-TSS (RSF1)	-31	AAMDC	AAMDC	NM_024684			AAMDC			NA
Interval_4753	chr14	51422236	51422551	+	0	NA	Intergenic	Intergenic	-11145	PYGL	PYGL	NM_002863			PYGL			NA
Interval_10831	chr3	51533298	51533694	+	0	NA	intron (VPRBP, intron 1 of 24)	-intron (VPRBP, intron 1 of 23)	522	VPRBP	VPRBP	NM_014703			VPRBP			NA
Interval_5210	chr15	59396849	59397463	+	0	NA	promoter-TSS (CCNB2)	-promoter-TSS (CCNB2)	-128	CCNB2	CCNB2	NM_004701			CCNB2			NA
Interval_4238	chr12	121124274	121124925	+	0	NA	promoter-TSS (MLEC)	-promoter-TSS (MLEC)	-328	MLEC	MLEC	NM_001303628			MLEC			NA
Interval_6259	chr17	8150353	8150649	+	0	NA	intron (CTC1, intron 1 of 21)	-intron (CTC1, intron 1 of 22)	912	CTC1	CTC1	NM_025099			CTC1			NA
Interval_8510	chr2	17935108	17935670	+	0	NA	promoter-TSS (GEN1)	-promoter-TSS (GEN1)	212	GEN1	GEN1	NM_001130009			GEN1			NA
Interval_6324	chr17	19015110	19016218	+	0	NA	Intergenic	Intergenic	-15118	GRAPL	GRAPL	NM_001129778			GRAPL			NA
Interval_15511	chr9	4662096	4662464	+	0	NA	promoter-TSS (PPAPDC2)	-promoter-TSS (PPAPDC2)	-14	PPAPDC2	PPAPDC2	NM_203453			PPAPDC2			NA
Interval_4404	chr13	30030461	30030834	+	0	NA	intron (MTUS2, intron 2 of 8)	-intron (MTUS2, intron 7 of 13)	27870	MTUS2	MTUS2	NM_001033602			MTUS2			NA
Interval_15135	chr8	62672635	62673045	+	0	NA	Intergenic	Intergenic	45493	MIR4470	MIR4470	NR_039680			MIR4470			NA
Interval_482	chr1	35648565	35649039	+	0	NA	TTS (SFPQ)	-TTS (SFPQ)	9941	SFPQ	SFPQ	NM_005066			SFPQ			NA
Interval_15878	chr9	127624148	127624563	+	0	NA	promoter-TSS (RPL35)	-promoter-TSS (RPL35)	-115	RPL35	RPL35	NM_007209			RPL35			NA
Interval_11314	chr3	185270160	185270546	+	0	NA	promoter-TSS (LIPH)	-promoter-TSS (LIPH)	16	LIPH	LIPH	NM_139248			LIPH			NA
Interval_5466	chr15	93352547	93353230	+	0	NA	Intergenic	Intergenic	14174	ASB9P1	ASB9P1	NR_033769			ASB9P1			NA
Interval_14038	chr7	8343321	8343967	+	0	NA	intron (LOC100505938, intron 3 of 5)	-intron (LOC100505938, intron 3 of 5)	41789	LOC100505938	LOC100505938	NR_125740			LOC100505938			NA
Interval_12425	chr5	126408980	126409448	+	0	NA	promoter-TSS (C5orf63)	-promoter-TSS (C5orf63)	-30	C5orf63	C5orf63	NM_001164478			C5orf63			NA
Interval_3217	chr11	82476572	82476947	+	0	NA	Intergenic	Intergenic	-31853	FAM181B	FAM181B	NM_175885			FAM181B			NA
Interval_2864	chr11	57004672	57005114	+	0	NA	promoter-TSS (APLNR)	-promoter-TSS (APLNR)	34	APLNR	APLNR	NM_005161			APLNR			NA
Interval_10949	chr3	101360201	101360674	+	0	NA	Intergenic	Intergenic	-34837	ZBTB11-AS1	ZBTB11-AS1	NR_024407			ZBTB11-AS1			NA
Interval_1769	chr1	231663964	231664646	+	0	NA	promoter-TSS (TSNAX)	-promoter-TSS (TSNAX)	-94	TSNAX-DISC1	TSNAX-DISC1	NR_028393			TSNAX-DISC1			NA
Interval_527	chr1	39339104	39339412	+	0	NA	promoter-TSS (MYCBP)	-promoter-TSS (MYCBP)	-208	MYCBP	MYCBP	NM_012333			MYCBP			NA
Interval_11938	chr4	163663583	163663974	+	0	NA	Intergenic	Intergenic	351002	MIR4454	MIR4454	NR_039659_3			MIR4454			NA
Interval_16493	chrX	151345593	151345909	+	0	NA	intron (GABRA3, intron 9 of 9)	-intron (GABRA3, intron 9 of 9)	-38701	MAGEA10	MAGEA10	NM_001011543			MAGEA10			NA
Interval_13700	chr6	130069594	130069845	+	0	NA	Intergenic	Intergenic	-38349	ARHGAP18	ARHGAP18	NM_033515			ARHGAP18			NA
Interval_4207	chr12	118434260	118434592	+	0	NA	Intergenic	Intergenic	-20080	RFC5	RFC5	NM_007370			RFC5			NA
Interval_6648	chr17	43929836	43930267	+	0	NA	intron (MAPT-AS1, intron 1 of 1)	-intron (MAPT-AS1, intron 1 of 1)	7795	SPPL2C	SPPL2C	NM_175882_1			SPPL2C			NA
Interval_2117	chr10	43142250	43142790	+	0	NA	Intergenic	Intergenic	-8235	ZNF33B	ZNF33B	NM_001305033			ZNF33B			NA
Interval_12552	chr5	142005794	142006109	+	0	NA	intron (FGF1, intron 1 of 3)	-intron (FGF1, intron 1 of 3)	-12225	FGF1	FGF1	NM_001144935			FGF1			NA
Interval_12181	chr5	56469646	56470038	+	0	NA	promoter-TSS (GPBP1)	-promoter-TSS (GPBP1)	67	GPBP1	GPBP1	NM_022913			GPBP1			NA
Interval_10785	chr3	47892043	47892800	+	0	NA	TTS (DHX30)	-TTS (DHX30)	1376	MIR1226	MIR1226	NR_031595			MIR1226			NA
Interval_9278	chr2	178257152	178257443	+	0	NA	promoter-TSS (AGPS)	-promoter-TSS (AGPS)	122	LOC100130691	LOC100130691	NR_026966			LOC100130691			NA
Interval_13466	chr6	51089357	51089585	+	0	NA	Intergenic	Intergenic	303032	TFAP2B	TFAP2B	NM_003221			TFAP2B			NA
Interval_11286	chr3	183005394	183005763	+	0	NA	intron (MCF2L2, intron 14 of 29)	-intron (MCF2L2, intron 14 of 29)	34546	B3GNT5	B3GNT5	NM_032047			B3GNT5			NA
Interval_15693	chr9	93577653	93578047	+	0	NA	intron (SYK, intron 1 of 12)	-intron (SYK, intron 1 of 12)	13888	SYK	SYK	NM_001174168			SYK			NA
Interval_15854	chr9	125026494	125027995	+	0	NA	promoter-TSS (RBM18)	-promoter-TSS (RBM18)	-101	RBM18	RBM18	NM_033117			RBM18			NA
Interval_12292	chr5	82653819	82654146	+	0	NA	Intergenic	Intergenic	-113511	VCAN	VCAN	NM_001126336			VCAN			NA
Interval_10223	chr22	21094643	21094906	+	0	NA	intron (PI4KA, intron 32 of 54)	-intron (PI4KA, intron 32 of 54)	-33609	SERPIND1	SERPIND1	NM_000185			SERPIND1			NA
Interval_5143	chr15	45875889	45876212	+	0	NA	Intergenic	Intergenic	-3367	BLOC1S6	BLOC1S6	NM_012388			BLOC1S6			NA
Interval_117	chr1	11322621	11322997	+	0	NA	promoter-TSS (MTOR)	-promoter-TSS (MTOR)	-201	MTOR	MTOR	NM_004958			MTOR			NA
Interval_14027	chr7	6769062	6769591	+	0	NA	Intergenic	Intergenic	-5610	PMS2CL	PMS2CL	NR_002217			PMS2CL			NA
Interval_3807	chr12	54745788	54746238	+	0	NA	TTS (COPZ1)	-TTS (COPZ1)	12257	GPR84	GPR84	NM_020370			GPR84			NA
Interval_13341	chr6	37225347	37226476	+	0	NA	promoter-TSS (TMEM217)	-promoter-TSS (TMEM217)	20	TMEM217	TMEM217	NR_104442			TMEM217			NA
Interval_2701	chr11	12886306	12886561	+	0	NA	exon (TEAD1, exon 5 of 13)	-exon (TEAD1, exon 5 of 13)	124662	LINC00958	LINC00958	NR_038904			LINC00958			NA
Interval_1612	chr1	207207570	207207903	+	0	NA	Intergenic	Intergenic	-1635	C1orf116	C1orf116	NM_001083924			C1orf116			NA
Interval_7092	chr18	9013938	9014279	+	0	NA	Intergenic	Intergenic	-88520	NDUFV2	NDUFV2	NM_021074			NDUFV2			NA
Interval_6771	chr17	56595092	56596029	+	0	NA	promoter-TSS (MTMR4)	-promoter-TSS (MTMR4)	-309	MTMR4	MTMR4	NM_004687			MTMR4			NA
Interval_1452	chr1	180026697	180027325	+	0	NA	intron (CEP350, intron 25 of 37)	-intron (CEP350, intron 25 of 37)	-96957	QSOX1	QSOX1	NM_001004128			QSOX1			NA
Interval_3561	chr12	12808851	12809181	+	0	NA	Intergenic	Intergenic	40105	GPR19	GPR19	NM_006143			GPR19			NA
Interval_3986	chr12	80543458	80543857	+	0	NA	Intergenic	Intergenic	-59576	OTOGL	OTOGL	NM_173591			OTOGL			NA
Interval_12901	chr6	16031477	16031975	+	0	NA	Intergenic	Intergenic	-97591	MYLIP	MYLIP	NM_013262			MYLIP			NA
Interval_616	chr1	45240702	45241481	+	0	NA	promoter-TSS (RPS8)	-promoter-TSS (RPS8)	-155	RPS8	RPS8	NM_001012			RPS8			NA
Interval_5153	chr15	49338609	49338932	+	0	NA	promoter-TSS (SECISBP2L)	-promoter-TSS (SECISBP2L)	-10	SECISBP2L	SECISBP2L	NM_014701			SECISBP2L			NA
Interval_10283	chr22	25799709	25799957	+	0	NA	Intergenic	Intergenic	-41309	LRP5L	LRP5L	NM_001135772			LRP5L			NA
Interval_6670	chr17	45726125	45726665	+	0	NA	promoter-TSS (KPNB1)	-promoter-TSS (KPNB1)	-809	KPNB1	KPNB1	NM_002265			KPNB1			NA
Interval_11103	chr3	141681542	141681804	+	0	NA	intron (TFDP2, intron 8 of 10)	-intron (TFDP2, intron 11 of 13)	65834	TFDP2	TFDP2	NM_001178138			TFDP2			NA
Interval_3531	chr12	7505485	7506011	+	0	NA	Intergenic	Intergenic	48820	ACSM4	ACSM4	NM_001080454			ACSM4			NA
Interval_4505	chr13	76111837	76112508	+	0	NA	promoter-TSS (COMMD6)	-promoter-TSS (COMMD6)	-164	COMMD6	COMMD6	NM_001287394			COMMD6			NA
Interval_5590	chr16	4465524	4465937	+	0	NA	intron (CORO7, intron 1 of 27)	-intron (CORO7, intron 1 of 27)	1232	CORO7	CORO7	NM_024535			CORO7			NA
Interval_5709	chr16	22347964	22348299	+	0	NA	Intergenic	Intergenic	37807	CDR2	CDR2	NM_001802			CDR2			NA
Interval_111	chr1	10571009	10571365	+	0	NA	intron (PEX14, intron 2 of 8)	-intron (PEX14, intron 2 of 8)	36184	PEX14	PEX14	NM_004565			PEX14			NA
Interval_15176	chr8	74283962	74284279	+	0	NA	Intergenic	Intergenic	-15424	RDH10-AS1	RDH10-AS1	NR_125388			RDH10-AS1			NA
Interval_8989	chr2	109237506	109237946	+	0	NA	promoter-TSS (LIMS1)	-promoter-TSS (LIMS1)	32969	LIMS1	LIMS1	NM_001193483			LIMS1			NA
Interval_15207	chr8	87520500	87521231	+	0	NA	exon (RMDN1, exon 1 of 9)	-exon (RMDN1, exon 1 of 9)	144	RMDN1	RMDN1	NM_016033			RMDN1			NA
Interval_5962	chr16	68299404	68299665	+	0	NA	intron (SLC7A6, intron 1 of 10)	-intron (SLC7A6, intron 1 of 11)	1115	SLC7A6	SLC7A6	NM_001076785			SLC7A6			NA
Interval_8493	chr2	12072245	12072654	+	0	NA	Intergenic	Intergenic	-74793	LOC100506457	LOC100506457	NR_110196			LOC100506457			NA
Interval_1878	chr1	247267429	247267851	+	0	NA	promoter-TSS (ZNF669)	-promoter-TSS (ZNF669)	34	ZNF669	ZNF669	NM_001142572			ZNF669			NA
Interval_4284	chr12	123717327	123717739	+	0	NA	promoter-TSS (C12orf65)	-promoter-TSS (C12orf65)	252	MPHOSPH9	MPHOSPH9	NR_103517			MPHOSPH9			NA
Interval_8462	chr2	9341355	9341657	+	0	NA	Intergenic	Intergenic	-5388	ASAP2	ASAP2	NM_003887			ASAP2			NA
Interval_2055	chr10	25247289	25248056	+	0	NA	Intergenic	Intergenic	-6099	PRTFDC1	PRTFDC1	NM_001282786			PRTFDC1			NA
Interval_12631	chr5	159826814	159827349	+	0	NA	promoter-TSS (ZBED8)	-promoter-TSS (ZBED8)	23	ZBED8	ZBED8	NM_022090			ZBED8			NA
Interval_4908	chr14	78227245	78228025	+	0	NA	promoter-TSS (SNW1)	-promoter-TSS (SNW1)	-138	SNW1	SNW1	NM_012245			SNW1			NA
Interval_14207	chr7	43612115	43612370	+	0	NA	Intergenic	Intergenic	-10450	STK17A	STK17A	NM_004760			STK17A			NA
