PeakID (cmd=annotatePeaks.pl ENCAB521XDP.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_8005	chr2	129355840	129356818	+	0	NA	Intergenic	Intergenic	-265845	LOC101927881	LOC101927881	NR_110278			LOC101927881			NA
Interval_385	chr1	38989241	38989564	+	0	NA	Intergenic	Intergenic	-308963	LINC01343	LINC01343	NR_038928			LINC01343			NA
Interval_7138	chr19	55455179	55455664	+	0	NA	intron (NLRP7, intron 1 of 9)	-intron (NLRP7, intron 1 of 10)	3452	NLRP7	NLRP7	NM_139176			NLRP7			NA
Interval_14416	chr9	117001164	117001496	+	0	NA	intron (COL27A1, intron 19 of 60)	-intron (COL27A1, intron 19 of 60)	29616	MIR455	MIR455	NR_030255			MIR455			NA
Interval_12311	chr6	43739998	43740464	+	0	NA	intron (VEGFA, intron 1 of 6)	-intron (VEGFA, intron 1 of 7)	2285	VEGFA	VEGFA	NM_001033756			VEGFA			NA
Interval_14685	chrX	30235517	30235843	+	0	NA	intron (MAGEB2, intron 1 of 1)	-intron (MAGEB2, intron 1 of 1)	2005	MAGEB2	MAGEB2	NM_002364			MAGEB2			NA
Interval_5242	chr16	80630545	80631073	+	0	NA	Intergenic	Intergenic	-24104	LINC01227	LINC01227	NR_104666			LINC01227			NA
Interval_1658	chr10	82263801	82264204	+	0	NA	intron (TSPAN14, intron 2 of 5)	-intron (TSPAN14, intron 2 of 5)	-27004	LOC102723703	LOC102723703	NR_120662			LOC102723703			NA
Interval_10998	chr4	69819927	69820229	+	0	NA	Intergenic	Intergenic	-2569	UGT2A3	UGT2A3	NM_024743_1			UGT2A3			NA
Interval_1327	chr10	3782590	3782901	+	0	NA	intron (LOC105376360, intron 1 of 1)	-intron (LOC105376360, intron 1 of 1)	44728	KLF6	KLF6	NM_001160124			KLF6			NA
Interval_8870	chr20	25843437	25843888	+	0	NA	Intergenic	Intergenic	-9005	LOC101926935	LOC101926935	NR_110001			LOC101926935			NA
Interval_13628	chr8	22880205	22880550	+	0	NA	exon (TNFRSF10B, exon 9 of 9)	-exon (TNFRSF10B, exon 9 of 9)	23285	RHOBTB2	RHOBTB2	NM_001160036			RHOBTB2			NA
Interval_6060	chr17	73068109	73068361	+	0	NA	Intergenic	Intergenic	-15801	SLC16A5	SLC16A5	NM_004695			SLC16A5			NA
Interval_12403	chr6	84768821	84769095	+	0	NA	intron (MRAP2, intron 2 of 3)	-intron (MRAP2, intron 2 of 3)	25538	MRAP2	MRAP2	NM_138409			MRAP2			NA
Interval_5487	chr17	3892124	3892414	+	0	NA	Intergenic	Intergenic	-24511	ATP2A3	ATP2A3	NM_174956			ATP2A3			NA
Interval_7468	chr2	38779449	38779698	+	0	NA	Intergenic	Intergenic	-36691	LOC101929596	LOC101929596	NR_110259			LOC101929596			NA
Interval_13586	chr8	13211416	13211729	+	0	NA	intron (DLC1, intron 4 of 17)	-intron (DLC1, intron 4 of 4)	160857	DLC1	DLC1	NM_182643			DLC1			NA
Interval_2682	chr12	13441342	13441840	+	0	NA	Intergenic	Intergenic	88088	LINC01559	LINC01559	NR_036555			LINC01559			NA
Interval_4262	chr15	45180046	45180330	+	0	NA	Intergenic	Intergenic	-68712	C15orf43	C15orf43	NM_152448			C15orf43			NA
Interval_3770	chr14	32490248	32490483	+	0	NA	Intergenic	Intergenic	55540	ARHGAP5-AS1	ARHGAP5-AS1	NR_027263			ARHGAP5-AS1			NA
Interval_5761	chr17	40708154	40708404	+	0	NA	Intergenic	Intergenic	4295	HSD17B1	HSD17B1	NM_000413			HSD17B1			NA
Interval_4011	chr14	75087361	75087628	+	0	NA	Intergenic	Intergenic	-8460	LTBP2	LTBP2	NM_000428			LTBP2			NA
Interval_12880	chr7	5613803	5614119	+	0	NA	Intergenic	Intergenic	-18475	FSCN1	FSCN1	NM_003088			FSCN1			NA
Interval_4916	chr16	28303083	28303389	+	0	NA	promoter-TSS (SBK1)	-promoter-TSS (SBK1)	-604	SBK1	SBK1	NM_001024401			SBK1			NA
Interval_8747	chr20	9282462	9282763	+	0	NA	intron (PLCB4, intron 1 of 35)	-intron (PLCB4, intron 2 of 37)	84575	PLCB4	PLCB4	NM_000933			PLCB4			NA
Interval_1052	chr1	203695662	203696024	+	0	NA	intron (ATP2B4, intron 19 of 20)	-intron (ATP2B4, intron 19 of 21)	-2866	SNORA77	SNORA77	NR_003019			SNORA77			NA
Interval_409	chr1	41405080	41405402	+	0	NA	Intergenic	Intergenic	-39730	CTPS1	CTPS1	NM_001301237			CTPS1			NA
Interval_8776	chr20	16710594	16710894	+	0	NA	exon (SNRPB2, exon 1 of 7)	-exon (SNRPB2, exon 1 of 7)	135	SNRPB2	SNRPB2	NM_003092			SNRPB2			NA
Interval_5820	chr17	44029313	44029691	+	0	NA	intron (MAPT, intron 1 of 8)	-intron (MAPT, intron 1 of 14)	-47114	STH	STH	NM_001007532			STH			NA
Interval_14739	chrX	48658932	48659423	+	0	NA	Intergenic	Intergenic	-1310	HDAC6	HDAC6	NM_006044			HDAC6			NA
Interval_5849	chr17	47416262	47416765	+	0	NA	intron (ZNF652, intron 1 of 5)	-intron (ZNF652, intron 1 of 5)	-22014	LOC102724596	LOC102724596	NR_110883			LOC102724596			NA
Interval_1164	chr1	225169660	225169932	+	0	NA	intron (DNAH14, intron 8 of 83)	-intron (DNAH14, intron 8 of 10)	52433	DNAH14	DNAH14	NM_001373			DNAH14			NA
Interval_10987	chr4	56732439	56732904	+	0	NA	intron (EXOC1, intron 4 of 17)	-intron (EXOC1, intron 4 of 18)	12855	EXOC1	EXOC1	NM_018261			EXOC1			NA
Interval_13103	chr7	72571638	72571881	+	0	NA	intron (GTF2IP4, intron 1 of 23)	-intron (GTF2IP1, intron 1 of 23)	2742	GTF2IP1	GTF2IP1	NR_002206			GTF2IP1			NA
Interval_5477	chr17	1713890	1714236	+	0	NA	intron (SMYD4, intron 3 of 10)	-intron (SMYD4, intron 3 of 10)	19112	SMYD4	SMYD4	NM_052928			SMYD4			NA
Interval_9908	chr22	37941377	37941983	+	0	NA	Intergenic	Intergenic	-14791	CDC42EP1	CDC42EP1	NM_152243			CDC42EP1			NA
Interval_5272	chr16	84174779	84175032	+	0	NA	intron (HSDL1, intron 1 of 5)	-intron (HSDL1, intron 1 of 6)	3895	HSDL1	HSDL1	NM_031463			HSDL1			NA
Interval_14067	chr8	144635866	144636273	+	0	NA	intron (GSDMD, intron 1 of 13)	-intron (GSDMD, intron 1 of 13)	-4408	GSDMD	GSDMD	NM_001166237			GSDMD			NA
Interval_1590	chr10	72426886	72427393	+	0	NA	Intergenic	Intergenic	-5420	ADAMTS14	ADAMTS14	NM_139155			ADAMTS14			NA
Interval_10404	chr3	108318751	108319054	+	0	NA	intron (DZIP3, intron 1 of 32)	-intron (DZIP3, intron 1 of 32)	-10411	KIAA1524	KIAA1524	NM_020890			KIAA1524			NA
Interval_1760	chr10	103893711	103894106	+	0	NA	intron (PPRC1, intron 1 of 13)	-intron (PPRC1, intron 1 of 11)	1157	PPRC1	PPRC1	NM_015062			PPRC1			NA
Interval_4624	chr16	8526832	8527162	+	0	NA	Intergenic	Intergenic	75212	TMEM114	TMEM114	NM_001146336			TMEM114			NA
Interval_8949	chr20	32445585	32446023	+	0	NA	Intergenic	Intergenic	46694	CHMP4B	CHMP4B	NM_176812			CHMP4B			NA
Interval_9152	chr20	44848537	44848805	+	0	NA	intron (CDH22, intron 4 of 11)	-intron (CDH22, intron 4 of 11)	88466	CDH22	CDH22	NM_021248			CDH22			NA
Interval_11784	chr5	149957719	149958002	+	0	NA	Intergenic	Intergenic	-62347	SYNPO	SYNPO	NM_007286			SYNPO			NA
Interval_2364	chr11	72032570	72033154	+	0	NA	intron (CLPB, intron 7 of 16)	-intron (CLPB, intron 6 of 15)	-77642	PHOX2A	PHOX2A	NM_005169			PHOX2A			NA
Interval_8544	chr2	240203163	240204801	+	0	NA	intron (HDAC4, intron 2 of 26)	-intron (HDAC4, intron 2 of 26)	-23175	MIR4269	MIR4269	NR_036229			MIR4269			NA
Interval_6187	chr17	78255112	78255605	+	0	NA	intron (RNF213, intron 3 of 16)	-intron (RNF213, intron 3 of 67)	20698	RNF213	RNF213	NM_001256071			RNF213			NA
Interval_13491	chr7	157449372	157449901	+	0	NA	intron (PTPRN2, intron 12 of 21)	-intron (PTPRN2, intron 12 of 21)	-82522	MIR153-2	MIR153-2	NR_029689			MIR153-2			NA
Interval_6107	chr17	74650587	74650913	+	0	NA	Intergenic	Intergenic	-10830	ST6GALNAC1	ST6GALNAC1	NM_018414			ST6GALNAC1			NA
Interval_2196	chr11	59823819	59824141	+	0	NA	promoter-TSS (MS4A3)	-promoter-TSS (MS4A3)	-121	MS4A3	MS4A3	NM_006138			MS4A3			NA
Interval_4255	chr15	42876586	42876873	+	0	NA	intron (STARD9, intron 2 of 32)	-intron (STARD9, intron 2 of 32)	8872	STARD9	STARD9	NM_020759			STARD9			NA
Interval_14076	chr8	145682121	145682551	+	0	NA	intron (CYHR1, intron 2 of 4)	-intron (CYHR1, intron 2 of 4)	8082	CYHR1	CYHR1	NM_001129888			CYHR1			NA
Interval_13856	chr8	101484388	101484792	+	0	NA	Intergenic	Intergenic	87424	ANKRD46	ANKRD46	NM_001270379			ANKRD46			NA
Interval_13717	chr8	42309417	42309792	+	0	NA	intron (SLC20A2, intron 5 of 10)	-intron (SLC20A2, intron 5 of 10)	60325	VDAC3	VDAC3	NM_001135694			VDAC3			NA
Interval_1573	chr10	65389496	65390099	+	0	NA	Intergenic	Intergenic	108674	REEP3	REEP3	NM_001001330			REEP3			NA
Interval_11152	chr4	129268641	129269022	+	0	NA	Intergenic	Intergenic	-58847	PGRMC2	PGRMC2	NM_006320			PGRMC2			NA
Interval_9618	chr21	37693009	37693312	+	0	NA	intron (MORC3, intron 1 of 16)	-intron (MORC3, intron 1 of 16)	673	MORC3	MORC3	NM_015358			MORC3			NA
Interval_6395	chr18	46246759	46246997	+	0	NA	intron (CTIF, intron 7 of 11)	-intron (CTIF, intron 8 of 12)	49907	MIR4743	MIR4743	NR_039897			MIR4743			NA
Interval_541	chr1	59349168	59349935	+	0	NA	intron (LINC01135, intron 1 of 1)	-intron (LINC01135, intron 1 of 3)	98728	LINC01135	LINC01135	NR_108106			LINC01135			NA
Interval_11584	chr5	89954425	89954811	+	0	NA	intron (ADGRV1, intron 21 of 89)	-intron (ADGRV1, intron 21 of 89)	100001	ADGRV1	ADGRV1	NM_032119			ADGRV1			NA
Interval_12706	chr6	162477053	162477470	+	0	NA	intron (PARK2, intron 4 of 11)	-intron (PARK2, intron 4 of 11)	-670903	PACRG	PACRG	NM_001080378			PACRG			NA
Interval_10941	chr4	38245182	38245574	+	0	NA	Intergenic	Intergenic	279423	LINC01258	LINC01258	NR_110951			LINC01258			NA
Interval_441	chr1	44062937	44063171	+	0	NA	intron (PTPRF, intron 11 of 32)	-intron (PTPRF, intron 11 of 33)	-52743	KDM4A	KDM4A	NM_014663			KDM4A			NA
Interval_10735	chr3	191046850	191047233	+	0	NA	exon (CCDC50, exon 1 of 11)	-exon (CCDC50, exon 1 of 11)	167	CCDC50	CCDC50	NM_178335			CCDC50			NA
Interval_8234	chr2	196988488	196989188	+	0	NA	Intergenic	Intergenic	47498	STK17B	STK17B	NM_004226			STK17B			NA
Interval_7093	chr19	51016629	51016888	+	0	NA	intron (ASPDH, intron 1 of 6)	-intron (ASPDH, intron 1 of 4)	384	ASPDH	ASPDH	NM_001024656			ASPDH			NA
Interval_9195	chr20	46599319	46599557	+	0	NA	Intergenic	Intergenic	-12532	LINC01523	LINC01523	NR_109942			LINC01523			NA
Interval_13837	chr8	97842173	97842416	+	0	NA	intron (CPQ, intron 2 of 7)	-intron (CPQ, intron 2 of 7)	184839	CPQ	CPQ	NM_016134			CPQ			NA
Interval_13906	chr8	116655617	116655944	+	0	NA	intron (TRPS1, intron 1 of 6)	-intron (TRPS1, intron 1 of 5)	25475	TRPS1	TRPS1	NM_014112			TRPS1			NA
Interval_11743	chr5	141255566	141255813	+	0	NA	intron (PCDH1, intron 1 of 4)	-intron (PCDH1, intron 1 of 2)	2286	PCDH1	PCDH1	NM_002587			PCDH1			NA
Interval_11910	chr5	180021833	180022279	+	0	NA	Intergenic	Intergenic	-3569	SCGB3A1	SCGB3A1	NM_052863			SCGB3A1			NA
Interval_874	chr1	157204641	157205004	+	0	NA	Intergenic	Intergenic	-96645	ETV3	ETV3	NM_001145312			ETV3			NA
Interval_13146	chr7	79081429	79081722	+	0	NA	promoter-TSS (MAGI2-AS3)	-promoter-TSS (MAGI2-AS3)	-698	MAGI2-AS3	MAGI2-AS3	NR_038344			MAGI2-AS3			NA
Interval_10194	chr3	39430183	39430470	+	0	NA	intron (SLC25A38, intron 1 of 6)	-intron (SLC25A38, intron 1 of 6)	5511	SLC25A38	SLC25A38	NM_017875			SLC25A38			NA
Interval_11590	chr5	95048040	95048483	+	0	NA	Intergenic	Intergenic	-18589	RHOBTB3	RHOBTB3	NM_014899			RHOBTB3			NA
Interval_2233	chr11	62618592	62619223	+	0	NA	TTS (SNHG1)	-TTS (SNHG1)	1600	SNORD22	SNORD22	NR_000008			SNORD22			NA
Interval_3967	chr14	66284357	66285182	+	0	NA	Intergenic	Intergenic	346949	MIR625	MIR625	NR_030355			MIR625			NA
Interval_4434	chr15	78357669	78357966	+	0	NA	intron (TBC1D2B, intron 1 of 12)	-intron (TBC1D2B, intron 1 of 12)	12177	TBC1D2B	TBC1D2B	NM_015079			TBC1D2B			NA
Interval_14198	chr9	68508008	68508681	+	0	NA	Intergenic	Intergenic	-53969	LOC642236	LOC642236	NR_033907			LOC642236			NA
Interval_4041	chr14	81686998	81687237	+	0	NA	exon (GTF2A1, exon 1 of 10)	-exon (GTF2A1, exon 1 of 10)	458	GTF2A1	GTF2A1	NM_201595			GTF2A1			NA
Interval_12910	chr7	16301368	16301764	+	0	NA	exon (ISPD-AS1, exon 3 of 5)	-exon (ISPD-AS1, exon 3 of 5)	51455	ISPD-AS1	ISPD-AS1	NR_038947			ISPD-AS1			NA
Interval_491	chr1	51773557	51774015	+	0	NA	intron (TTC39A, intron 6 of 17)	-intron (TTC39A, intron 6 of 17)	-10153	TTC39A	TTC39A	NM_001144832			TTC39A			NA
Interval_2497	chr11	113184916	113185207	+	0	NA	promoter-TSS (TTC12)	-promoter-TSS (TTC12)	-190	TTC12	TTC12	NM_017868			TTC12			NA
Interval_12659	chr6	158313337	158313642	+	0	NA	intron (SNX9, intron 4 of 17)	-intron (SNX9, intron 4 of 17)	69286	SNX9	SNX9	NM_016224			SNX9			NA
Interval_12173	chr6	31706424	31706735	+	0	NA	Intergenic	Intergenic	-1146	MSH5-SAPCD1	MSH5-SAPCD1	NR_037846_6			MSH5-SAPCD1			NA
Interval_5467	chr17	1391746	1392090	+	0	NA	intron (MYO1C, intron 1 of 31)	-intron (MYO1C, intron 1 of 31)	3054	MYO1C	MYO1C	NM_001080779			MYO1C			NA
Interval_12053	chr6	15281954	15282182	+	0	NA	intron (JARID2, intron 1 of 17)	-intron (JARID2, intron 1 of 17)	-33141	JARID2-AS1	JARID2-AS1	NR_120502			JARID2-AS1			NA
Interval_12650	chr6	157882584	157882893	+	0	NA	intron (ZDHHC14, intron 1 of 8)	-intron (ZDHHC14, intron 1 of 8)	-67426	MIR3692	MIR3692	NR_037463			MIR3692			NA
Interval_6223	chr17	79957423	79957699	+	0	NA	intron (ASPSCR1, intron 6 of 14)	-intron (ASPSCR1, intron 7 of 16)	22135	ASPSCR1	ASPSCR1	NM_001251888			ASPSCR1			NA
Interval_2006	chr11	8723177	8723449	+	0	NA	intron (ST5, intron 14 of 19)	-intron (ST5, intron 17 of 22)	16327	SNORA45B	SNORA45B	NR_002977			SNORA45B			NA
Interval_7749	chr2	88500791	88501348	+	0	NA	Intergenic	Intergenic	28411	THNSL2	THNSL2	NM_018271			THNSL2			NA
Interval_9356	chr20	56356042	56356504	+	0	NA	Intergenic	Intergenic	-69681	PMEPA1	PMEPA1	NM_199171			PMEPA1			NA
Interval_11851	chr5	172285682	172286593	+	0	NA	intron (ERGIC1, intron 1 of 9)	-intron (ERGIC1, intron 1 of 9)	24914	ERGIC1	ERGIC1	NM_001031711			ERGIC1			NA
Interval_12970	chr7	30936663	30937073	+	0	NA	Intergenic	Intergenic	-14547	AQP1	AQP1	NM_001185062			AQP1			NA
Interval_10792	chr3	197683740	197684027	+	0	NA	intron (IQCG, intron 2 of 11)	-intron (IQCG, intron 2 of 11)	3003	IQCG	IQCG	NM_032263			IQCG			NA
Interval_10177	chr3	36999409	36999854	+	0	NA	Intergenic	Intergenic	-13083	TRANK1	TRANK1	NM_014831			TRANK1			NA
Interval_9143	chr20	44582474	44582716	+	0	NA	intron (ZNF335, intron 17 of 27)	-intron (ZNF335, intron 17 of 27)	18238	ZNF335	ZNF335	NM_022095			ZNF335			NA
Interval_13846	chr8	99318241	99318818	+	0	NA	Intergenic	Intergenic	-11908	NIPAL2	NIPAL2	NM_024759			NIPAL2			NA
Interval_3222	chr12	126000087	126000739	+	0	NA	intron (TMEM132B, intron 3 of 8)	-intron (TMEM132B, intron 3 of 8)	189251	TMEM132B	TMEM132B	NM_001286219			TMEM132B			NA
Interval_14054	chr8	143898424	143898926	+	0	NA	Intergenic	Intergenic	-17542	GML	GML	NM_002066			GML			NA
Interval_8210	chr2	191324710	191324973	+	0	NA	intron (MFSD6, intron 3 of 7)	-intron (MFSD6, intron 3 of 7)	51760	MFSD6	MFSD6	NM_017694			MFSD6			NA
Interval_7213	chr2	3099237	3099544	+	0	NA	intron (LINC01250, intron 3 of 6)	-intron (LINC01250, intron 3 of 6)	30408	LINC01250	LINC01250	NR_110228			LINC01250			NA
Interval_8612	chr20	388230	388474	+	0	NA	promoter-TSS (RBCK1)	-promoter-TSS (RBCK1)	-357	RBCK1	RBCK1	NM_006462			RBCK1			NA
Interval_6775	chr19	12895299	12895714	+	0	NA	Intergenic	Intergenic	-6804	JUNB	JUNB	NM_002229			JUNB			NA
Interval_3277	chr12	133040117	133041228	+	0	NA	Intergenic	Intergenic	-26485	FBRSL1	FBRSL1	NM_001142641			FBRSL1			NA
Interval_2460	chr11	96062621	96062884	+	0	NA	intron (MAML2, intron 1 of 4)	-intron (MAML2, intron 1 of 4)	-11850	MIR1260B	MIR1260B	NR_036125			MIR1260B			NA
Interval_14425	chr9	119183322	119183717	+	0	NA	Intergenic	Intergenic	-20634	PAPPA-AS1	PAPPA-AS1	NR_103711			PAPPA-AS1			NA
Interval_5853	chr17	47592570	47592839	+	0	NA	TTS (NGFR)	-TTS (NGFR)	4525	MIR6165	MIR6165	NR_106751			MIR6165			NA
Interval_1667	chr10	86284802	86285172	+	0	NA	Intergenic	Intergenic	196642	CCSER2	CCSER2	NM_001284240			CCSER2			NA
Interval_12717	chr6	164497441	164498449	+	0	NA	Intergenic	Intergenic	662270	QKI	QKI	NM_001301085			QKI			NA
Interval_7555	chr2	53895603	53896075	+	0	NA	Intergenic	Intergenic	-99090	CHAC2	CHAC2	NM_001008708			CHAC2			NA
Interval_10593	chr3	154755723	154756036	+	0	NA	Intergenic	Intergenic	-42200	MME	MME	NM_007287			MME			NA
Interval_9249	chr20	49022463	49022907	+	0	NA	Intergenic	Intergenic	-84806	LINC01271	LINC01271	NR_109950			LINC01271			NA
Interval_3513	chr13	114754407	114755018	+	0	NA	intron (RASA3, intron 22 of 23)	-intron (RASA3, intron 22 of 23)	-122748	LINC00565	LINC00565	NR_047495			LINC00565			NA
Interval_6212	chr17	79547049	79547279	+	0	NA	intron (NPLOC4, intron 12 of 16)	-intron (NPLOC4, intron 12 of 16)	-13503	NPLOC4	NPLOC4	NM_017921			NPLOC4			NA
Interval_14429	chr9	119228531	119228795	+	0	NA	intron (ASTN2, intron 5 of 8)	-intron (ASTN2, intron 5 of 8)	-37899	ASTN2-AS1	ASTN2-AS1	NR_033973			ASTN2-AS1			NA
Interval_6864	chr19	21341346	21341654	+	0	NA	intron (ZNF431, intron 2 of 4)	-intron (ZNF431, intron 2 of 4)	16660	ZNF431	ZNF431	NM_133473			ZNF431			NA
Interval_9265	chr20	49341425	49341723	+	0	NA	Intergenic	Intergenic	-6507	PARD6B	PARD6B	NM_032521			PARD6B			NA
Interval_14714	chrX	44158419	44158794	+	0	NA	intron (EFHC2, intron 2 of 14)	-intron (EFHC2, intron 2 of 14)	44317	EFHC2	EFHC2	NM_025184			EFHC2			NA
Interval_11215	chr4	151953106	151953490	+	0	NA	Intergenic	Intergenic	-16649	LRBA	LRBA	NM_006726			LRBA			NA
Interval_1379	chr10	11654448	11654795	+	0	NA	promoter-TSS (USP6NL)	-promoter-TSS (USP6NL)	-833	USP6NL	USP6NL	NR_125732			USP6NL			NA
Interval_690	chr1	109723759	109724069	+	0	NA	intron (KIAA1324, intron 7 of 21)	-intron (KIAA1324, intron 6 of 19)	-32601	SARS	SARS	NM_006513			SARS			NA
Interval_12518	chr6	130005161	130005533	+	0	NA	intron (ARHGAP18, intron 1 of 14)	-intron (ARHGAP18, intron 1 of 14)	26023	ARHGAP18	ARHGAP18	NM_033515			ARHGAP18			NA
Interval_2286	chr11	66206247	66206477	+	0	NA	promoter-TSS (MRPL11)	-promoter-TSS (MRPL11)	-43	MRPL11	MRPL11	NR_120589			MRPL11			NA
Interval_4579	chr16	2207831	2208216	+	0	NA	intron (TRAF7, intron 1 of 20)	-intron (TRAF7, intron 1 of 20)	2224	TRAF7	TRAF7	NM_032271			TRAF7			NA
Interval_9922	chr22	39361901	39362235	+	0	NA	intron (APOBEC3A_B, intron 4 of 4)	-intron (APOBEC3A_B, intron 4 of 4)	8541	APOBEC3A	APOBEC3A	NM_001270406			APOBEC3A			NA
Interval_4806	chr16	19721105	19721679	+	0	NA	intron (KNOP1, intron 4 of 4)	-intron (KNOP1, intron 4 of 4)	-6386	IQCK	IQCK	NM_001305121			IQCK			NA
Interval_5587	chr17	19411428	19411650	+	0	NA	Intergenic	Intergenic	-25628	SLC47A1	SLC47A1	NM_018242			SLC47A1			NA
Interval_10928	chr4	26703398	26703743	+	0	NA	intron (TBC1D19, intron 13 of 20)	-intron (TBC1D19, intron 10 of 17)	118024	TBC1D19	TBC1D19	NM_018317			TBC1D19			NA
Interval_8166	chr2	175075604	175075927	+	0	NA	intron (OLA1, intron 4 of 10)	-intron (OLA1, intron 3 of 9)	37600	OLA1	OLA1	NM_013341			OLA1			NA
Interval_3810	chr14	35103588	35103843	+	0	NA	Intergenic	Intergenic	-4349	SNX6	SNX6	NM_152233			SNX6			NA
Interval_5090	chr16	56312357	56312790	+	0	NA	intron (GNAO1, intron 3 of 7)	-intron (GNAO1, intron 3 of 8)	33141	MIR3935	MIR3935	NR_037499			MIR3935			NA
Interval_4504	chr15	91547630	91548032	+	0	NA	intron (VPS33B, intron 16 of 22)	-intron (VPS33B, intron 15 of 21)	-9950	PRC1	PRC1	NM_001267580			PRC1			NA
Interval_918	chr1	165815561	165815920	+	0	NA	intron (UCK2, intron 1 of 6)	-intron (UCK2, intron 1 of 6)	19008	UCK2	UCK2	NM_012474			UCK2			NA
Interval_995	chr1	187043786	187044100	+	0	NA	Intergenic	Intergenic	-18031	LINC01036	LINC01036	NR_126347			LINC01036			NA
Interval_6315	chr18	10840835	10841080	+	0	NA	intron (PIEZO2, intron 7 of 51)	-intron (PIEZO2, intron 7 of 51)	-81310	MIR6788	MIR6788	NR_106846			MIR6788			NA
Interval_8251	chr2	200820205	200820556	+	0	NA	promoter-TSS (TYW5)	-promoter-TSS (TYW5)	79	TYW5	TYW5	NM_001039693			TYW5			NA
Interval_11549	chr5	77842481	77842793	+	0	NA	intron (LHFPL2, intron 3 of 4)	-intron (LHFPL2, intron 3 of 4)	102011	LHFPL2	LHFPL2	NM_005779			LHFPL2			NA
Interval_6359	chr18	28256073	28256365	+	0	NA	Intergenic	Intergenic	366562	DSC3	DSC3	NM_001941			DSC3			NA
Interval_10701	chr3	185290076	185290368	+	0	NA	Intergenic	Intergenic	-13809	SENP2	SENP2	NM_021627			SENP2			NA
Interval_7435	chr2	30475925	30476279	+	0	NA	intron (LBH, intron 2 of 2)	-intron (LBH, intron 2 of 2)	21705	LBH	LBH	NM_030915			LBH			NA
Interval_5796	chr17	42418008	42418280	+	0	NA	Intergenic	Intergenic	-4310	GRN	GRN	NM_002087			GRN			NA
Interval_10111	chr3	13304169	13304530	+	0	NA	Intergenic	Intergenic	157470	NUP210	NUP210	NM_024923			NUP210			NA
Interval_8853	chr20	23983584	23983835	+	0	NA	Intergenic	Intergenic	-16197	GGTLC1	GGTLC1	NM_178311			GGTLC1			NA
Interval_1660	chr10	82417876	82418347	+	0	NA	Intergenic	Intergenic	120453	SH2D4B	SH2D4B	NM_001145719			SH2D4B			NA
Interval_7186	chr2	977091	977614	+	0	NA	intron (SNTG2, intron 1 of 16)	-intron (SNTG2, intron 1 of 16)	30798	SNTG2	SNTG2	NM_018968			SNTG2			NA
Interval_7043	chr19	47599439	47599700	+	0	NA	intron (ZC3H4, intron 2 of 14)	-intron (ZC3H4, intron 2 of 14)	17440	ZC3H4	ZC3H4	NM_015168			ZC3H4			NA
Interval_3680	chr14	24765601	24765914	+	0	NA	exon (DHRS1, exon 4 of 9)	-exon (DHRS1, exon 4 of 9)	2909	DHRS1	DHRS1	NM_001136050			DHRS1			NA
Interval_10124	chr3	15094092	15094686	+	0	NA	intron (MRPS25, intron 3 of 3)	-intron (MRPS25, intron 3 of 3)	12427	MRPS25	MRPS25	NM_022497			MRPS25			NA
Interval_13499	chr7	157923038	157923539	+	0	NA	intron (PTPRN2, intron 8 of 21)	-intron (PTPRN2, intron 8 of 21)	276011	LOC100506585	LOC100506585	NR_038966			LOC100506585			NA
Interval_13291	chr7	119565974	119566378	+	0	NA	Intergenic	Intergenic	-18747	LVCAT5	LVCAT5	NR_131961			LVCAT5			NA
Interval_6506	chr18	77771524	77771767	+	0	NA	intron (TXNL4A, intron 1 of 2)	-intron (TXNL4A, intron 2 of 3)	-22701	RBFA	RBFA	NM_024805			RBFA			NA
Interval_9905	chr22	37897571	37897970	+	0	NA	intron (CARD10, intron 11 of 19)	-intron (CARD10, intron 11 of 19)	-15292	MFNG	MFNG	NM_002405			MFNG			NA
Interval_11270	chr4	174202958	174203349	+	0	NA	intron (GALNT7, intron 2 of 11)	-intron (GALNT7, intron 2 of 11)	52442	HMGB2	HMGB2	NM_002129			HMGB2			NA
Interval_8084	chr2	153440142	153440478	+	0	NA	intron (FMNL2, intron 9 of 25)	-intron (FMNL2, intron 9 of 25)	133665	PRPF40A	PRPF40A	NM_017892			PRPF40A			NA
Interval_12067	chr6	16215634	16216190	+	0	NA	Intergenic	Intergenic	-22899	GMPR	GMPR	NM_006877			GMPR			NA
Interval_1170	chr1	226115993	226116578	+	0	NA	Intergenic	Intergenic	-4245	PYCR2	PYCR2	NM_013328			PYCR2			NA
Interval_3886	chr14	39499269	39499587	+	0	NA	Intergenic	Intergenic	73009	SEC23A	SEC23A	NM_006364			SEC23A			NA
Interval_7359	chr2	20646560	20646855	+	0	NA	promoter-TSS (RHOB)	-promoter-TSS (RHOB)	-125	RHOB	RHOB	NM_004040			RHOB			NA
Interval_11314	chr4	190527714	190528003	+	0	NA	Intergenic	Intergenic	-52902	LINC01262	LINC01262	NR_121679			LINC01262			NA
Interval_1956	chr11	2455213	2455925	+	0	NA	Intergenic	Intergenic	-11294	TRPM5	TRPM5	NM_014555			TRPM5			NA
