Chr	Start	End	Entrez ID
chr11	67373996	67374658	NDUFV1
chrX	70752484	70753083	OGT
chr1	41939453	41939897	EDN2
chrX	122898912	122899258	THOC2
chr7	34909523	34910028	NPSR1-AS1
chr1	212459422	212459899	PPP2R5A
chr10	133795105	133796101	BNIP3
chr19	59086466	59087544	CENPBD1P1
chr16	1875894	1877657	HAGH
chrX	46536484	46536884	SLC9A7
chr7	133897598	133898115	LRGUK
chr20	62140556	62141097	EEF1A2
chr12	312555	312874	LOC101929384
chr19	10982491	10982814	CARM1
chr5	147862349	147862911	FBXO38
chr11	1283697	1284275	MIR6744
chr7	152130596	152131319	KMT2C
chr7	99291115	99291479	CYP3A5
chr10	50575599	50576105	DRGX
chr22	38465283	38465827	PICK1
chr17	73042325	73043397	ATP5H
chr12	56321459	56322076	WIBG
chr1	155035912	155036559	EFNA4
chr4	6634679	6635652	MRFAP1
chr12	133463408	133464588	CHFR
chr9	100173866	100174862	TDRD7
chr11	76574299	76574703	ACER3
chr18	55253535	55254201	FECH
chr9	129566726	129567661	ZBTB43
chr7	75936317	75936624	HSPB1
chr13	95253548	95254443	GPR180
chr17	41322286	41323350	NBR1
chr3	128902303	128903215	CNBP
chr12	121341997	121342689	XLOC_009911
chr10	103499981	103500291	FGF8
chr3	170602051	170602387	RPL22L1
chr18	33767181	33768263	MOCOS
chr17	36885982	36886995	CISD3
chr6	43692538	43693351	MRPS18A
chr1	116864360	116864907	ATP1A1
chr17	56757343	56757758	TEX14
chr9	98079609	98080213	FANCC
chr15	45490610	45491371	SHF
chr16	1152985	1153400	C1QTNF8
chr14	37445757	37446181	MIR4503
chr19	8656954	8657773	MYO1F
chr19	42502634	42503518	ATP1A3
chr14	81636380	81637184	SNORA79
chr22	23522424	23523462	BCR
chr21	25294244	25294958	LOC101927869
chr4	113206802	113207296	TIFA
chr2	158117533	158118103	GALNT5
chr10	106097495	106098134	ITPRIP
chr21	45431697	45432998	TRAPPC10
chr1	234735342	234736345	IRF2BP2
chr3	49055059	49056094	MIR425
chr10	27531838	27532460	ACBD5
chr2	42588149	42589001	COX7A2L
chr2	198569555	198570503	MARS2
chr6	10695072	10695453	PAK1IP1
chr19	1207319	1208494	STK11
chr21	46033349	46033770	KRTAP10-8
chr16	226159	226717	HBA1
chr1	24069627	24070573	TCEB3
chr2	25895957	25896493	DTNB
chr14	103673812	103674423	LINC00605
chr8	141644201	141644713	AGO2
chr20	4100024	4100396	SMOX
chr1	44445492	44445837	B4GALT2
chr8	145653056	145654963	VPS28
chr10	44143970	44144668	ZNF32
chr12	121163195	121163926	ACADS
chr17	21160329	21160679	NATD1
chr6	692293	692837	EXOC2
chr10	79793246	79793831	RPS24
chr17	57183759	57184801	TRIM37
chr11	2950020	2951106	PHLDA2
chr13	111364828	111366268	ING1
chr19	290894	291288	PPAP2C
chr16	84538144	84538766	TLDC1
chr5	130599346	130600099	CDC42SE2
chr10	60478340	60478754	FAM133CP
chr22	21335965	21336928	LZTR1
chr17	7744636	7745553	KDM6B
chr9	134151875	134153865	FAM78A
chr19	51425626	51425937	KLK4
chr16	47526746	47527267	PHKB
chr5	149379780	149381588	TIGD6
chr21	45526817	45527919	PWP2
chr1	93544464	93545051	MTF2
chr11	62312772	62313560	AHNAK
chr1	6208592	6208989	CHD5
chr19	18699311	18700764	C19orf60
chr17	33814047	33814348	SLFN12L
chr11	107461558	107461881	ELMOD1
chr6	1070316	1070736	LOC285768
chr2	10262278	10262943	RRM2
chr1	46987976	46988907	DMBX1
chr17	38474281	38475279	RARA
chr20	362377	363182	TRIB3
chr13	45694204	45695033	GTF2F2
chr10	134484754	134485129	NKX6-2
chr17	72787498	72788081	TMEM104
chr3	129324223	129324904	PLXND1
chr11	72487200	72488277	MIR4692
chr9	37007302	37007743	PAX5
chr16	50058666	50059368	CNEP1R1
chr19	3155072	3155646	LOC100996351
chr11	61601709	61602290	FADS2
chr2	97405725	97406205	LMAN2L
chr18	46065822	46066182	CTIF
chr12	63328082	63329084	PPM1H
chr16	27794254	27794732	GSG1L
chr15	99190509	99190890	IGF1R
chr1	6105462	6105851	KCNAB2
chr7	141251071	141251430	AGK
chr17	79303343	79303690	TMEM105
chr3	48935727	48936696	SLC25A20
chr2	101178900	101180108	PDCL3
chr7	44887267	44888016	H2AFV
chr17	76875698	76876007	CEP295NL
chr12	51984289	51984683	SCN8A
chr2	163174964	163175274	IFIH1
chrX	21958522	21959099	SMS
chr13	39893944	39894363	NHLRC3
chr7	38370354	38370870	TRG-AS1
chr5	180633582	180634091	TRIM7
chr1	918504	918861	PERM1
chr22	20772610	20772913	SCARF2
chr17	1467109	1467888	PITPNA
chr4	1966112	1966448	SCARNA22
chr7	100303240	100304150	POP7
chr12	56727423	56728249	PAN2
chr6	158246331	158246840	SNX9
chr3	182510857	182511574	ATP11B
chr5	8174417	8174795	LOC729506
chr10	102672239	102673361	FAM178A
chr1	40974108	40974612	EXO5
chr17	74639719	74640018	ST6GALNAC1
chr1	228593017	228593360	TRIM11
chr12	8549138	8549734	LINC00937
chr6	6657374	6657937	LY86-AS1
chr22	40779937	40780261	SGSM3
chr6	52441944	52442414	TRAM2-AS1
chr18	76828711	76829616	ATP9B
chr10	72921211	72921528	UNC5B
chr7	129775535	129775972	KLHDC10
chr11	18032689	18033146	SERGEF
chr5	62100514	62100810	IPO11-LRRC70
chr17	46894379	46894983	CALCOCO2
chr5	79149828	79150254	LINC01455
chr14	92574720	92575086	ATXN3
chr15	101677748	101678134	CHSY1
chr6	112668534	112669324	RFPL4B
chr6	33408195	33408916	MIR5004
chr19	58858500	58859651	A1BG-AS1
chr1	203138875	203139273	MYBPH
chr7	148395573	148397118	CUL1
chr17	39656348	39657121	KRT13
chr6	134757426	134757850	LINC01010
chr6	157040848	157041665	ARID1B
chr20	21283866	21284448	XRN2
chr20	33734489	33735579	EDEM2
chr12	8279787	8280115	CLEC4A
chr17	16255637	16257214	CENPV
chr7	1291740	1292237	UNCX
chr22	50118421	50118740	C22orf34
chr10	7829737	7830623	ATP5C1
chr6	76311441	76312571	SENP6
chr16	50187437	50188390	PAPD5
chr10	45406460	45406876	TMEM72
chr3	193851496	193851834	HES1
chr1	152595606	152596145	LCE3A
chr10	126490147	126490454	FAM175B
chr6	43737603	43739938	VEGFA
chr12	44229478	44230125	TMEM117
chr17	66031369	66031809	KPNA2
chrX	106449453	106449888	NUP62CL
chr9	94199083	94199497	NFIL3
chr1	165667114	165668055	ALDH9A1
chr10	180330	180920	ZMYND11
chr3	128720136	128720513	EFCC1
chr11	128392028	128392900	MIR6090
chr2	235239438	235239914	ARL4C
chr16	89723861	89724881	SPATA33
chr1	8405156	8405646	SLC45A1
chr20	44673032	44673408	SLC12A5
chr19	36138753	36139343	COX6B1
chr4	99064384	99065124	STPG2
chr19	4791201	4792515	FEM1A
chr20	50808521	50809018	ZFP64
chr14	55921325	55921666	TBPL2
chr11	71963638	71964032	PHOX2A
chr16	89555280	89555871	ANKRD11
chr10	102855368	102855734	KAZALD1
chr17	19912323	19913615	AKAP10
chr1	6305223	6305823	HES3
chr15	63189208	63189646	MIR190A
chr1	150898319	150899052	SETDB1
chr8	67525060	67526485	MYBL1
chr2	25269453	25270030	EFR3B
chr1	12039970	12040581	MFN2
chr12	31871691	31872071	AMN1
chr20	49639284	49640035	KCNG1
chr1	143385787	143386230	LOC102723769
chr15	33486676	33487488	FMN1
chr1	36689485	36690625	THRAP3
chr6	89717007	89717363	RNGTT
chr1	31392245	31392698	SDC3
chr15	52121194	52122490	TMOD3
chr22	21394759	21395080	P2RX6P
chr11	86195322	86195760	CCDC81
chr5	133585144	133585788	PPP2CA
chr5	5422035	5423102	ICE1
chr1	154404054	154404463	IL6R
chr7	71441586	71442250	CALN1
chrX	118892007	118893043	SOWAHD
chr20	36479195	36479588	VSTM2L
chr6	52499777	52500246	LOC730101
chr17	29421541	29422113	NF1
chr1	37939602	37940715	ZC3H12A
chr10	104159059	104159680	NFKB2
chr6	26537422	26538865	HMGN4
chr14	24610448	24611176	EMC9
chr1	91487310	91488233	ZNF644
chr20	590312	590683	TCF15
chr22	45705201	45706178	FAM118A
chr10	103052147	103052639	LOC101927419
chr1	60118997	60119452	MIR4711
chr5	176047340	176047793	MIR4281
chr22	29550387	29550771	EMID1
chr16	87889736	87890083	SLC7A5
chr22	28184577	28184915	MN1
chr19	39936014	39936436	SUPT5H
chr7	64601022	64601832	CCT6P3
chr2	54784756	54785719	SPTBN1
chrX	133930795	133931655	FAM122B
chr10	89577409	89578547	ATAD1
chr14	75837939	75838414	JDP2
chr16	85006127	85006440	ZDHHC7
chr5	177739718	177740333	PHYKPL
chr13	110397454	110398461	LINC00676
chr12	111725036	111725618	MIR6760
chr10	15138636	15139860	RPP38
chr5	126616430	126616836	MEGF10
chr7	1894666	1895006	MIR4655
chr6	15498886	15499219	DTNBP1
chr9	140172983	140173468	TOR4A
chr3	183165133	183165741	LINC00888
chr6	135035723	135036360	LOC101928304
chr5	43631303	43631839	NNT-AS1
chr1	59247822	59248355	JUN
chr5	1004027	1005512	NKD2
chr1	94074356	94074697	LOC100129046
chr11	61196829	61197915	CPSF7
chrX	49643542	49644203	USP27X-AS1
chr6	31697843	31698404	DDAH2
chr2	85645394	85646082	CAPG
chr5	176148031	176148393	LINC01574
chr1	150487766	150488649	FALEC
chr16	3058636	3059142	CLDN9
chr1	167690953	167691860	MPZL1
chr11	65244693	65245445	MALAT1
chr12	126346067	126346758	LINC00939
chr17	7908314	7908659	GUCY2D
chr7	1576782	1577183	MAFK
chr6	36410324	36411192	PXT1
chr12	57483596	57483980	NAB2
chr19	2236080	2237185	SF3A2
chr1	143202006	143202631	LOC102723769
chr19	34745062	34746283	KIAA0355
chr3	67048209	67049223	KBTBD8
chr5	139040516	139041183	CXXC5
chr17	47592636	47592954	MIR6165
chr17	1394318	1395318	MYO1C
chr7	65235278	65236141	SNORA22
chr21	45574594	45575048	C21orf33
chr5	54528855	54529901	CCNO
chr1	31296727	31297718	LAPTM5
chr1	20208491	20209309	OTUD3
chr14	95635596	95635946	DICER1-AS1
chr5	131831325	131831715	IRF1
chr16	86652696	86653019	FOXL1
chr21	44496300	44497231	CBS
chr18	54163010	54163653	TXNL1
chr5	102897878	102898861	NUDT12
chr11	74659887	74660479	XRRA1
chr2	73441161	73441983	SMYD5
chr7	135346814	135347583	C7orf73
chr19	42034530	42034957	LINC01480
chr12	12104042	12104622	RNU6-19P
chr1	160959534	160960122	F11R
chr22	19705198	19706310	SEPT5-GP1BB
chr1	8919569	8919930	MIR6728
chr19	10946230	10947486	TMED1
chr16	26359253	26359879	HS3ST4
chr18	53856616	53857386	LINC01539
chr17	48785099	48785448	ANKRD40
chr1	51433594	51434863	CDKN2C
chr17	45944321	45944684	SP6
chr1	1334559	1335570	LOC148413
chr2	129076449	129076788	HS6ST1
chr10	1205062	1206145	LINC00200
chr10	99167096	99167407	RRP12
chr22	28200637	28201129	MN1
chrX	48652902	48653749	HDAC6
chr21	39047497	39047932	KCNJ6
chr2	239035778	239036088	KLHL30
chr3	88108050	88108744	CGGBP1
chr10	72256913	72257311	PALD1
chr19	1354399	1354988	MUM1
chr19	5559654	5560111	TINCR
chr8	59465307	59466115	SDCBP
chr3	43933949	43934424	ABHD5
chr2	159313172	159315035	PKP4
chr4	6785089	6785918	KIAA0232
chr5	179518016	179518566	RNF130
chr5	1144725	1145217	SLC12A7
chr1	113008855	113009244	MIR4256
chr1	185286010	185286913	IVNS1ABP
chr22	37997614	37997947	GGA1
chr16	85170884	85171365	LOC400548
chr1	55504841	55506120	PCSK9
chr8	126568464	126568944	TRIB1
chr7	1066830	1068781	MIR339
chr11	57282710	57283538	SLC43A1
chr2	122042591	122043060	TFCP2L1
chr20	39969232	39969680	LPIN3
chr6	170544204	170544578	LOC154449
chr12	64686647	64687235	C12orf66
chr11	32448364	32448910	WT1-AS
chr2	46398703	46399262	EPAS1
chr17	47501484	47501833	PHB
chr5	158526134	158526577	EBF1
chr1	111097832	111098254	KCNA10
chr9	126772116	126772512	LHX2
chr1	113742772	113743129	LOC643441
chr1	47779584	47780410	STIL
chr22	46481534	46481978	MIRLET7BHG
chr5	176739073	176740180	MXD3
chr7	74653293	74653741	NCF1C
chr15	102285620	102285999	TARSL2
chr16	65802913	65803298	LINC00922
chr9	98637009	98637801	ERCC6L2
chr16	48643101	48644577	N4BP1
chr7	28894032	28894454	TRIL
chr3	184016696	184017420	PSMD2
chr15	64987605	64988154	OAZ2
chr16	30006241	30007766	HIRIP3
chr16	71924452	71924992	IST1
chr8	110551637	110552635	EBAG9
chr14	24550244	24550944	NRL
chr8	126547203	126547650	TRIB1
chrX	57618289	57619375	ZXDB
chr14	23633422	23633868	SLC7A8
chrX	109402298	109402923	SNORD96B
chr13	75793812	75794257	CTAGE11P
chr13	111805418	111806772	LOC101060553
chr6	33739378	33739760	LEMD2
chr17	75447124	75448413	MIR4316
chr19	43912209	43912526	TEX101
chr19	2782849	2783885	SGTA
chr1	47646821	47647194	LINC00853
chr21	26979533	26980025	MRPL39
chr19	11465744	11466376	LPPR2
chrX	149736555	149737354	MTM1
chr6	3063767	3064743	RIPK1
chr1	9417938	9418539	SPSB1
chr7	100076601	100077043	TSC22D4
chr22	20900166	20900477	MED15
chr9	130571702	130572131	FPGS
chr14	45722361	45722753	MIS18BP1
chr8	50037986	50038387	C8orf22
chr6	114292135	114293002	HDAC2
chr17	40829847	40830634	PLEKHH3
chr6	13520069	13520543	GFOD1
chr4	7756009	7756408	AFAP1-AS1
chr2	68906551	68907195	PROKR1
chrX	128977855	128978517	ZDHHC9
chr9	132515043	132515559	PTGES
chr12	4382886	4383431	CCND2
chr5	8457256	8458243	MIR4458HG
chr3	33138300	33139111	GLB1
chr13	107878005	107878397	MIR1267
chr12	48206481	48206952	HDAC7
chr6	27798559	27799413	HIST1H4K
chr9	133411213	133411714	LOC100272217
chr8	19936491	19936823	SLC18A1
chr3	135968756	135970329	PCCB
chr11	69056003	69056347	MYEOV
chr14	99701189	99701661	BCL11B
chr17	77005526	77006411	CANT1
chr7	36010951	36011430	LOC101928618
chr19	18415366	18416172	LSM4
chr7	110203194	110203532	LRRN3
chr1	44887637	44888143	RNF220
chr7	7140070	7140520	LOC100131257
chr7	139026027	139026727	C7orf55-LUC7L2
chr15	20487556	20488298	CHEK2P2
chr12	94597533	94597948	PLXNC1
chr12	123871692	123872644	SETD8
chr1	21112808	21114267	HP1BP3
chr13	21714149	21714999	SAP18
chr11	31832518	31833684	PAX6
chr21	36892589	36893055	LOC100506403
chr17	16283645	16284970	UBB
chr9	41953953	41955156	GLIDR
chr11	32650807	32651316	EIF3M
chr7	102232967	102233537	POLR2J3
chr2	101868714	101870147	CNOT11
chr1	95582783	95583436	TMEM56
chr1	184195193	184195646	C1orf21
chrX	49686755	49687489	USP27X
chr1	169075188	169076470	ATP1B1
chrX	47420023	47421342	ARAF
chr6	7312735	7313806	SSR1
chr22	42949755	42950541	SERHL2
chr9	44992917	44993266	FAM27C
chr1	61105666	61106193	LOC101926964
chr4	492836	493249	PIGG
chr1	21059548	21060025	SH2D5
chr3	184486737	184487145	LOC101928992
chr14	74078948	74079978	ACOT6
chr20	36540327	36540852	VSTM2L
chr2	234663662	234664105	LOC100286922
chr19	2426823	2428296	TIMM13
chr13	114897076	114898254	RASA3
chr15	68570084	68570883	FEM1B
chr2	28716959	28717338	PLB1
chr16	89558390	89558999	ANKRD11
chr11	60608998	60609893	CCDC86
chr1	70686611	70687534	SRSF11
chr1	33358380	33358957	HPCA
chr12	11801632	11802106	ETV6
chr11	72408029	72408588	PDE2A
chr5	17443823	17444144	LOC401177
chr7	123193172	123193607	IQUB
chr2	73338770	73340928	RAB11FIP5
chr19	45926765	45927732	ERCC1
chr5	93954231	93955058	ANKRD32
chr2	71127344	71127755	VAX2
chr5	171433280	171434381	FBXW11
chr11	10324362	10324807	ADM
chr6	158243801	158244495	SNX9
chr14	105070794	105071578	TMEM179
chr17	79827048	79827890	ARHGDIA
chr2	202823846	202824408	FZD7
chr1	147142425	147142956	ACP6
chr17	76614390	76614954	LOC101928710
chr3	39148871	39149698	GORASP1
chr17	41910027	41910899	MPP3
chr16	15135489	15135823	NTAN1
chr1	155658057	155659221	YY1AP1
chr14	20929230	20930320	TMEM55B
chr11	36310714	36311136	COMMD9
chr6	7468413	7469191	RIOK1
chr16	2097320	2098224	NTHL1
chr5	32522801	32523166	SUB1
chr12	64173698	64174155	TMEM5
chr16	2317995	2319161	RNPS1
chr3	128838363	128838743	RAB43
chr2	73052939	73053317	EXOC6B
chr19	47530784	47531243	NPAS1
chr21	45138385	45139810	PDXK
chr9	128469113	128470046	MAPKAP1
chr2	70528504	70529410	FAM136A
chr20	25370542	25371893	ABHD12
chr19	862768	863133	CFD
chr20	1373394	1374143	FKBP1A-SDCBP2
chr7	63386665	63387414	LINC01005
chr7	44517062	44517375	NUDCD3
chr17	76778453	76779059	CYTH1
chr3	12200050	12200383	TIMP4
chr17	57806304	57806672	PTRH2
chr16	89992370	89993186	TUBB3
chr7	141437779	141438464	SSBP1
chr1	146894841	146895413	LINC00624
chr3	53200957	53201421	PRKCD
chr19	50178889	50179618	PRMT1
chr11	77531813	77532459	AAMDC
chr1	26145968	26147621	MTFR1L
chr10	124913488	124914724	BUB3
chr19	55815605	55815981	BRSK1
chr14	77843082	77843713	TMED8
chr17	80251409	80251787	CSNK1D
chr1	1284028	1284382	DVL1
chr6	5084508	5085262	PPP1R3G
chr15	26189371	26189929	LOC100128714
chr6	29617563	29618093	MOG
chr4	124130	125733	ZNF718
chr1	871407	871819	SAMD11
chr9	135998479	135999119	RALGDS
chr16	10450962	10451292	ATF7IP2
chr10	72291424	72291785	PALD1
chr7	45039295	45039842	CCM2
chr22	28114250	28114580	MN1
chr2	178547897	178548553	TTC30A
chr1	170043428	170044269	KIFAP3
chr19	33367733	33368157	SLC7A9
chr2	25534686	25535089	MIR1301
chr7	95181283	95181639	PDK4
chr20	62958961	62959520	LINC00266-1
chr13	31248172	31248759	USPL1
chr12	125371520	125372237	SCARB1
chr4	110650668	110651295	PLA2G12A
chr1	26185399	26186365	AUNIP
chr17	46656029	46656507	HOXB4
chr6	13924178	13925564	RNF182
chr11	85913605	85914073	EED
chr20	62495338	62496760	TPD52L2
chr7	26220362	26220750	HNRNPA2B1
chr11	44971838	44972890	TP53I11
chr20	10654323	10655230	JAG1
chr20	35788923	35789484	RPN2
chr17	79880419	79881691	MAFG
chr12	64615184	64616501	C12orf66
chr7	66146572	66147563	RABGEF1
chr22	37851493	37852223	ELFN2
chr1	26946683	26948069	MIR1976
chr6	170893003	170894130	PDCD2
chr20	57617454	57618510	SLMO2
chr20	3766142	3767155	CENPB
chr21	45848122	45848794	TRPM2-AS
chrX	150151505	150151987	HMGB3
chr15	45920231	45920825	SQRDL
chr7	6676646	6676968	ZNF316
chr19	34849757	34850785	GPI
chr6	135502243	135502680	MYB
chr20	48945769	48946101	LINC01271
chr6	33454013	33454442	ZBTB9
chr17	8024880	8025435	HES7
chr20	49138395	49138724	PTPN1
chr6	3053650	3054355	RIPK1
chr12	12715523	12716113	DUSP16
chr14	74551007	74551670	ALDH6A1
chr12	102706980	102707633	PMCH
chr1	171710925	171711538	VAMP4
chr7	150839712	150840212	GBX1
chr7	55411023	55411541	LANCL2
chr10	28821096	28822135	WAC-AS1
chr17	72427803	72428488	GPRC5C
chr1	16121660	16121984	UQCRHL
chr11	85393637	85394294	CCDC89
chr12	6999941	7000710	DSTNP2
chr10	6130525	6131510	RBM17
chr12	110433713	110434592	GIT2
chr1	169862588	169863606	SCYL3
chr16	23652243	23653095	PALB2
chr2	219152506	219153013	TMBIM1
chr18	51883869	51884674	C18orf54
chr19	12758034	12758721	MAN2B1
chr22	36847690	36848235	TXN2
chr20	32261885	32262554	NECAB3
chr12	56122574	56123559	CD63
chr19	14016508	14017381	CC2D1A
chr12	131795775	131796129	LOC338797
chr19	6587246	6587827	CD70
chr9	90325403	90325770	CTSL
chr6	135375552	135376480	HBS1L
chr2	198593621	198594256	MARS2
chr13	111566363	111567828	ANKRD10
chr3	49506729	49508314	DAG1
chr9	36486760	36487165	MELK
chr5	135524541	135525055	LOC389332
chr9	134406323	134407132	UCK1
chrX	109561052	109562031	AMMECR1
chr19	39179717	39180203	ACTN4
chr1	85741969	85742891	BCL10
chr15	43621917	43623035	ADAL
chr2	74733728	74735572	PCGF1
chr6	15248735	15249079	JARID2-AS1
chr12	34175046	34175436	ALG10
chr3	170587871	170588301	RPL22L1
chr2	217639912	217640224	IGFBP5
chr12	57025985	57026477	BAZ2A
chr6	130005061	130005482	ARHGAP18
chr11	63741733	63742526	COX8A
chr1	29298881	29299273	EPB41
chr19	55769263	55770950	PPP6R1
chr5	67510969	67511887	LOC102467655
chr1	142618365	142619278	ANKRD20A12P
chrX	153706883	153708070	LAGE3
chr17	26645824	26646705	TMEM97
chr11	76777412	76778311	CAPN5
chr12	57610775	57611286	NXPH4
chr11	74203679	74204918	LIPT2
chr11	94368043	94368680	PIWIL4
chr10	135043928	135044372	UTF1
chr6	28109196	28109806	ZKSCAN8
chr3	196668733	196669773	NCBP2
chr2	200088562	200088864	SATB2-AS1
chr10	6186505	6187370	MIR3155A
chr7	99005641	99006655	PDAP1
chr11	62389241	62389872	B3GAT3
chr3	182698132	182698521	DCUN1D1
chr7	36802971	36803500	AOAH
chr2	7005316	7006473	CMPK2
chr6	139308668	139309567	REPS1
chr11	65381473	65382013	MAP3K11
chr2	137180956	137181534	CXCR4
chr12	120314863	120315500	CIT
chr10	75545757	75546475	ZSWIM8
chr6	109761641	109762673	PPIL6
chr5	141851729	141852187	FGF1
chr2	223708986	223709504	ACSL3
chr20	48595819	48596332	SNAI1
chr5	6712709	6713648	PAPD7
chr9	93563791	93564140	SYK
chr12	110151051	110152660	FAM222A
chr19	44144180	44144479	CADM4
chr14	53257706	53258786	GNPNAT1
chr5	141229348	141230095	PCDH1
chr2	74153661	74154291	DGUOK
chr3	132441722	132442086	NPHP3
chr3	98620300	98621005	DCBLD2
chr8	104032683	104033662	ATP6V1C1
chr12	12419578	12420339	LRP6
chr22	50963477	50965786	SCO2
chr4	44727927	44729059	GNPDA2
chr17	38279259	38280087	MSL1
chr5	148930647	148931546	CSNK1A1
chrX	54834893	54835833	MAGED2
chr9	131017800	131018135	MIR3154
chr14	20881397	20881851	TEP1
chr15	64454989	64455797	PPIB
chr17	76596216	76596579	DNAH17
chr8	37817901	37818572	ADRB3
chr4	4463376	4464044	STX18-IT1
chr2	208030765	208031876	MIR7845
chr17	42060920	42061595	PYY
chr1	16543550	16544150	ARHGEF19
chr3	128745800	128746656	EFCC1
chr17	17566568	17567123	SMCR2
chrX	110462826	110463297	CAPN6
chr10	75541551	75542023	CHCHD1
chr17	19880691	19881601	AKAP10
chr11	126225180	126225780	ST3GAL4-AS1
chr7	66594171	66594477	TYW1
chr14	23341636	23342227	LRP10
chr19	36288558	36289116	LINC01529
chrX	16737344	16738037	SYAP1
chr2	163157591	163157956	IFIH1
chr19	12273573	12274368	ZNF136
chr6	36561595	36562313	SRSF3
chr2	70056274	70057791	GMCL1
chr12	56831408	56831733	TIMELESS
chr17	504581	505617	VPS53
chr10	6018982	6020050	IL15RA
chr6	26173120	26173732	HIST1H2BE
chr8	7538099	7538426	FAM90A10P
chr6	2245394	2246223	GMDS
chr5	37208834	37209325	C5orf42
chr21	36986607	36987017	LOC100506403
chr3	93698548	93699442	ARL13B
chr1	28640462	28640838	MED18
chr9	133814218	133814849	FIBCD1
chr6	129822629	129822950	ARHGAP18
chr17	72732522	72732987	SLC9A3R1
chr7	57710615	57711238	ZNF716
chr19	46379581	46380238	IRF2BP1
chr1	19835520	19835870	CAPZB
chr11	12599207	12599848	TEAD1
chr1	33190824	33191140	KIAA1522
chr2	55098527	55099101	EML6
chr17	1639784	1640249	SERPINF2
chr8	59904420	59904761	TOX
chrX	128737678	128738295	APLN
chr22	50628492	50629339	TRABD
chr1	204403399	204403952	PPP1R15B
chr6	31670435	31671504	ABHD16A
chr5	140104751	140105187	VTRNA1-3
chr14	102021565	102021998	DIO3OS
chr21	33650899	33651934	MIS18A
chr8	88885953	88886673	DCAF4L2
chr1	184005693	184007012	COLGALT2
chr19	41129698	41130264	LTBP4
chr6	16759952	16760787	ATXN1
chr7	44150587	44150977	MIR4649
chr4	146540088	146540887	MMAA
chr2	240195111	240195584	MIR4269
chr22	20944950	20945474	MED15
chr18	61034103	61035080	KDSR
chr2	159991926	159992816	MIR6888
chr6	7166703	7167132	RREB1
chr1	53192031	53192468	ZYG11B
chr19	36284220	36284715	LINC01529
chr5	70882800	70883300	MCCC2
chr5	963884	964500	LOC100506688
chr17	41132141	41133330	RUNDC1
chr11	77903419	77903865	USP35
chr19	44099963	44100971	ZNF576
chr4	3451097	3451468	HGFAC
chr16	88126349	88126986	LOC400553
