PeakID (cmd=annotatePeaks.pl ENCAB000BLK.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_17717	chr7	130756733	130757091	+	0	NA	intron (LINC-PINT, intron 2 of 5)	-intron (LINC-PINT, intron 2 of 4)	158689	LOC100506860	LOC100506860	NR_109780			LOC100506860			NA
Interval_14614	chr4	83349759	83351997	+	0	NA	promoter-TSS (ENOPH1)	-promoter-TSS (ENOPH1)	500	HNRNPDL	HNRNPDL	NM_031372			HNRNPDL			NA
Interval_7108	chr16	57278697	57279529	+	0	NA	promoter-TSS (ARL2BP)	-promoter-TSS (ARL2BP)	75	ARL2BP	ARL2BP	NM_012106			ARL2BP			NA
Interval_6143	chr15	62682403	62682979	+	0	NA	Intergenic	Intergenic	47463	MIR6085	MIR6085	NR_106733			MIR6085			NA
Interval_5329	chr14	23398537	23399033	+	0	NA	promoter-TSS (PRMT5)	-promoter-TSS (PRMT5)	9	PRMT5	PRMT5	NM_006109			PRMT5			NA
Interval_2480	chr10	73044979	73045284	+	0	NA	exon (UNC5B, exon 4 of 16)	-exon (UNC5B, exon 4 of 16)	-33879	SLC29A3	SLC29A3	NM_018344			SLC29A3			NA
Interval_9752	chr19	19754268	19754675	+	0	NA	promoter-TSS (GMIP)	-promoter-TSS (GMIP)	5	GMIP	GMIP	NM_016573			GMIP			NA
Interval_2153	chr10	6857650	6857968	+	0	NA	intron (LINC00707, intron 2 of 4)	-intron (LINC00707, intron 2 of 4)	36249	LINC00707	LINC00707	NR_038291			LINC00707			NA
Interval_15255	chr5	86318069	86318570	+	0	NA	Intergenic	Intergenic	92452	MIR4280	MIR4280	NR_036243			MIR4280			NA
Interval_12568	chr21	41117164	41117780	+	0	NA	intron (IGSF5, intron 1 of 8)	-intron (IGSF5, intron 1 of 8)	138	IGSF5	IGSF5	NM_001080444			IGSF5			NA
Interval_8281	chr17	48624415	48624761	+	0	NA	exon (SPATA20, exon 1 of 16)	-exon (SPATA20, exon 1 of 16)	138	SPATA20	SPATA20	NM_001258373			SPATA20			NA
Interval_15634	chr5	170814154	170815146	+	0	NA	promoter-TSS (NPM1)	-promoter-TSS (NPM1)	-58	NPM1	NPM1	NM_199185			NPM1			NA
Interval_5418	chr14	36789536	36790172	+	0	NA	promoter-TSS (MBIP)	-promoter-TSS (MBIP)	28	MBIP	MBIP	NM_016586			MBIP			NA
Interval_10170	chr19	46172294	46172911	+	0	NA	intron (GIPR, intron 1 of 12)	-intron (GIPR, intron 1 of 13)	1100	GIPR	GIPR	NM_001308418			GIPR			NA
Interval_8499	chr17	73854830	73855167	+	0	NA	Intergenic	Intergenic	-3497	WBP2	WBP2	NM_012478			WBP2			NA
Interval_12663	chr21	46494813	46495522	+	0	NA	intron (ADARB1, intron 1 of 12)	-intron (ADARB1, intron 1 of 10)	674	ADARB1	ADARB1	NM_015834			ADARB1			NA
Interval_17129	chr7	33168518	33169521	+	0	NA	promoter-TSS (BBS9)	-promoter-TSS (BBS9)	-133	BBS9	BBS9	NM_001033604			BBS9			NA
Interval_13507	chr3	46064250	46064937	+	0	NA	intron (XCR1, intron 1 of 2)	-intron (XCR1, intron 1 of 1)	4386	XCR1	XCR1	NM_005283			XCR1			NA
Interval_2818	chr10	120966272	120967189	+	0	NA	promoter-TSS (GRK5)	-promoter-TSS (GRK5)	-467	GRK5	GRK5	NM_005308			GRK5			NA
Interval_13881	chr3	128278283	128278776	+	0	NA	Intergenic	Intergenic	16400	LINC01565	LINC01565	NR_125802			LINC01565			NA
Interval_426	chr1	23945789	23946249	+	0	NA	Intergenic	Intergenic	-7805	MDS2	MDS2	NR_027042			MDS2			NA
Interval_10065	chr19	42569672	42570047	+	0	NA	promoter-TSS (GRIK5)	-promoter-TSS (GRIK5)	98	GRIK5	GRIK5	NM_001301030			GRIK5			NA
Interval_11708	chr2	220093759	220094654	+	0	NA	promoter-TSS (ANKZF1)	-promoter-TSS (ANKZF1)	204	ATG9A	ATG9A	NM_001077198			ATG9A			NA
Interval_13039	chr22	38794591	38795570	+	0	NA	promoter-TSS (LOC400927-CSNK1E)	-promoter-TSS (LOC400927-CSNK1E)	-149	LOC400927	LOC400927	NR_002821			LOC400927			NA
Interval_13265	chr3	9690822	9691353	+	0	NA	promoter-TSS (MTMR14)	-promoter-TSS (MTMR14)	-30	MTMR14	MTMR14	NM_001077525			MTMR14			NA
Interval_9761	chr19	20278074	20278407	+	0	NA	intron (ZNF486, intron 1 of 3)	-intron (ZNF486, intron 1 of 3)	217	ZNF486	ZNF486	NM_052852			ZNF486			NA
Interval_9538	chr19	13266260	13266622	+	0	NA	TTS (IER2)	-TTS (IER2)	5159	IER2	IER2	NM_004907			IER2			NA
Interval_2789	chr10	112678879	112679679	+	0	NA	promoter-TSS (BBIP1)	-promoter-TSS (BBIP1)	-22	SHOC2	SHOC2	NM_007373			SHOC2			NA
Interval_12228	chr20	45242812	45243316	+	0	NA	intron (SLC13A3, intron 2 of 12)	-intron (SLC13A3, intron 2 of 13)	37036	SLC13A3	SLC13A3	NM_001011554			SLC13A3			NA
Interval_3431	chr11	63948937	63949541	+	0	NA	Intergenic	Intergenic	-4348	STIP1	STIP1	NM_001282653			STIP1			NA
Interval_14781	chr4	140373924	140375755	+	0	NA	promoter-TSS (RAB33B)	-promoter-TSS (RAB33B)	-122	RAB33B	RAB33B	NM_031296			RAB33B			NA
Interval_18481	chr8	125486422	125487797	+	0	NA	promoter-TSS (RNF139-AS1)	-promoter-TSS (RNF139-AS1)	101	RNF139	RNF139	NM_007218			RNF139			NA
Interval_18850	chr9	71788616	71789428	+	0	NA	promoter-TSS (TJP2)	-promoter-TSS (TJP2)	51	TJP2	TJP2	NM_001170416			TJP2			NA
Interval_9760	chr19	20162786	20163254	+	0	NA	Intergenic	Intergenic	-12743	ZNF682	ZNF682	NM_033196			ZNF682			NA
Interval_1047	chr1	93427167	93427688	+	0	NA	promoter-TSS (FAM69A)	-promoter-TSS (FAM69A)	-348	FAM69A	FAM69A	NM_001006605			FAM69A			NA
Interval_18475	chr8	124428305	124429907	+	0	NA	exon (WDYHV1, exon 1 of 6)	-exon (WDYHV1, exon 1 of 6)	141	WDYHV1	WDYHV1	NM_018024			WDYHV1			NA
Interval_18274	chr8	61966108	61966477	+	0	NA	Intergenic	Intergenic	-85985	LOC100130298	LOC100130298	NR_034003			LOC100130298			NA
Interval_13828	chr3	122513503	122514272	+	0	NA	promoter-TSS (DIRC2)	-promoter-TSS (DIRC2)	-14	DIRC2	DIRC2	NM_032839			DIRC2			NA
Interval_5558	chr14	67999709	68000137	+	0	NA	promoter-TSS (PLEKHH1)	-promoter-TSS (PLEKHH1)	-85	PLEKHH1	PLEKHH1	NM_020715			PLEKHH1			NA
Interval_12306	chr20	52354836	52355458	+	0	NA	Intergenic	Intergenic	137101	SUMO1P1	SUMO1P1	NR_002189			SUMO1P1			NA
Interval_230	chr1	11159339	11160368	+	0	NA	exon (EXOSC10, exon 1 of 25)	-exon (EXOSC10, exon 1 of 25)	114	EXOSC10	EXOSC10	NM_001001998			EXOSC10			NA
Interval_127	chr1	4645221	4645680	+	0	NA	Intergenic	Intergenic	-69655	AJAP1	AJAP1	NM_018836			AJAP1			NA
Interval_6202	chr15	66678951	66679932	+	0	NA	exon (MAP2K1, exon 1 of 11)	-exon (MAP2K1, exon 1 of 11)	230	MAP2K1	MAP2K1	NM_002755			MAP2K1			NA
Interval_15621	chr5	159848614	159849111	+	0	NA	promoter-TSS (PTTG1)	-promoter-TSS (PTTG1)	48	PTTG1	PTTG1	NM_004219			PTTG1			NA
Interval_6792	chr16	14464050	14464385	+	0	NA	promoter-TSS (LOC105447648)	-promoter-TSS (LOC105447648)	-94	LOC105447648	LOC105447648	NR_131191			LOC105447648			NA
Interval_11642	chr2	205409971	205410438	+	0	NA	promoter-TSS (PARD3B)	-promoter-TSS (PARD3B)	-312	PARD3B	PARD3B	NM_152526			PARD3B			NA
Interval_18427	chr8	103613032	103613590	+	0	NA	Intergenic	Intergenic	49463	ODF1	ODF1	NM_024410			ODF1			NA
Interval_2592	chr10	86039548	86040292	+	0	NA	intron (LINC00858, intron 1 of 5)	-intron (LINC00858, intron 1 of 5)	184	LINC00858	LINC00858	NR_038220			LINC00858			NA
Interval_18690	chr9	4740823	4741703	+	0	NA	promoter-TSS (AK3)	-promoter-TSS (AK3)	46	AK3	AK3	NM_001199853			AK3			NA
Interval_16280	chr6	37137286	37137709	+	0	NA	promoter-TSS (PIM1)	-promoter-TSS (PIM1)	-425	PIM1	PIM1	NM_001243186			PIM1			NA
Interval_15349	chr5	122545229	122545613	+	0	NA	Intergenic	Intergenic	120580	PRDM6	PRDM6	NM_001136239			PRDM6			NA
Interval_1028	chr1	91316779	91317224	+	0	NA	Intergenic	Intergenic	-134207	BARHL2	BARHL2	NM_020063			BARHL2			NA
Interval_7705	chr17	8638605	8639183	+	0	NA	exon (CCDC42, exon 5 of 7)	-exon (CCDC42, exon 5 of 7)	9260	CCDC42	CCDC42	NM_144681			CCDC42			NA
Interval_3812	chr11	102188039	102188561	+	0	NA	exon (BIRC3, exon 1 of 9)	-exon (BIRC3, exon 1 of 9)	119	BIRC3	BIRC3	NM_182962			BIRC3			NA
Interval_16322	chr6	41747590	41748047	+	0	NA	promoter-TSS (FRS3)	-promoter-TSS (FRS3)	-175	FRS3	FRS3	NM_006653			FRS3			NA
Interval_15616	chr5	159687957	159688529	+	0	NA	intron (CCNJL, intron 3 of 5)	-intron (CCNJL, intron 3 of 5)	31806	FABP6	FABP6	NM_001040442			FABP6			NA
Interval_17625	chr7	112090140	112091585	+	0	NA	intron (IFRD1, intron 1 of 11)	-intron (IFRD1, intron 2 of 12)	299	IFRD1	IFRD1	NM_001007245			IFRD1			NA
Interval_13127	chr22	42915427	42916163	+	0	NA	promoter-TSS (RRP7A)	-promoter-TSS (RRP7A)	34	RRP7A	RRP7A	NM_015703			RRP7A			NA
Interval_7811	chr17	20755807	20756420	+	0	NA	Intergenic	Intergenic	-15633	CCDC144NL-AS1	CCDC144NL-AS1	NR_104185			CCDC144NL-AS1			NA
Interval_1797	chr1	209749836	209750232	+	0	NA	Intergenic	Intergenic	-7011	CAMK1G	CAMK1G	NM_020439			CAMK1G			NA
Interval_17678	chr7	127887894	127888203	+	0	NA	intron (LEP, intron 1 of 2)	-intron (LEP, intron 1 of 2)	6717	LEP	LEP	NM_000230			LEP			NA
Interval_328	chr1	17380307	17381117	+	0	NA	promoter-TSS (SDHB)	-promoter-TSS (SDHB)	-47	SDHB	SDHB	NM_003000			SDHB			NA
Interval_16036	chr6	27356101	27356918	+	0	NA	promoter-TSS (ZNF391)	-promoter-TSS (ZNF391)	-15	ZNF391	ZNF391	NM_001076781			ZNF391			NA
Interval_17957	chr8	2042664	2042968	+	0	NA	intron (MYOM2, intron 17 of 36)	-intron (MYOM2, intron 17 of 36)	18147	MIR7160	MIR7160	NR_106983			MIR7160			NA
Interval_3039	chr11	3862610	3863034	+	0	NA	promoter-TSS (RHOG)	-promoter-TSS (RHOG)	-609	RHOG	RHOG	NM_001665			RHOG			NA
Interval_2287	chr10	32151476	32151810	+	0	NA	intron (ARHGAP12, intron 3 of 19)	-intron (ARHGAP12, intron 3 of 18)	66161	ARHGAP12	ARHGAP12	NM_001270695			ARHGAP12			NA
Interval_18534	chr8	141474179	141475301	+	0	NA	Intergenic	Intergenic	-6062	TRAPPC9	TRAPPC9	NM_031466			TRAPPC9			NA
Interval_11918	chr20	2853077	2854390	+	0	NA	promoter-TSS (PTPRA)	-promoter-TSS (PTPRA)	-32385	PCED1A	PCED1A	NM_001271168			PCED1A			NA
Interval_15145	chr5	64330939	64331944	+	0	NA	Intergenic	Intergenic	266696	CWC27	CWC27	NM_005869			CWC27			NA
Interval_14367	chr4	6332713	6333049	+	0	NA	intron (PPP2R2C, intron 7 of 8)	-intron (PPP2R2C, intron 8 of 9)	50716	PPP2R2C	PPP2R2C	NM_001206994			PPP2R2C			NA
Interval_19380	chr9	138398340	138398727	+	0	NA	promoter-TSS (LOC101928525)	-promoter-TSS (LOC101928525)	-240	LOC101928525	LOC101928525	NR_121579			LOC101928525			NA
Interval_7152	chr16	66958790	66959205	+	0	NA	exon (RRAD, exon 2 of 5)	-exon (RRAD, exon 2 of 5)	442	RRAD	RRAD	NM_004165			RRAD			NA
Interval_11080	chr2	83874630	83875055	+	0	NA	Intergenic	Intergenic	-642964	FUNDC2P2	FUNDC2P2	NR_003663			FUNDC2P2			NA
Interval_1091	chr1	109359048	109359484	+	0	NA	intron (AKNAD1, intron 13 of 13)	-intron (AKNAD1, intron 15 of 15)	-40573	SPATA42	SPATA42	NR_034168			SPATA42			NA
Interval_14386	chr4	6918354	6918683	+	0	NA	intron (TBC1D14, intron 1 of 13)	-intron (TBC1D14, intron 1 of 13)	7023	TBC1D14	TBC1D14	NM_020773			TBC1D14			NA
Interval_14739	chr4	123609041	123609378	+	0	NA	intron (IL21-AS1, intron 10 of 10)	-intron (IL21-AS1, intron 10 of 10)	44404	CETN4P	CETN4P	NR_024041			CETN4P			NA
Interval_14932	chr5	434826	435294	+	0	NA	exon (AHRR, exon 11 of 11)	-exon (AHRR, exon 11 of 11)	8215	EXOC3-AS1	EXOC3-AS1	NR_126522			EXOC3-AS1			NA
Interval_8308	chr17	53499171	53499627	+	0	NA	promoter-TSS (MMD)	-promoter-TSS (MMD)	-58	MMD	MMD	NM_012329			MMD			NA
Interval_11836	chr2	241506001	241506385	+	0	NA	Intergenic	Intergenic	-1811	RNPEPL1	RNPEPL1	NM_018226			RNPEPL1			NA
Interval_12481	chr21	33944649	33945345	+	0	NA	Intergenic	Intergenic	12848	TCP10L	TCP10L	NM_144659			TCP10L			NA
Interval_3809	chr11	101785603	101786043	+	0	NA	promoter-TSS (CEP126)	-promoter-TSS (CEP126)	77	CEP126	CEP126	NM_020802			CEP126			NA
Interval_3525	chr11	65624488	65626151	+	0	NA	intron (CFL1, intron 1 of 3)	-intron (CFL1, intron 1 of 3)	485	CFL1	CFL1	NM_005507			CFL1			NA
Interval_9320	chr19	7548596	7548993	+	0	NA	intron (PEX11G, intron 2 of 4)	-intron (PEX11G, intron 2 of 4)	5130	PEX11G	PEX11G	NM_001300881			PEX11G			NA
Interval_11430	chr2	158422813	158423386	+	0	NA	intron (ACVR1C, intron 2 of 8)	-intron (ACVR1C, intron 2 of 8)	62300	ACVR1C	ACVR1C	NM_145259			ACVR1C			NA
Interval_11687	chr2	219187359	219188171	+	0	NA	promoter-TSS (PNKD)	-promoter-TSS (PNKD)	-137	PNKD	PNKD	NM_022572			PNKD			NA
Interval_20015	chrX	153688138	153688591	+	0	NA	intron (PLXNA3, intron 1 of 32)	-intron (PLXNA3, intron 1 of 32)	1743	PLXNA3	PLXNA3	NM_017514			PLXNA3			NA
Interval_9382	chr19	9434286	9435329	+	0	NA	promoter-TSS (ZNF559-ZNF177)	-promoter-TSS (ZNF559-ZNF177)	359	ZNF559	ZNF559	NM_001202406			ZNF559			NA
Interval_1777	chr1	207082489	207083375	+	0	NA	intron (FCMR, intron 6 of 7)	-intron (FCMR, intron 5 of 6)	12144	IL24	IL24	NM_001185157			IL24			NA
Interval_902	chr1	55839466	55839819	+	0	NA	Intergenic	Intergenic	148328	MIR4422	MIR4422	NR_039618			MIR4422			NA
Interval_6248	chr15	70740128	70740660	+	0	NA	Intergenic	Intergenic	-167492	SALRNA3	SALRNA3	NR_126481			SALRNA3			NA
Interval_9973	chr19	39801345	39801797	+	0	NA	intron (LRFN1, intron 1 of 1)	-intron (LRFN1, intron 1 of 1)	4405	LRFN1	LRFN1	NM_020862			LRFN1			NA
Interval_8184	chr17	45266591	45267148	+	0	NA	promoter-TSS (CDC27)	-promoter-TSS (CDC27)	-191	CDC27	CDC27	NM_001114091			CDC27			NA
Interval_12530	chr21	37802198	37802825	+	0	NA	Intergenic	Intergenic	44822	CHAF1B	CHAF1B	NM_005441			CHAF1B			NA
Interval_15922	chr6	13712050	13712791	+	0	NA	promoter-TSS (RANBP9)	-promoter-TSS (RANBP9)	-624	RANBP9	RANBP9	NM_005493			RANBP9			NA
Interval_12211	chr20	44407594	44408033	+	0	NA	intron (WFDC3, intron 4 of 6)	-intron (WFDC3, intron 4 of 6)	12734	WFDC3	WFDC3	NM_080614			WFDC3			NA
Interval_16111	chr6	30509407	30509772	+	0	NA	exon (GNL1, exon 12 of 12)	-exon (GNL1, exon 12 of 12)	-14897	PRR3	PRR3	NM_001077497			PRR3			NA
Interval_9850	chr19	35758230	35759684	+	0	NA	promoter-TSS (USF2)	-promoter-TSS (USF2)	-939	USF2	USF2	NM_003367			USF2			NA
Interval_16178	chr6	32828948	32829517	+	0	NA	Intergenic	Intergenic	7294	PSMB9	PSMB9	NM_002800_2			PSMB9			NA
Interval_13820	chr3	120572255	120572596	+	0	NA	Intergenic	Intergenic	-54625	STXBP5L	STXBP5L	NM_014980			STXBP5L			NA
Interval_3533	chr11	65728522	65729587	+	0	NA	promoter-TSS (SART1)	-promoter-TSS (SART1)	-106	SART1	SART1	NM_005146			SART1			NA
Interval_4509	chr12	58281886	58282287	+	0	NA	Intergenic	Intergenic	-41339	CTDSP2	CTDSP2	NM_005730			CTDSP2			NA
Interval_13313	chr3	13126716	13127049	+	0	NA	Intergenic	Intergenic	-117684	IQSEC1	IQSEC1	NM_001134382			IQSEC1			NA
Interval_9792	chr19	30303382	30303678	+	0	NA	intron (CCNE1, intron 2 of 11)	-intron (CCNE1, intron 2 of 11)	629	CCNE1	CCNE1	NM_001238			CCNE1			NA
Interval_17809	chr7	148981960	148982632	+	0	NA	promoter-TSS (LOC155060)	-promoter-TSS (LOC155060)	-76	LOC155060	LOC155060	NR_036573			LOC155060			NA
Interval_11711	chr2	220159433	220160200	+	0	NA	promoter-TSS (MIR153-1)	-promoter-TSS (MIR153-1)	-894	MIR153-1	MIR153-1	NR_029688			MIR153-1			NA
Interval_19147	chr9	126784812	126785248	+	0	NA	intron (LHX2, intron 4 of 4)	-intron (LHX2, intron 4 of 4)	11141	LHX2	LHX2	NM_004789			LHX2			NA
Interval_12781	chr22	20378014	20379253	+	0	NA	intron (TMEM191B, intron 2 of 8)	-intron (TMEM191B, intron 2 of 8)	964	TMEM191B	TMEM191B	NM_001242313			TMEM191B			NA
Interval_9281	chr19	6110338	6111676	+	0	NA	promoter-TSS (RFX2)	-promoter-TSS (RFX2)	-343	RFX2	RFX2	NM_000635			RFX2			NA
Interval_12542	chr21	38909248	38909663	+	0	NA	Intergenic	Intergenic	116854	DYRK1A	DYRK1A	NM_001396			DYRK1A			NA
Interval_18855	chr9	73028833	73029285	+	0	NA	exon (KLF9, exon 1 of 2)	-exon (KLF9, exon 1 of 2)	514	KLF9	KLF9	NM_001206			KLF9			NA
Interval_4286	chr12	48606261	48606804	+	0	NA	Intergenic	Intergenic	-9457	OR10AD1	OR10AD1	NM_001004134			OR10AD1			NA
Interval_18073	chr8	22583316	22583767	+	0	NA	intron (PEBP4, intron 5 of 6)	-intron (PEBP4, intron 5 of 6)	-32726	EGR3	EGR3	NM_004430			EGR3			NA
Interval_11947	chr20	5687430	5687777	+	0	NA	Intergenic	Intergenic	-43430	C20orf196	C20orf196	NM_001303477			C20orf196			NA
Interval_8487	chr17	73585034	73585429	+	0	NA	exon (MYO15B, exon 1 of 63)	-exon (MYO15B, exon 1 of 63)	1092	MYO15B	MYO15B	NM_001309242			MYO15B			NA
Interval_14195	chr3	194207552	194208684	+	0	NA	intron (LINC00884, intron 1 of 1)	-intron (LINC00884, intron 1 of 1)	249	LINC00884	LINC00884	NR_033929			LINC00884			NA
Interval_6825	chr16	18812532	18813431	+	0	NA	promoter-TSS (ARL6IP1)	-promoter-TSS (ARL6IP1)	-124	ARL6IP1	ARL6IP1	NM_015161			ARL6IP1			NA
Interval_15442	chr5	137577562	137578219	+	0	NA	Intergenic	Intergenic	-28858	CDC23	CDC23	NM_004661			CDC23			NA
Interval_11492	chr2	172864375	172865178	+	0	NA	promoter-TSS (METAP1D)	-promoter-TSS (METAP1D)	-28	METAP1D	METAP1D	NM_199227			METAP1D			NA
Interval_10743	chr2	27174580	27174919	+	0	NA	Intergenic	Intergenic	-18490	MAPRE3	MAPRE3	NM_012326			MAPRE3			NA
Interval_11954	chr20	7999357	8000681	+	0	NA	intron (TMX4, intron 1 of 7)	-intron (TMX4, intron 1 of 7)	457	TMX4	TMX4	NM_021156			TMX4			NA
Interval_19330	chr9	135717716	135718051	+	0	NA	intron (AK8, intron 5 of 12)	-intron (AK8, intron 5 of 12)	36315	AK8	AK8	NM_152572			AK8			NA
Interval_9190	chr19	3285193	3285522	+	0	NA	intron (CELF5, intron 9 of 12)	-intron (CELF5, intron 9 of 11)	59874	CELF5	CELF5	NM_021938			CELF5			NA
Interval_11169	chr2	99060872	99061565	+	0	NA	promoter-TSS (INPP4A)	-promoter-TSS (INPP4A)	-103	INPP4A	INPP4A	NM_001134224			INPP4A			NA
Interval_1928	chr1	228361550	228362552	+	0	NA	promoter-TSS (IBA57)	-promoter-TSS (IBA57)	-200	IBA57	IBA57	NM_001310327			IBA57			NA
Interval_10836	chr2	43195115	43195615	+	0	NA	Intergenic	Intergenic	71317	LOC102723854	LOC102723854	NR_110585			LOC102723854			NA
Interval_12328	chr20	56963775	56964674	+	0	NA	promoter-TSS (VAPB)	-promoter-TSS (VAPB)	49	VAPB	VAPB	NM_004738			VAPB			NA
Interval_18169	chr8	38011246	38011639	+	0	NA	Intergenic	Intergenic	-2842	STAR	STAR	NM_000349			STAR			NA
Interval_4388	chr12	53573852	53575139	+	0	NA	promoter-TSS (ZNF740)	-promoter-TSS (ZNF740)	-40	ZNF740	ZNF740	NM_001004304			ZNF740			NA
Interval_6377	chr15	82360112	82360456	+	0	NA	Intergenic	Intergenic	-20651	LINC01583	LINC01583	NR_120367			LINC01583			NA
Interval_615	chr1	32817081	32817504	+	0	NA	Intergenic	Intergenic	10552	FAM229A	FAM229A	NM_001167676			FAM229A			NA
Interval_12677	chr21	46974619	46975078	+	0	NA	Intergenic	Intergenic	-12463	SLC19A1	SLC19A1	NM_001205206			SLC19A1			NA
Interval_2640	chr10	94352553	94353201	+	0	NA	promoter-TSS (KIF11)	-promoter-TSS (KIF11)	52	KIF11	KIF11	NM_004523			KIF11			NA
Interval_12860	chr22	24256013	24256574	+	0	NA	Intergenic	Intergenic	-15176	MIF-AS1	MIF-AS1	NR_038911			MIF-AS1			NA
Interval_14933	chr5	472733	473869	+	0	NA	promoter-TSS (PP7080)	-promoter-TSS (PP7080)	-50	LOC100288152	LOC100288152	NR_125375			LOC100288152			NA
Interval_14769	chr4	132670977	132671360	+	0	NA	Intergenic	Intergenic	-14825	LOC101927305	LOC101927305	NR_125884			LOC101927305			NA
Interval_1461	chr1	160068058	160068430	+	0	NA	exon (IGSF8, exon 2 of 8)	-exon (IGSF8, exon 2 of 8)	195	IGSF8	IGSF8	NM_001206665			IGSF8			NA
Interval_4375	chr12	52565772	52566366	+	0	NA	exon (KRT80, exon 7 of 9)	-exon (KRT80, exon 7 of 9)	19715	KRT80	KRT80	NM_001081492			KRT80			NA
Interval_19405	chr9	139267929	139268262	+	0	NA	promoter-TSS (CARD9)	-promoter-TSS (CARD9)	38	CARD9	CARD9	NM_052813			CARD9			NA
Interval_19907	chrX	130712662	130713245	+	0	NA	Intergenic	Intergenic	34905	OR13H1	OR13H1	NM_001004486			OR13H1			NA
Interval_6361	chr15	80188797	80189529	+	0	NA	exon (MTHFS, exon 1 of 3)	-exon (MTHFS, exon 1 of 3)	176	MTHFS	MTHFS	NM_001199758			MTHFS			NA
Interval_18184	chr8	40457813	40458279	+	0	NA	intron (ZMAT4, intron 4 of 5)	-intron (ZMAT4, intron 4 of 5)	297297	ZMAT4	ZMAT4	NM_024645			ZMAT4			NA
Interval_6842	chr16	21272351	21272811	+	0	NA	exon (CRYM, exon 9 of 10)	-exon (CRYM, exon 9 of 10)	27565	ANKS4B	ANKS4B	NM_145865			ANKS4B			NA
Interval_11200	chr2	103352045	103353799	+	0	NA	intron (MFSD9, intron 1 of 5)	-intron (MFSD9, intron 1 of 5)	415	MFSD9	MFSD9	NM_032718			MFSD9			NA
Interval_11514	chr2	175201436	175202741	+	0	NA	exon (SP9, exon 2 of 2)	-exon (SP9, exon 2 of 2)	2267	SP9	SP9	NM_001145250			SP9			NA
Interval_19152	chr9	127421301	127421935	+	0	NA	intron (MIR181A2HG, intron 1 of 1)	-intron (NR6A1, intron 2 of 9)	903	MIR181A2HG	MIR181A2HG	NR_038975			MIR181A2HG			NA
Interval_6222	chr15	68126080	68126786	+	0	NA	TTS (SKOR1)	-TTS (SKOR1)	4784	LOC101929076	LOC101929076	NR_120345			LOC101929076			NA
Interval_3638	chr11	71253376	71253897	+	0	NA	Intergenic	Intergenic	4565	KRTAP5-8	KRTAP5-8	NM_021046			KRTAP5-8			NA
Interval_11767	chr2	232422344	232422896	+	0	NA	Intergenic	Intergenic	-27438	NMUR1	NMUR1	NM_006056			NMUR1			NA
Interval_18992	chr9	99395769	99396301	+	0	NA	Intergenic	Intergenic	-13923	CDC14B	CDC14B	NM_033331			CDC14B			NA
Interval_6552	chr16	402964	403431	+	0	NA	promoter-TSS (AXIN1)	-promoter-TSS (AXIN1)	-521	AXIN1	AXIN1	NM_181050			AXIN1			NA
Interval_10480	chr19	55627655	55628049	+	0	NA	intron (PPP1R12C, intron 1 of 21)	-intron (PPP1R12C, intron 1 of 21)	1116	PPP1R12C	PPP1R12C	NM_001271618			PPP1R12C			NA
Interval_16786	chr6	156955463	156955832	+	0	NA	Intergenic	Intergenic	-143417	ARID1B	ARID1B	NM_017519			ARID1B			NA
Interval_7171	chr16	67302068	67302490	+	0	NA	intron (SLC9A5, intron 15 of 15)	-intron (SLC9A5, intron 15 of 15)	-11148	PLEKHG4	PLEKHG4	NM_001129731			PLEKHG4			NA
Interval_3185	chr11	22850612	22851427	+	0	NA	intron (SVIP, intron 1 of 3)	-intron (SVIP, intron 1 of 3)	363	SVIP	SVIP	NM_148893			SVIP			NA
Interval_16866	chr6	167880228	167880651	+	0	NA	Intergenic	Intergenic	-82441	TCP10	TCP10	NM_004610			TCP10			NA
Interval_10113	chr19	44575922	44576464	+	0	NA	promoter-TSS (ZNF284)	-promoter-TSS (ZNF284)	-104	ZNF284	ZNF284	NM_001037813			ZNF284			NA
Interval_14886	chr4	184328195	184328544	+	0	NA	Intergenic	Intergenic	-37420	CDKN2AIP	CDKN2AIP	NM_017632			CDKN2AIP			NA
Interval_7633	chr17	7108234	7108608	+	0	NA	intron (DLG4, intron 4 of 21)	-intron (DLG4, intron 2 of 19)	-14729	ACADVL	ACADVL	NM_000018			ACADVL			NA
Interval_12135	chr20	35851480	35851799	+	0	NA	intron (RPN2, intron 9 of 16)	-intron (RPN2, intron 8 of 16)	33660	GHRH	GHRH	NM_001184731			GHRH			NA
Interval_15163	chr5	67729782	67730464	+	0	NA	Intergenic	Intergenic	145871	PIK3R1	PIK3R1	NM_181523			PIK3R1			NA
Interval_11688	chr2	219232228	219232888	+	0	NA	promoter-TSS (CATIP-AS1)	-promoter-TSS (CATIP-AS1)	67	CATIP-AS1	CATIP-AS1	NR_110573			CATIP-AS1			NA
Interval_19971	chrX	152109736	152110675	+	0	NA	promoter-TSS (ZNF185)	-promoter-TSS (ZNF185)	27219	ZNF185	ZNF185	NM_001178107			ZNF185			NA
