PeakID (cmd=annotatePeaks.pl GATA3.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1434	chr20	39779392	39779738	+	0	NA	intron (PLCG1, intron 1 of 31)	-intron (PLCG1, intron 1 of 31)	-12925	PLCG1-AS1	PLCG1-AS1	NR_109889			PLCG1-AS1			NA
Interval_367	chr10	121173095	121173283	+	0	NA	intron (GRK5, intron 4 of 15)	-intron (GRK5, intron 4 of 15)	35705	MIR4681	MIR4681	NR_039829			MIR4681			NA
Interval_26	chr1	16470481	16470657	+	0	NA	intron (EPHA2, intron 3 of 16)	-intron (EPHA2, intron 3 of 16)	12013	EPHA2	EPHA2	NM_004431			EPHA2			NA
Interval_1022	chr17	56411245	56411412	+	0	NA	intron (BZRAP1-AS1, intron 1 of 3)	-intron (BZRAP1-AS1, intron 2 of 4)	2055	MIR4736	MIR4736	NR_039889			MIR4736			NA
Interval_1188	chr19	48256135	48256353	+	0	NA	intron (GLTSCR2, intron 6 of 12)	-intron (GLTSCR2, intron 6 of 12)	-2866	SNORD23	SNORD23	NR_003048			SNORD23			NA
Interval_1517	chr22	23922992	23923152	+	0	NA	promoter-TSS (IGLL1)	-promoter-TSS (IGLL1)	-577	IGLL1	IGLL1	NM_152855			IGLL1			NA
Interval_480	chr11	84502162	84502325	+	0	NA	intron (DLG2, intron 6 of 27)	-intron (DLG2, intron 6 of 27)	132222	DLG2	DLG2	NM_001142699			DLG2			NA
Interval_2004	chr5	167501123	167501349	+	0	NA	intron (TENM2, intron 7 of 28)	-intron (TENM2, intron 7 of 28)	158141	CTB-178M22.2	CTB-178M22	NR_109894			CTB-178M22.2			NA
Interval_2224	chr7	95940686	95940847	+	0	NA	intron (SLC25A13, intron 1 of 16)	-intron (SLC25A13, intron 1 of 17)	10693	SLC25A13	SLC25A13	NM_014251			SLC25A13			NA
Interval_312	chr10	71119430	71119581	+	0	NA	intron (HK1, intron 6 of 21)	-intron (HK1, intron 2 of 17)	57169	TACR2	TACR2	NM_001057			TACR2			NA
Interval_1516	chr22	23558217	23558394	+	0	NA	intron (BCR, intron 1 of 21)	-intron (BCR, intron 1 of 22)	35753	BCR	BCR	NM_021574			BCR			NA
Interval_2522	chrX	64918380	64918601	+	0	NA	intron (MSN, intron 1 of 12)	-intron (MSN, intron 1 of 12)	30979	MSN	MSN	NM_002444			MSN			NA
Interval_1849	chr4	108253984	108254159	+	0	NA	Intergenic	Intergenic	-296618	DKK2	DKK2	NM_014421			DKK2			NA
Interval_963	chr17	21029340	21029502	+	0	NA	promoter-TSS (DHRS7B)	-promoter-TSS (DHRS7B)	-820	DHRS7B	DHRS7B	NM_015510			DHRS7B			NA
Interval_859	chr15	93833326	93833486	+	0	NA	Intergenic	Intergenic	-200963	RGMA	RGMA	NM_020211			RGMA			NA
Interval_475	chr11	78276070	78276221	+	0	NA	intron (NARS2, intron 4 of 13)	-intron (NARS2, intron 4 of 13)	9764	NARS2	NARS2	NM_001243251			NARS2			NA
Interval_2143	chr6	158430210	158430414	+	0	NA	intron (SYNJ2, intron 1 of 26)	-intron (SYNJ2, intron 1 of 26)	8173	SYNJ2-IT1	SYNJ2-IT1	NR_046796			SYNJ2-IT1			NA
Interval_1888	chr4	169402133	169402284	+	0	NA	promoter-TSS (DDX60L)	-promoter-TSS (DDX60L)	-543	DDX60L	DDX60L	NM_001291510			DDX60L			NA
Interval_903	chr16	54545421	54545819	+	0	NA	Intergenic	Intergenic	-225242	IRX3	IRX3	NM_024336			IRX3			NA
Interval_1199	chr19	56137765	56137999	+	0	NA	Intergenic	Intergenic	-1941	ZNF784	ZNF784	NM_203374			ZNF784			NA
Interval_2503	chrX	20047909	20048100	+	0	NA	intron (MAP7D2, intron 7 of 15)	-intron (MAP7D2, intron 8 of 16)	-12699	MIR23C	MIR23C	NR_037414			MIR23C			NA
Interval_691	chr13	53582107	53582372	+	0	NA	Intergenic	Intergenic	-20637	OLFM4	OLFM4	NM_006418			OLFM4			NA
Interval_1420	chr20	31115413	31115579	+	0	NA	intron (NOL4L, intron 2 of 10)	-intron (NOL4L, intron 2 of 10)	17734	LOC101929698	LOC101929698	NR_110619			LOC101929698			NA
Interval_671	chr13	28984351	28984502	+	0	NA	intron (FLT1, intron 10 of 29)	-intron (FLT1, intron 10 of 12)	84839	FLT1	FLT1	NM_001159920			FLT1			NA
Interval_542	chr12	13062399	13062777	+	0	NA	intron (GPRC5A, intron 2 of 3)	-intron (GPRC5A, intron 2 of 3)	-6175	MIR614	MIR614	NR_030345			MIR614			NA
Interval_1991	chr5	150473292	150473476	+	0	NA	Intergenic	Intergenic	-12739	TNIP1	TNIP1	NM_001252390			TNIP1			NA
Interval_1709	chr3	165061116	165061327	+	0	NA	intron (LINC01322, intron 1 of 5)	-intron (LINC01322, intron 1 of 5)	136473	LINC01322	LINC01322	NR_125764			LINC01322			NA
Interval_1536	chr22	40725231	40725519	+	0	NA	exon (TNRC6B, exon 24 of 24)	-exon (TNRC6B, exon 24 of 24)	-17129	ADSL	ADSL	NM_000026			ADSL			NA
Interval_1480	chr21	32770983	32771152	+	0	NA	intron (TIAM1, intron 2 of 28)	-intron (TIAM1, intron 2 of 28)	160223	TIAM1	TIAM1	NM_003253			TIAM1			NA
Interval_1110	chr18	56362045	56362277	+	0	NA	intron (MALT1, intron 2 of 15)	-intron (MALT1, intron 2 of 16)	-23056	LOC101927322	LOC101927322	NM_001289967			LOC101927322			NA
Interval_1668	chr3	122031652	122032038	+	0	NA	Intergenic	Intergenic	-12166	CSTA	CSTA	NM_005213			CSTA			NA
Interval_393	chr11	9271899	9272050	+	0	NA	intron (DENND5A, intron 1 of 22)	-intron (DENND5A, intron 1 of 22)	14899	DENND5A	DENND5A	NM_015213			DENND5A			NA
Interval_845	chr15	75899164	75899588	+	0	NA	intron (SNUPN, intron 6 of 8)	-intron (SNUPN, intron 6 of 8)	19070	SNUPN	SNUPN	NM_001042588			SNUPN			NA
Interval_731	chr14	46792300	46792454	+	0	NA	intron (LINC00871, intron 3 of 3)	-intron (LINC00871, intron 3 of 5)	259015	LINC00871	LINC00871	NR_102699			LINC00871			NA
Interval_666	chr12	133217560	133217777	+	0	NA	intron (POLE, intron 39 of 48)	-intron (POLE, intron 39 of 48)	22302	P2RX2	P2RX2	NM_174873			P2RX2			NA
Interval_1078	chr17	80158826	80159020	+	0	NA	intron (CCDC57, intron 2 of 16)	-intron (CCDC57, intron 2 of 16)	11766	CCDC57	CCDC57	NM_198082			CCDC57			NA
Interval_1949	chr5	95053941	95054174	+	0	NA	Intergenic	Intergenic	-12793	RHOBTB3	RHOBTB3	NM_014899			RHOBTB3			NA
Interval_2551	chrX	118816419	118816588	+	0	NA	intron (SEPT6, intron 1 of 9)	-intron (SEPT6, intron 1 of 9)	10830	SEPT6	SEPT6	NM_145800			SEPT6			NA
Interval_1017	chr17	55515513	55516015	+	0	NA	intron (MSI2, intron 5 of 9)	-intron (MSI2, intron 6 of 13)	85194	LOC101927557	LOC101927557	NR_110808			LOC101927557			NA
Interval_2454	chr9	117613721	117613942	+	0	NA	Intergenic	Intergenic	-45423	TNFSF15	TNFSF15	NM_005118			TNFSF15			NA
Interval_2449	chr9	112888914	112889066	+	0	NA	intron (AKAP2, intron 1 of 3)	-intron (AKAP2, intron 1 of 3)	78112	AKAP2	AKAP2	NM_001136562			AKAP2			NA
Interval_1474	chr21	19816059	19816293	+	0	NA	Intergenic	Intergenic	-40206	TMPRSS15	TMPRSS15	NM_002772			TMPRSS15			NA
Interval_196	chr1	208035367	208035518	+	0	NA	Intergenic	Intergenic	43718	LOC148696	LOC148696	NR_026817			LOC148696			NA
Interval_647	chr12	125093687	125093863	+	0	NA	Intergenic	Intergenic	-41765	NCOR2	NCOR2	NM_001077261			NCOR2			NA
Interval_2558	chrX	123529431	123529632	+	0	NA	intron (TENM1, intron 26 of 30)	-intron (TENM1, intron 27 of 31)	49399	SH2D1A	SH2D1A	NM_001114937			SH2D1A			NA
Interval_2306	chr8	38409770	38409985	+	0	NA	Intergenic	Intergenic	-23697	C8orf86	C8orf86	NM_207412			C8orf86			NA
Interval_1818	chr4	78021398	78021759	+	0	NA	Intergenic	Intergenic	-24453	CCNI	CCNI	NM_006835			CCNI			NA
Interval_1990	chr5	150144198	150144461	+	0	NA	Intergenic	Intergenic	-5672	DCTN4	DCTN4	NM_016221			DCTN4			NA
Interval_1067	chr17	76252883	76253034	+	0	NA	Intergenic	Intergenic	21615	LOC100996291	LOC100996291	NR_073178			LOC100996291			NA
Interval_695	chr13	60035651	60035882	+	0	NA	Intergenic	Intergenic	551577	DIAPH3	DIAPH3	NM_001042517			DIAPH3			NA
Interval_2201	chr7	45646554	45646734	+	0	NA	intron (ADCY1, intron 2 of 19)	-intron (ADCY1, intron 3 of 9)	32519	ADCY1	ADCY1	NM_021116			ADCY1			NA
Interval_2517	chrX	46180059	46180338	+	0	NA	Intergenic	Intergenic	6911	LINC01186	LINC01186	NR_110388			LINC01186			NA
Interval_299	chr10	48427481	48427638	+	0	NA	intron (GDF10, intron 2 of 2)	-intron (GDF10, intron 2 of 2)	-10687	GDF2	GDF2	NM_016204			GDF2			NA
Interval_1108	chr18	53415687	53416040	+	0	NA	Intergenic	Intergenic	-160003	TCF4	TCF4	NM_001243226			TCF4			NA
Interval_1352	chr2	219180832	219181000	+	0	NA	intron (PNKD, intron 2 of 9)	-intron (PNKD, intron 2 of 9)	-6986	PNKD	PNKD	NM_022572			PNKD			NA
Interval_2525	chrX	65225994	65226241	+	0	NA	Intergenic	Intergenic	-12595	MIR223	MIR223	NR_029637			MIR223			NA
Interval_97	chr1	64781673	64781824	+	0	NA	Intergenic	Intergenic	112258	UBE2U	UBE2U	NM_152489			UBE2U			NA
Interval_362	chr10	119168084	119168257	+	0	NA	Intergenic	Intergenic	-33192	PDZD8	PDZD8	NM_173791			PDZD8			NA
Interval_2480	chr9	132616926	132617116	+	0	NA	intron (USP20, intron 3 of 24)	-intron (USP20, intron 3 of 25)	-14863	MIR6855	MIR6855	NR_106914			MIR6855			NA
Interval_2228	chr7	104584035	104584186	+	0	NA	Intergenic	Intergenic	-17018	LHFPL3-AS2	LHFPL3-AS2	NR_027374			LHFPL3-AS2			NA
Interval_2129	chr6	151183099	151183281	+	0	NA	Intergenic	Intergenic	-3625	MTHFD1L	MTHFD1L	NM_015440			MTHFD1L			NA
Interval_126	chr1	108622326	108622578	+	0	NA	Intergenic	Intergenic	112979	SLC25A24	SLC25A24	NM_013386			SLC25A24			NA
Interval_2196	chr7	42759127	42759287	+	0	NA	Intergenic	Intergenic	-13161	LINC01448	LINC01448	NR_110833			LINC01448			NA
Interval_785	chr14	101912660	101912902	+	0	NA	Intergenic	Intergenic	-38522	LINC00524	LINC00524	NR_126006			LINC00524			NA
Interval_1785	chr4	15756071	15756342	+	0	NA	Intergenic	Intergenic	-23725	CD38	CD38	NM_001775			CD38			NA
Interval_1531	chr22	37703229	37703456	+	0	NA	intron (CYTH4, intron 8 of 12)	-intron (CYTH4, intron 8 of 12)	24847	CYTH4	CYTH4	NM_013385			CYTH4			NA
Interval_645	chr12	124416313	124416482	+	0	NA	intron (DNAH10, intron 74 of 77)	-intron (DNAH10, intron 74 of 77)	41135	CCDC92	CCDC92	NM_025140			CCDC92			NA
Interval_1370	chr2	236601390	236601622	+	0	NA	intron (AGAP1, intron 1 of 16)	-intron (AGAP1, intron 1 of 17)	187111	AGAP1-IT1	AGAP1-IT1	NR_131900			AGAP1-IT1			NA
Interval_2229	chr7	104646874	104647075	+	0	NA	Intergenic	Intergenic	7614	KMT2E-AS1	KMT2E-AS1	NR_024586			KMT2E-AS1			NA
Interval_2048	chr6	25866424	25866600	+	0	NA	intron (SLC17A3, intron 2 of 11)	-intron (SLC17A3, intron 2 of 12)	7959	SLC17A3	SLC17A3	NM_001098486			SLC17A3			NA
Interval_24	chr1	16380697	16380968	+	0	NA	intron (CLCNKB, intron 9 of 12)	-intron (CLCNKB, intron 16 of 19)	5575	CLCNKB	CLCNKB	NM_000085			CLCNKB			NA
Interval_1593	chr3	33049833	33050073	+	0	NA	intron (GLB1, intron 12 of 12)	-intron (GLB1, intron 15 of 15)	56887	CCR4	CCR4	NM_005508			CCR4			NA
Interval_932	chr16	89382789	89382951	+	0	NA	intron (ANKRD11, intron 3 of 9)	-intron (ANKRD11, intron 4 of 13)	-4671	LOC100287036	LOC100287036	NM_001242885			LOC100287036			NA
Interval_1618	chr3	54383408	54383781	+	0	NA	intron (CACNA2D3, intron 3 of 37)	-intron (CACNA2D3, intron 3 of 37)	226901	CACNA2D3	CACNA2D3	NM_018398			CACNA2D3			NA
Interval_670	chr13	28982665	28982970	+	0	NA	intron (FLT1, intron 10 of 29)	-intron (FLT1, intron 10 of 12)	86448	FLT1	FLT1	NM_001159920			FLT1			NA
Interval_1866	chr4	133966489	133966740	+	0	NA	Intergenic	Intergenic	103657	LOC101927359	LOC101927359	NR_125885			LOC101927359			NA
Interval_535	chr12	10204815	10204996	+	0	NA	intron (CLEC9A, intron 3 of 8)	-intron (CLEC9A, intron 3 of 8)	21629	CLEC9A	CLEC9A	NM_207345			CLEC9A			NA
Interval_83	chr1	53791837	53792043	+	0	NA	intron (LRP8, intron 2 of 16)	-intron (LRP8, intron 2 of 17)	1881	LRP8	LRP8	NM_033300			LRP8			NA
Interval_2411	chr9	74437302	74437762	+	0	NA	Intergenic	Intergenic	-53732	TMEM2	TMEM2	NM_001135820			TMEM2			NA
Interval_1862	chr4	119096738	119097004	+	0	NA	intron (NDST3, intron 6 of 13)	-intron (NDST3, intron 6 of 13)	-103046	SNHG8	SNHG8	NR_034011			SNHG8			NA
Interval_2126	chr6	149449699	149449874	+	0	NA	Intergenic	Intergenic	-89274	TAB2	TAB2	NM_001292034			TAB2			NA
Interval_444	chr11	47005217	47005380	+	0	NA	intron (C11orf49, intron 1 of 7)	-intron (C11orf49, intron 1 of 7)	47058	C11orf49	C11orf49	NM_001003678			C11orf49			NA
Interval_1206	chr2	4676475	4676785	+	0	NA	exon (LINC01249, exon 5 of 5)	-exon (LINC01249, exon 5 of 5)	27182	LINC01249	LINC01249	NR_034134			LINC01249			NA
Interval_1390	chr20	5695491	5695696	+	0	NA	Intergenic	Intergenic	-35440	C20orf196	C20orf196	NM_001303477			C20orf196			NA
Interval_1357	chr2	225272033	225272388	+	0	NA	Intergenic	Intergenic	-5499	FAM124B	FAM124B	NM_001122779			FAM124B			NA
Interval_1591	chr3	32299251	32299489	+	0	NA	intron (CMTM8, intron 1 of 3)	-intron (CMTM8, intron 1 of 3)	19199	CMTM8	CMTM8	NM_178868			CMTM8			NA
Interval_1043	chr17	66940746	66940919	+	0	NA	intron (ABCA8, intron 1 of 37)	-intron (ABCA8, intron 2 of 39)	10701	ABCA8	ABCA8	NM_001288986			ABCA8			NA
Interval_86	chr1	59220555	59220835	+	0	NA	Intergenic	Intergenic	29090	JUN	JUN	NM_002228			JUN			NA
Interval_1654	chr3	107515746	107515957	+	0	NA	intron (BBX, intron 14 of 16)	-intron (BBX, intron 15 of 17)	81064	LINC00635	LINC00635	NR_015414			LINC00635			NA
Interval_49	chr1	31241782	31242062	+	0	NA	Intergenic	Intergenic	-11239	LAPTM5	LAPTM5	NM_006762			LAPTM5			NA
Interval_402	chr11	12222571	12222998	+	0	NA	intron (MICAL2, intron 3 of 27)	-intron (MICAL2, intron 3 of 27)	37554	MIR6124	MIR6124	NR_106739			MIR6124			NA
Interval_2379	chr8	132782498	132782649	+	0	NA	Intergenic	Intergenic	-133783	EFR3A	EFR3A	NM_015137			EFR3A			NA
Interval_1691	chr3	152939658	152939840	+	0	NA	Intergenic	Intergenic	59748	RAP2B	RAP2B	NM_002886			RAP2B			NA
Interval_1281	chr2	101260447	101260694	+	0	NA	Intergenic	Intergenic	81152	PDCL3	PDCL3	NM_024065			PDCL3			NA
Interval_712	chr13	111074103	111074364	+	0	NA	intron (COL4A2, intron 4 of 47)	-intron (COL4A2, intron 4 of 47)	80928	MIR8073	MIR8073	NR_107040			MIR8073			NA
Interval_2034	chr6	14449669	14450030	+	0	NA	Intergenic	Intergenic	-164164	LINC01108	LINC01108	NR_108097			LINC01108			NA
Interval_2065	chr6	36880392	36880726	+	0	NA	intron (C6orf89, intron 3 of 7)	-intron (C6orf89, intron 4 of 8)	26919	C6orf89	C6orf89	NM_001286637			C6orf89			NA
Interval_1905	chr5	4197276	4197499	+	0	NA	Intergenic	Intergenic	-576207	LOC101929153	LOC101929153	NR_104619			LOC101929153			NA
Interval_222	chr1	227584708	227584916	+	0	NA	Intergenic	Intergenic	-78986	CDC42BPA	CDC42BPA	NM_014826			CDC42BPA			NA
Interval_993	chr17	43905721	43905917	+	0	NA	intron (CRHR1, intron 4 of 12)	-intron (CRHR1, intron 4 of 13)	-16437	SPPL2C	SPPL2C	NM_175882_1			SPPL2C			NA
Interval_2167	chr7	5491048	5491223	+	0	NA	Intergenic	Intergenic	-27958	TNRC18	TNRC18	NM_001080495			TNRC18			NA
Interval_2039	chr6	20034508	20034991	+	0	NA	Intergenic	Intergenic	177946	MBOAT1	MBOAT1	NM_001080480			MBOAT1			NA
Interval_858	chr15	93774856	93775051	+	0	NA	Intergenic	Intergenic	-142510	RGMA	RGMA	NM_020211			RGMA			NA
Interval_726	chr14	34429168	34429392	+	0	NA	Intergenic	Intergenic	-8996	EGLN3	EGLN3	NM_022073			EGLN3			NA
Interval_1488	chr21	37693916	37694109	+	0	NA	intron (MORC3, intron 1 of 16)	-intron (MORC3, intron 1 of 16)	1525	MORC3	MORC3	NM_015358			MORC3			NA
Interval_1521	chr22	26635573	26635860	+	0	NA	intron (SEZ6L, intron 1 of 16)	-intron (SEZ6L, intron 1 of 16)	70276	SEZ6L	SEZ6L	NM_021115			SEZ6L			NA
Interval_1015	chr17	55372929	55373080	+	0	NA	intron (MSI2, intron 4 of 9)	-intron (MSI2, intron 5 of 13)	38630	MSI2	MSI2	NM_138962			MSI2			NA
Interval_460	chr11	66024607	66024801	+	0	NA	promoter-TSS (KLC2)	-promoter-TSS (KLC2)	-470	KLC2	KLC2	NM_022822			KLC2			NA
Interval_1196	chr19	54899737	54900013	+	0	NA	Intergenic	Intergenic	-23154	LAIR1	LAIR1	NM_001289026			LAIR1			NA
Interval_2385	chr8	135345374	135345623	+	0	NA	Intergenic	Intergenic	-264816	ZFAT-AS1	ZFAT-AS1	NR_002438			ZFAT-AS1			NA
Interval_1395	chr20	9116866	9117066	+	0	NA	intron (PLCB4, intron 1 of 37)	-intron (PLCB4, intron 1 of 37)	-81071	PLCB4	PLCB4	NM_000933			PLCB4			NA
Interval_1634	chr3	72305206	72305384	+	0	NA	Intergenic	Intergenic	104887	LINC00870	LINC00870	NR_038221			LINC00870			NA
Interval_768	chr14	80109546	80109799	+	0	NA	intron (NRXN3, intron 15 of 20)	-intron (NRXN3, intron 2 of 6)	-568090	DIO2-AS1	DIO2-AS1	NR_038355			DIO2-AS1			NA
Interval_1031	chr17	62100042	62100206	+	0	NA	Intergenic	Intergenic	-2130	ICAM2	ICAM2	NM_001099789			ICAM2			NA
Interval_680	chr13	41255563	41255905	+	0	NA	Intergenic	Intergenic	-15000	FOXO1	FOXO1	NM_002015			FOXO1			NA
Interval_1301	chr2	122944626	122944834	+	0	NA	Intergenic	Intergenic	431609	TSN	TSN	NM_004622			TSN			NA
Interval_2142	chr6	158067039	158067399	+	0	NA	intron (ZDHHC14, intron 6 of 8)	-intron (ZDHHC14, intron 6 of 8)	117055	MIR3692	MIR3692	NR_037463			MIR3692			NA
Interval_1987	chr5	143278831	143279041	+	0	NA	Intergenic	Intergenic	87210	HMHB1	HMHB1	NM_021182			HMHB1			NA
Interval_2307	chr8	40573125	40573310	+	0	NA	intron (ZMAT4, intron 3 of 6)	-intron (ZMAT4, intron 3 of 5)	182126	ZMAT4	ZMAT4	NM_024645			ZMAT4			NA
Interval_2069	chr6	37173707	37173858	+	0	NA	Intergenic	Intergenic	35860	PIM1	PIM1	NM_001243186			PIM1			NA
Interval_1837	chr4	90449804	90449988	+	0	NA	Intergenic	Intergenic	-220735	GPRIN3	GPRIN3	NM_198281			GPRIN3			NA
Interval_895	chr16	34795055	34795230	+	0	NA	Intergenic	Intergenic	-54302	LOC100130700	LOC100130700	NR_034019			LOC100130700			NA
Interval_2238	chr7	121653176	121653327	+	0	NA	exon (PTPRZ1, exon 12 of 30)	-exon (PTPRZ1, exon 12 of 30)	131093	AASS	AASS	NM_005763			AASS			NA
Interval_2542	chrX	109333302	109333528	+	0	NA	intron (TMEM164, intron 3 of 6)	-intron (TMEM164, intron 2 of 5)	8069	MIR3978	MIR3978	NR_039774			MIR3978			NA
Interval_2271	chr8	6106525	6106676	+	0	NA	Intergenic	Intergenic	157469	LOC100287015	LOC100287015	NR_040040			LOC100287015			NA
Interval_1957	chr5	123126048	123126211	+	0	NA	Intergenic	Intergenic	245018	CSNK1G3	CSNK1G3	NM_001270573			CSNK1G3			NA
Interval_511	chr11	128548000	128548342	+	0	NA	Intergenic	Intergenic	-15640	FLI1	FLI1	NM_001167681			FLI1			NA
Interval_1495	chr21	43471927	43472266	+	0	NA	Intergenic	Intergenic	-19330	UMODL1	UMODL1	NM_001004416			UMODL1			NA
Interval_496	chr11	119584177	119584432	+	0	NA	intron (PVRL1, intron 1 of 5)	-intron (PVRL1, intron 1 of 5)	15131	PVRL1	PVRL1	NM_203285			PVRL1			NA
Interval_939	chr17	3864822	3865000	+	0	NA	intron (ATP2A3, intron 1 of 22)	-intron (ATP2A3, intron 1 of 20)	2847	ATP2A3	ATP2A3	NM_174956			ATP2A3			NA
Interval_448	chr11	58459205	58459520	+	0	NA	Intergenic	Intergenic	40085	GLYAT	GLYAT	NM_201648			GLYAT			NA
Interval_1490	chr21	38730747	38730975	+	0	NA	Intergenic	Intergenic	-61740	DYRK1A	DYRK1A	NM_001396			DYRK1A			NA
Interval_2267	chr8	2037722	2037951	+	0	NA	exon (MYOM2, exon 15 of 37)	-exon (MYOM2, exon 15 of 37)	13167	MIR7160	MIR7160	NR_106983			MIR7160			NA
Interval_1009	chr17	49021986	49022237	+	0	NA	Intergenic	Intergenic	78071	TOB1-AS1	TOB1-AS1	NR_038458			TOB1-AS1			NA
Interval_56	chr1	33593089	33593244	+	0	NA	Intergenic	Intergenic	45387	AZIN2	AZIN2	NM_052998			AZIN2			NA
Interval_1373	chr2	239335514	239335665	+	0	NA	promoter-TSS (ASB1)	-promoter-TSS (ASB1)	-37	ASB1	ASB1	NM_001040445			ASB1			NA
Interval_2529	chrX	71320831	71321066	+	0	NA	intron (NHSL2, intron 1 of 7)	-intron (NHSL2, intron 1 of 7)	30803	RGAG4	RGAG4	NM_001024455			RGAG4			NA
Interval_1394	chr20	8353610	8353799	+	0	NA	intron (PLCB1, intron 3 of 32)	-intron (PLCB1, intron 3 of 31)	240792	PLCB1	PLCB1	NM_015192			PLCB1			NA
Interval_1113	chr18	59932328	59932533	+	0	NA	intron (KIAA1468, intron 18 of 28)	-intron (KIAA1468, intron 18 of 28)	-60090	TNFRSF11A	TNFRSF11A	NM_003839			TNFRSF11A			NA
Interval_2258	chr7	142506929	142507118	+	0	NA	Intergenic	Intergenic	28266	PRSS3P2	PRSS3P2	NR_001296			PRSS3P2			NA
Interval_797	chr14	106992640	106992811	+	0	NA	Intergenic	Intergenic	54280	LINC00221	LINC00221	NR_027457			LINC00221			NA
Interval_771	chr14	89533710	89533936	+	0	NA	Intergenic	Intergenic	243326	TTC8	TTC8	NM_198310			TTC8			NA
Interval_2253	chr7	142190670	142190879	+	0	NA	Intergenic	Intergenic	-183357	MTRNR2L6	MTRNR2L6	NM_001190487			MTRNR2L6			NA
Interval_938	chr17	3819852	3820044	+	0	NA	promoter-TSS (P2RX1)	-promoter-TSS (P2RX1)	12	P2RX1	P2RX1	NM_002558			P2RX1			NA
Interval_2335	chr8	90489729	90489928	+	0	NA	Intergenic	Intergenic	280111	LOC101929709	LOC101929709	NR_125822			LOC101929709			NA
Interval_82	chr1	53573288	53573528	+	0	NA	TTS (SLC1A7)	-TTS (SLC1A7)	34896	SLC1A7	SLC1A7	NM_001287595			SLC1A7			NA
Interval_67	chr1	41261041	41261305	+	0	NA	intron (KCNQ4, intron 1 of 12)	-intron (KCNQ4, intron 1 of 13)	11489	KCNQ4	KCNQ4	NM_172163			KCNQ4			NA
Interval_1502	chr21	45304079	45304311	+	0	NA	intron (AGPAT3, intron 1 of 9)	-intron (AGPAT3, intron 1 of 9)	19079	AGPAT3	AGPAT3	NM_020132			AGPAT3			NA
Interval_539	chr12	11951790	11952147	+	0	NA	intron (RNU6-19P, intron 1 of 3)	-intron (ETV6, intron 2 of 7)	127139	RNU6-19P	RNU6-19P	NR_046487_1			RNU6-19P			NA
Interval_515	chr11	128608874	128609121	+	0	NA	intron (FLI1, intron 1 of 8)	-intron (FLI1, intron 1 of 9)	-43079	SENCR	SENCR	NR_038908			SENCR			NA
Interval_1232	chr2	37781271	37781439	+	0	NA	Intergenic	Intergenic	117987	CDC42EP3	CDC42EP3	NM_001270436			CDC42EP3			NA
Interval_802	chr15	29240843	29241038	+	0	NA	intron (APBA2, intron 1 of 13)	-intron (APBA2, intron 1 of 12)	27100	APBA2	APBA2	NM_005503			APBA2			NA
Interval_753	chr14	68954558	68954757	+	0	NA	intron (RAD51B, intron 10 of 10)	-intron (RAD51B, intron 10 of 10)	305974	ZFP36L1	ZFP36L1	NM_001244701			ZFP36L1			NA
Interval_1198	chr19	55932790	55932984	+	0	NA	Intergenic	Intergenic	-13562	UBE2S	UBE2S	NM_014501			UBE2S			NA
Interval_615	chr12	104502982	104503159	+	0	NA	Intergenic	Intergenic	-15983	MIR7641-2	MIR7641-2	NR_106988_26			MIR7641-2			NA
Interval_427	chr11	34443725	34443916	+	0	NA	Intergenic	Intergenic	-16652	CAT	CAT	NM_001752			CAT			NA
Interval_1520	chr22	25267661	25267939	+	0	NA	intron (SGSM1, intron 12 of 23)	-intron (SGSM1, intron 12 of 25)	65612	SGSM1	SGSM1	NM_133454			SGSM1			NA
Interval_767	chr14	77873691	77873842	+	0	NA	intron (NOXRED1, intron 3 of 5)	-intron (NOXRED1, intron 3 of 5)	15633	NOXRED1	NOXRED1	NM_001113475			NOXRED1			NA
Interval_2057	chr6	33872914	33873207	+	0	NA	Intergenic	Intergenic	6148	MIR7159	MIR7159	NR_106982			MIR7159			NA
Interval_923	chr16	79897726	79897958	+	0	NA	Intergenic	Intergenic	68696	LINC01229	LINC01229	NR_104660			LINC01229			NA
Interval_1467	chr20	62846405	62846648	+	0	NA	intron (MYT1, intron 10 of 22)	-intron (MYT1, intron 10 of 22)	-40522	PCMTD2	PCMTD2	NM_018257			PCMTD2			NA
Interval_2049	chr6	29458488	29458648	+	0	NA	Intergenic	Intergenic	-2889	MAS1L	MAS1L	NM_052967_7			MAS1L			NA
Interval_77	chr1	50680341	50680492	+	0	NA	Intergenic	Intergenic	105824	ELAVL4	ELAVL4	NM_001144775			ELAVL4			NA
Interval_1045	chr17	68120660	68120811	+	0	NA	intron (KCNJ16, intron 4 of 5)	-intron (KCNJ16, intron 3 of 5)	19749	KCNJ16	KCNJ16	NM_001291622			KCNJ16			NA
Interval_165	chr1	167132354	167132650	+	0	NA	Intergenic	Intergenic	32540	LINC01363	LINC01363	NR_110811			LINC01363			NA
Interval_916	chr16	74642843	74643171	+	0	NA	Intergenic	Intergenic	-1965	GLG1	GLG1	NM_012201			GLG1			NA
