PeakID (cmd=annotatePeaks.pl TCF12_IP_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
TCF12_IP_R1_peak_16436	chr9	19230732	19231006	+	55	NA	intron (DENND4C, intron 1 of 31)	-intron (DENND4C, intron 1 of 31)	106	DENND4C	DENND4C	NM_017925			DENND4C			NA
TCF12_IP_R1_peak_17094	chr9	140200134	140200288	+	55	NA	Intergenic	Intergenic	-3508	NRARP	NRARP	NM_001004354			NRARP			NA
TCF12_IP_R1_peak_17300	chrX	111380603	111380757	+	55	NA	intron (ZCCHC16, intron 2 of 2)	-intron (ZCCHC16, intron 2 of 2)	54427	ZCCHC16	ZCCHC16	NM_001004308			ZCCHC16			NA
TCF12_IP_R1_peak_807	chr1	95472386	95472540	+	55	NA	intron (ALG14, intron 2 of 2)	-intron (ALG14, intron 4 of 4)	66044	ALG14	ALG14	NM_144988			ALG14			NA
TCF12_IP_R1_peak_22	chr1	1243489	1243763	+	55	NA	promoter-TSS (ACAP3)	-promoter-TSS (ACAP3)	-357	ACAP3	ACAP3	NM_030649			ACAP3			NA
TCF12_IP_R1_peak_3582	chr12	42632081	42632235	+	55	NA	promoter-TSS (YAF2)	-promoter-TSS (YAF2)	-7	YAF2	YAF2	NM_001190977			YAF2			NA
TCF12_IP_R1_peak_13222	chr5	34007694	34008149	+	55	NA	exon (AMACR, exon 1 of 6)	-exon (AMACR, exon 1 of 6)	299	AMACR	AMACR	NM_001167595			AMACR			NA
TCF12_IP_R1_peak_9258	chr2	56410664	56410898	+	55	NA	promoter-TSS (CCDC85A)	-promoter-TSS (CCDC85A)	-477	CCDC85A	CCDC85A	NM_001080433			CCDC85A			NA
TCF12_IP_R1_peak_2196	chr10	93169292	93169749	+	55	NA	promoter-TSS (HECTD2)	-promoter-TSS (HECTD2)	-522	HECTD2	HECTD2	NM_001284274			HECTD2			NA
TCF12_IP_R1_peak_11061	chr22	36783840	36784044	+	55	NA	exon (MYH9, exon 1 of 41)	-exon (MYH9, exon 1 of 41)	170	MYH9	MYH9	NM_002473			MYH9			NA
TCF12_IP_R1_peak_10512	chr20	61943542	61943703	+	55	NA	intron (COL20A1, intron 14 of 35)	-intron (COL20A1, intron 14 of 35)	19084	COL20A1	COL20A1	NM_020882			COL20A1			NA
TCF12_IP_R1_peak_12986	chr4	143883122	143883360	+	55	NA	Intergenic	Intergenic	-115637	INPP4B	INPP4B	NM_001101669			INPP4B			NA
TCF12_IP_R1_peak_9995	chr2	240323168	240323333	+	55	NA	promoter-TSS (HDAC4)	-promoter-TSS (HDAC4)	-607	HDAC4	HDAC4	NM_006037			HDAC4			NA
TCF12_IP_R1_peak_6631	chr17	19912909	19913075	+	55	NA	intron (SPECC1, intron 1 of 14)	-intron (SPECC1, intron 1 of 14)	-31823	AKAP10	AKAP10	NM_007202			AKAP10			NA
TCF12_IP_R1_peak_922	chr1	145209403	145209594	+	55	NA	intron (NOTCH2NL, intron 1 of 4)	-intron (NBPF9, intron 20 of 24)	385	NOTCH2NL	NOTCH2NL	NM_203458			NOTCH2NL			NA
TCF12_IP_R1_peak_16039	chr8	101170543	101170714	+	55	NA	promoter-TSS (SPAG1)	-promoter-TSS (SPAG1)	365	SPAG1	SPAG1	NM_003114			SPAG1			NA
TCF12_IP_R1_peak_8078	chr19	4060766	4060944	+	55	NA	intron (ZBTB7A, intron 1 of 2)	-intron (ZBTB7A, intron 1 of 2)	5961	ZBTB7A	ZBTB7A	NM_015898			ZBTB7A			NA
TCF12_IP_R1_peak_10560	chr21	16810381	16810535	+	55	NA	Intergenic	Intergenic	-291886	USP25	USP25	NM_013396			USP25			NA
TCF12_IP_R1_peak_15	chr1	1143822	1144033	+	55	NA	Intergenic	Intergenic	-1838	TNFRSF18	TNFRSF18	NM_004195			TNFRSF18			NA
TCF12_IP_R1_peak_7913	chr19	873781	874011	+	55	NA	intron (MED16, intron 10 of 15)	-intron (MED16, intron 10 of 15)	14231	CFD	CFD	NM_001928			CFD			NA
TCF12_IP_R1_peak_14701	chr6	153303966	153304138	+	55	NA	exon (FBXO5, exon 1 of 5)	-exon (FBXO5, exon 1 of 5)	151	FBXO5	FBXO5	NM_001142522			FBXO5			NA
TCF12_IP_R1_peak_17398	chrX	153744360	153744645	+	55	NA	promoter-TSS (FAM3A)	-promoter-TSS (FAM3A)	64	FAM3A	FAM3A	NM_001282312			FAM3A			NA
TCF12_IP_R1_peak_9723	chr2	161263849	161264006	+	55	NA	TTS (MIR4785)	-TTS (MIR4785)	466	MIR4785	MIR4785	NR_039946			MIR4785			NA
TCF12_IP_R1_peak_2293	chr10	104155128	104155282	+	55	NA	promoter-TSS (NFKB2)	-promoter-TSS (NFKB2)	-148	NFKB2	NFKB2	NM_001288724			NFKB2			NA
TCF12_IP_R1_peak_7342	chr17	76912373	76912713	+	55	NA	intron (TIMP2, intron 1 of 4)	-intron (TIMP2, intron 1 of 4)	8929	TIMP2	TIMP2	NM_003255			TIMP2			NA
TCF12_IP_R1_peak_15572	chr7	149742067	149742242	+	55	NA	Intergenic	Intergenic	-171203	ATP6V0E2-AS1	ATP6V0E2-AS1	NR_027040			ATP6V0E2-AS1			NA
TCF12_IP_R1_peak_9516	chr2	109150347	109150544	+	55	NA	promoter-TSS (LIMS1)	-promoter-TSS (LIMS1)	-54312	LIMS1	LIMS1	NM_001193483			LIMS1			NA
TCF12_IP_R1_peak_11695	chr3	50642670	50642847	+	55	NA	Intergenic	Intergenic	6504	CISH	CISH	NM_145071			CISH			NA
TCF12_IP_R1_peak_2768	chr11	46366630	46366895	+	55	NA	promoter-TSS (DGKZ)	-promoter-TSS (DGKZ)	-55	DGKZ	DGKZ	NM_001105540			DGKZ			NA
TCF12_IP_R1_peak_17308	chrX	118108844	118109185	+	55	NA	exon (LONRF3, exon 1 of 11)	-exon (LONRF3, exon 1 of 11)	437	LONRF3	LONRF3	NM_024778			LONRF3			NA
TCF12_IP_R1_peak_5202	chr15	41786518	41786696	+	55	NA	exon (ITPKA, exon 1 of 7)	-exon (ITPKA, exon 1 of 7)	551	ITPKA	ITPKA	NM_002220			ITPKA			NA
TCF12_IP_R1_peak_11465	chr3	30389176	30389361	+	55	NA	Intergenic	Intergenic	-258726	TGFBR2	TGFBR2	NM_003242			TGFBR2			NA
TCF12_IP_R1_peak_9486	chr2	102972050	102972395	+	55	NA	promoter-TSS (IL18R1)	-promoter-TSS (IL18R1)	-521	IL18R1	IL18R1	NM_003855			IL18R1			NA
TCF12_IP_R1_peak_12078	chr3	150126656	150126982	+	55	NA	exon (TSC22D2, exon 1 of 3)	-exon (TSC22D2, exon 1 of 3)	697	TSC22D2	TSC22D2	NM_014779			TSC22D2			NA
TCF12_IP_R1_peak_15240	chr7	75703973	75704141	+	55	NA	Intergenic	Intergenic	26720	MDH2	MDH2	NM_005918			MDH2			NA
TCF12_IP_R1_peak_15767	chr8	26150864	26151117	+	55	NA	intron (PPP2R2A, intron 1 of 9)	-intron (PPP2R2A, intron 1 of 9)	1983	PPP2R2A	PPP2R2A	NM_001177591			PPP2R2A			NA
TCF12_IP_R1_peak_17372	chrX	152990613	152990860	+	55	NA	promoter-TSS (BCAP31)	-promoter-TSS (BCAP31)	413	ABCD1	ABCD1	NM_000033			ABCD1			NA
TCF12_IP_R1_peak_12647	chr4	41362411	41362588	+	55	NA	promoter-TSS (LIMCH1)	-promoter-TSS (LIMCH1)	-303	LIMCH1	LIMCH1	NM_001289122			LIMCH1			NA
TCF12_IP_R1_peak_2412	chr10	126218928	126219163	+	55	NA	intron (LHPP, intron 6 of 6)	-intron (LHPP, intron 5 of 5)	68704	LHPP	LHPP	NM_022126			LHPP			NA
TCF12_IP_R1_peak_14740	chr6	158589013	158589251	+	55	NA	promoter-TSS (GTF2H5)	-promoter-TSS (GTF2H5)	180	SERAC1	SERAC1	NM_032861			SERAC1			NA
TCF12_IP_R1_peak_1860	chr10	33294618	33294803	+	55	NA	Intergenic	Intergenic	-47888	ITGB1	ITGB1	NM_002211			ITGB1			NA
TCF12_IP_R1_peak_12884	chr4	103997592	103997754	+	55	NA	exon (SLC9B2, exon 1 of 10)	-exon (SLC9B2, exon 1 of 10)	257	SLC9B2	SLC9B2	NM_001300754			SLC9B2			NA
TCF12_IP_R1_peak_12847	chr4	94750178	94750517	+	55	NA	exon (ATOH1, exon 1 of 1)	-exon (ATOH1, exon 1 of 1)	269	ATOH1	ATOH1	NM_005172			ATOH1			NA
TCF12_IP_R1_peak_13496	chr5	102547954	102548134	+	55	NA	Intergenic	Intergenic	-46398	C5orf30	C5orf30	NM_033211			C5orf30			NA
TCF12_IP_R1_peak_3173	chr11	85375311	85375624	+	55	NA	exon (CREBZF, exon 1 of 1)	-exon (CREBZF, exon 1 of 1)	715	CREBZF	CREBZF	NM_001039618			CREBZF			NA
TCF12_IP_R1_peak_9201	chr2	43453812	43454353	+	55	NA	promoter-TSS (ZFP36L2)	-promoter-TSS (ZFP36L2)	-268	LINC01126	LINC01126	NR_027251			LINC01126			NA
TCF12_IP_R1_peak_13428	chr5	81047459	81047644	+	55	NA	promoter-TSS (SSBP2)	-promoter-TSS (SSBP2)	-479	SSBP2	SSBP2	NM_001256736			SSBP2			NA
TCF12_IP_R1_peak_8557	chr19	35645768	35645944	+	55	NA	promoter-TSS (FXYD5)	-promoter-TSS (FXYD5)	184	FXYD5	FXYD5	NM_014164			FXYD5			NA
TCF12_IP_R1_peak_4641	chr14	36295755	36295974	+	55	NA	exon (BRMS1L, exon 1 of 10)	-exon (BRMS1L, exon 1 of 10)	267	BRMS1L	BRMS1L	NM_032352			BRMS1L			NA
TCF12_IP_R1_peak_11815	chr3	75484792	75484946	+	55	NA	promoter-TSS (FAM86DP)	-promoter-TSS (FAM86DP)	-603	FAM86DP	FAM86DP	NR_024241			FAM86DP			NA
TCF12_IP_R1_peak_3779	chr12	70132635	70132961	+	55	NA	promoter-TSS (RAB3IP)	-promoter-TSS (RAB3IP)	-372	RAB3IP	RAB3IP	NM_022456			RAB3IP			NA
TCF12_IP_R1_peak_10909	chr22	22293994	22294278	+	55	NA	intron (PPM1F, intron 2 of 7)	-intron (PPM1F, intron 2 of 7)	13114	PPM1F	PPM1F	NM_014634			PPM1F			NA
TCF12_IP_R1_peak_5917	chr16	23847522	23847881	+	55	NA	intron (PRKCB, intron 1 of 16)	-intron (PRKCB, intron 1 of 16)	401	PRKCB	PRKCB	NM_212535			PRKCB			NA
TCF12_IP_R1_peak_4197	chr13	20161038	20161241	+	55	NA	promoter-TSS (LINC00350)	-promoter-TSS (LINC00350)	-119	LINC00350	LINC00350	NR_046988			LINC00350			NA
TCF12_IP_R1_peak_6020	chr16	31117162	31117337	+	55	NA	Intergenic	Intergenic	-2366	BCKDK	BCKDK	NM_005881			BCKDK			NA
TCF12_IP_R1_peak_15184	chr7	66022851	66023019	+	55	NA	intron (GS1-124K5.11, intron 3 of 3)	-intron (GS1-124K5.11, intron 4 of 4)	34459	GS1-124K5.11	GS1-124K5	NR_111974			GS1-124K5.11			NA
TCF12_IP_R1_peak_13236	chr5	37249229	37249490	+	55	NA	exon (C5orf42, exon 1 of 52)	-exon (C5orf42, exon 1 of 52)	171	C5orf42	C5orf42	NM_023073			C5orf42			NA
TCF12_IP_R1_peak_10011	chr2	242743105	242743259	+	55	NA	exon (GAL3ST2, exon 4 of 4)	-exon (GAL3ST2, exon 4 of 4)	-8845	NEU4	NEU4	NM_001167602			NEU4			NA
TCF12_IP_R1_peak_17141	chrX	19533387	19533541	+	55	NA	promoter-TSS (MAP3K15)	-promoter-TSS (MAP3K15)	-85	MAP3K15	MAP3K15	NM_001001671			MAP3K15			NA
TCF12_IP_R1_peak_13055	chr4	171312775	171312929	+	55	NA	Intergenic	Intergenic	165110	LOC101928223	LOC101928223	NR_125889			LOC101928223			NA
TCF12_IP_R1_peak_16889	chr9	132816002	132816307	+	55	NA	exon (GPR107, exon 1 of 20)	-exon (GPR107, exon 1 of 20)	169	GPR107	GPR107	NM_001136557			GPR107			NA
TCF12_IP_R1_peak_17079	chr9	140063134	140063288	+	55	NA	TTS (GRIN1)	-TTS (GRIN1)	511	MIR3621	MIR3621	NR_037416			MIR3621			NA
TCF12_IP_R1_peak_10531	chr20	62382581	62382735	+	55	NA	intron (ZBTB46, intron 4 of 4)	-intron (ZBTB46, intron 4 of 4)	11447	SLC2A4RG	SLC2A4RG	NM_020062			SLC2A4RG			NA
TCF12_IP_R1_peak_10580	chr21	33983794	33984015	+	55	NA	intron (C21orf59, intron 1 of 5)	-intron (C21orf59, intron 1 of 6)	1009	C21orf59	C21orf59	NM_021254			C21orf59			NA
TCF12_IP_R1_peak_195	chr1	14076233	14076400	+	55	NA	intron (PRDM2, intron 6 of 7)	-intron (PRDM2, intron 1 of 3)	44966	PRDM2	PRDM2	NM_001135610			PRDM2			NA
TCF12_IP_R1_peak_2512	chr11	615817	615971	+	55	NA	promoter-TSS (IRF7)	-promoter-TSS (IRF7)	-166	IRF7	IRF7	NM_001572			IRF7			NA
TCF12_IP_R1_peak_18	chr1	1148968	1149160	+	55	NA	exon (TNFRSF4, exon 2 of 7)	-exon (TNFRSF4, exon 2 of 7)	484	TNFRSF4	TNFRSF4	NM_003327			TNFRSF4			NA
TCF12_IP_R1_peak_6604	chr17	16256905	16257059	+	55	NA	promoter-TSS (CENPV)	-promoter-TSS (CENPV)	-170	CENPV	CENPV	NM_181716			CENPV			NA
TCF12_IP_R1_peak_16681	chr9	112702982	112703136	+	55	NA	intron (PALM2-AKAP2, intron 6 of 9)	-intron (PALM2, intron 6 of 6)	-107819	AKAP2	AKAP2	NM_001136562			AKAP2			NA
TCF12_IP_R1_peak_12756	chr4	74124772	74124926	+	55	NA	promoter-TSS (ANKRD17)	-promoter-TSS (ANKRD17)	-347	ANKRD17	ANKRD17	NM_032217			ANKRD17			NA
TCF12_IP_R1_peak_10267	chr20	32723767	32723925	+	55	NA	Intergenic	Intergenic	-23761	EIF2S2	EIF2S2	NM_003908			EIF2S2			NA
TCF12_IP_R1_peak_13485	chr5	97855351	97855505	+	55	NA	Intergenic	Intergenic	-249571	RGMB	RGMB	NM_001012761			RGMB			NA
TCF12_IP_R1_peak_11794	chr3	63920291	63920447	+	55	NA	intron (ATXN7, intron 3 of 12)	-intron (ATXN7, intron 4 of 12)	36294	ATXN7	ATXN7	NM_001177387			ATXN7			NA
TCF12_IP_R1_peak_8849	chr19	54057426	54057978	+	55	NA	promoter-TSS (ZNF331)	-promoter-TSS (ZNF331)	33525	ZNF331	ZNF331	NM_001253801			ZNF331			NA
TCF12_IP_R1_peak_2807	chr11	49229939	49230177	+	55	NA	exon (FOLH1, exon 1 of 18)	-exon (FOLH1, exon 1 of 18)	164	FOLH1	FOLH1	NM_004476			FOLH1			NA
TCF12_IP_R1_peak_7044	chr17	60973057	60973216	+	55	NA	intron (MIR548W, intron 3 of 3)	-intron (MIR548W, intron 3 of 3)	-48440	MIR633	MIR633	NR_030363			MIR633			NA
TCF12_IP_R1_peak_17392	chrX	153596734	153596973	+	55	NA	intron (FLNA, intron 2 of 46)	-intron (FLNA, intron 2 of 47)	6153	FLNA	FLNA	NM_001456			FLNA			NA
TCF12_IP_R1_peak_14368	chr6	45345287	45345446	+	55	NA	intron (SUPT3H, intron 1 of 12)	-intron (RUNX2, intron 2 of 7)	422	SUPT3H	SUPT3H	NM_181356			SUPT3H			NA
TCF12_IP_R1_peak_6498	chr17	2295589	2295899	+	55	NA	intron (MNT, intron 4 of 5)	-intron (MNT, intron 4 of 5)	8514	MNT	MNT	NM_020310			MNT			NA
TCF12_IP_R1_peak_14247	chr6	34856837	34857139	+	55	NA	promoter-TSS (ANKS1A)	-promoter-TSS (ANKS1A)	-50	ANKS1A	ANKS1A	NM_015245			ANKS1A			NA
TCF12_IP_R1_peak_5690	chr16	734648	734818	+	55	NA	promoter-TSS (JMJD8)	-promoter-TSS (JMJD8)	-294	JMJD8	JMJD8	NM_001005920			JMJD8			NA
TCF12_IP_R1_peak_4460	chr13	98629303	98629461	+	55	NA	intron (IPO5, intron 4 of 28)	-intron (IPO5, intron 4 of 28)	23453	IPO5	IPO5	NM_002271			IPO5			NA
TCF12_IP_R1_peak_7069	chr17	62502375	62502606	+	55	NA	promoter-TSS (DDX5)	-promoter-TSS (DDX5)	-6	DDX5	DDX5	NM_004396			DDX5			NA
TCF12_IP_R1_peak_6488	chr17	1958044	1958276	+	55	NA	promoter-TSS (HIC1)	-promoter-TSS (HIC1)	-233	HIC1	HIC1	NM_001098202			HIC1			NA
TCF12_IP_R1_peak_6508	chr17	3795424	3795651	+	55	NA	intron (CAMKK1, intron 1 of 15)	-intron (CAMKK1, intron 1 of 15)	800	CAMKK1	CAMKK1	NM_032294			CAMKK1			NA
TCF12_IP_R1_peak_5684	chr16	686108	686310	+	55	NA	exon (C16orf13, exon 1 of 5)	-exon (C16orf13, exon 1 of 5)	157	C16orf13	C16orf13	NM_032366			C16orf13			NA
TCF12_IP_R1_peak_5183	chr15	40574345	40574789	+	55	NA	exon (ANKRD63, exon 1 of 1)	-exon (ANKRD63, exon 1 of 1)	220	ANKRD63	ANKRD63	NM_001190479			ANKRD63			NA
TCF12_IP_R1_peak_719	chr1	72347435	72347589	+	55	NA	intron (NEGR1, intron 2 of 6)	-intron (NEGR1, intron 2 of 6)	-44817	NEGR1-IT1	NEGR1-IT1	NR_046218			NEGR1-IT1			NA
TCF12_IP_R1_peak_2368	chr10	116581778	116581935	+	55	NA	exon (FAM160B1, exon 1 of 17)	-exon (FAM160B1, exon 1 of 17)	353	FAM160B1	FAM160B1	NM_001135051			FAM160B1			NA
TCF12_IP_R1_peak_44	chr1	1957245	1957411	+	55	NA	intron (GABRD, intron 4 of 8)	-intron (GABRD, intron 4 of 8)	6560	GABRD	GABRD	NM_000815			GABRD			NA
TCF12_IP_R1_peak_14432	chr6	71665647	71665884	+	55	NA	exon (B3GAT2, exon 1 of 4)	-exon (B3GAT2, exon 1 of 4)	1023	B3GAT2	B3GAT2	NM_080742			B3GAT2			NA
TCF12_IP_R1_peak_15058	chr7	35076332	35076522	+	55	NA	intron (DPY19L1, intron 1 of 21)	-intron (DPY19L1, intron 1 of 21)	1226	DPY19L1	DPY19L1	NM_015283			DPY19L1			NA
TCF12_IP_R1_peak_15287	chr7	94139477	94139631	+	55	NA	intron (CASD1, intron 1 of 17)	-intron (CASD1, intron 1 of 17)	384	CASD1	CASD1	NM_022900			CASD1			NA
TCF12_IP_R1_peak_13594	chr5	130884036	130884190	+	55	NA	intron (RAPGEF6, intron 5 of 27)	-intron (RAPGEF6, intron 5 of 28)	86816	RAPGEF6	RAPGEF6	NM_001164390			RAPGEF6			NA
TCF12_IP_R1_peak_4274	chr13	41215316	41215505	+	55	NA	intron (FOXO1, intron 1 of 2)	-intron (FOXO1, intron 1 of 2)	25324	FOXO1	FOXO1	NM_002015			FOXO1			NA
TCF12_IP_R1_peak_2017	chr10	70660489	70660720	+	55	NA	promoter-TSS (DDX50)	-promoter-TSS (DDX50)	-430	DDX50	DDX50	NM_024045			DDX50			NA
TCF12_IP_R1_peak_16011	chr8	95907329	95907483	+	55	NA	promoter-TSS (CCNE2)	-promoter-TSS (CCNE2)	76	CCNE2	CCNE2	NM_057749			CCNE2			NA
TCF12_IP_R1_peak_1109	chr1	169187021	169187175	+	55	NA	intron (NME7, intron 10 of 12)	-intron (NME7, intron 10 of 11)	111151	ATP1B1	ATP1B1	NM_001677			ATP1B1			NA
TCF12_IP_R1_peak_5262	chr15	52971662	52971892	+	55	NA	promoter-TSS (FAM214A)	-promoter-TSS (FAM214A)	-946	FAM214A	FAM214A	NM_019600			FAM214A			NA
TCF12_IP_R1_peak_5691	chr16	770119	770282	+	55	NA	promoter-TSS (FAM173A)	-promoter-TSS (FAM173A)	-942	FAM173A	FAM173A	NM_001271285			FAM173A			NA
TCF12_IP_R1_peak_11970	chr3	128327124	128327466	+	55	NA	Intergenic	Intergenic	-32366	LINC01565	LINC01565	NR_125802			LINC01565			NA
TCF12_IP_R1_peak_15707	chr8	11627241	11627408	+	55	NA	exon (NEIL2, exon 1 of 5)	-exon (NEIL2, exon 1 of 5)	152	NEIL2	NEIL2	NM_145043			NEIL2			NA
TCF12_IP_R1_peak_9569	chr2	114514030	114514184	+	55	NA	exon (SLC35F5, exon 1 of 16)	-exon (SLC35F5, exon 1 of 16)	163	SLC35F5	SLC35F5	NM_025181			SLC35F5			NA
TCF12_IP_R1_peak_4967	chr14	93673630	93673831	+	55	NA	promoter-TSS (C14orf142)	-promoter-TSS (C14orf142)	-271	C14orf142	C14orf142	NM_032490			C14orf142			NA
TCF12_IP_R1_peak_17138	chrX	16805038	16805204	+	55	NA	intron (TXLNG, intron 1 of 7)	-intron (TXLNG, intron 1 of 7)	566	TXLNG	TXLNG	NM_001168683			TXLNG			NA
TCF12_IP_R1_peak_4459	chr13	98628948	98629116	+	55	NA	exon (IPO5, exon 4 of 29)	-exon (IPO5, exon 4 of 29)	23103	IPO5	IPO5	NM_002271			IPO5			NA
TCF12_IP_R1_peak_13311	chr5	56112119	56112315	+	55	NA	intron (MAP3K1, intron 1 of 19)	-intron (MAP3K1, intron 1 of 19)	1317	MAP3K1	MAP3K1	NM_005921			MAP3K1			NA
TCF12_IP_R1_peak_13052	chr4	170948519	170948673	+	55	NA	Intergenic	Intergenic	5583	MFAP3L	MFAP3L	NR_125890			MFAP3L			NA
TCF12_IP_R1_peak_12733	chr4	62066267	62066526	+	55	NA	Intergenic	Intergenic	278059	MIR548AG1	MIR548AG1	NR_039652			MIR548AG1			NA
TCF12_IP_R1_peak_11723	chr3	52529180	52529467	+	55	NA	promoter-TSS (STAB1)	-promoter-TSS (STAB1)	-33	STAB1	STAB1	NM_015136			STAB1			NA
TCF12_IP_R1_peak_13398	chr5	76372928	76373157	+	55	NA	exon (ZBED3, exon 3 of 3)	-exon (ZBED3, exon 3 of 3)	3354	SNORA47	SNORA47	NR_003014			SNORA47			NA
TCF12_IP_R1_peak_13927	chr5	179085718	179085937	+	55	NA	Intergenic	Intergenic	-13780	C5orf60	C5orf60	NM_001305388			C5orf60			NA
TCF12_IP_R1_peak_1365	chr1	224356755	224356918	+	55	NA	Intergenic	Intergenic	-14074	DEGS1	DEGS1	NM_003676			DEGS1			NA
TCF12_IP_R1_peak_6590	chr17	12921076	12921293	+	55	NA	exon (ELAC2, exon 1 of 23)	-exon (ELAC2, exon 1 of 23)	197	ELAC2	ELAC2	NM_001165962			ELAC2			NA
TCF12_IP_R1_peak_4236	chr13	28195077	28195245	+	55	NA	promoter-TSS (POLR1D)	-promoter-TSS (POLR1D)	-441	LNX2	LNX2	NM_153371			LNX2			NA
TCF12_IP_R1_peak_14483	chr6	86353402	86353609	+	55	NA	promoter-TSS (SYNCRIP)	-promoter-TSS (SYNCRIP)	-462	SYNCRIP	SYNCRIP	NM_006372			SYNCRIP			NA
TCF12_IP_R1_peak_6496	chr17	2095156	2095344	+	55	NA	intron (SMG6, intron 10 of 18)	-intron (SMG6, intron 3 of 11)	-40722	LOC101927839	LOC101927839	NR_110888			LOC101927839			NA
TCF12_IP_R1_peak_6594	chr17	14204565	14204818	+	55	NA	exon (HS3ST3B1, exon 1 of 2)	-exon (HS3ST3B1, exon 1 of 2)	324	HS3ST3B1	HS3ST3B1	NR_130138			HS3ST3B1			NA
TCF12_IP_R1_peak_1223	chr1	200708077	200708231	+	55	NA	promoter-TSS (CAMSAP2)	-promoter-TSS (CAMSAP2)	-532	CAMSAP2	CAMSAP2	NM_001297708			CAMSAP2			NA
TCF12_IP_R1_peak_16092	chr8	107282008	107282482	+	55	NA	promoter-TSS (OXR1)	-promoter-TSS (OXR1)	-209514	ZFPM2-AS1	ZFPM2-AS1	NR_125797			ZFPM2-AS1			NA
TCF12_IP_R1_peak_28	chr1	1368011	1368166	+	55	NA	intron (LOC102724312, intron 1 of 1)	-intron (LOC102724312, intron 1 of 1)	1865	LOC102724312	LOC102724312	NR_125996			LOC102724312			NA
TCF12_IP_R1_peak_10793	chr21	46955480	46955671	+	55	NA	intron (SLC19A1, intron 2 of 5)	-intron (SLC19A1, intron 2 of 5)	6810	SLC19A1	SLC19A1	NM_001205206			SLC19A1			NA
TCF12_IP_R1_peak_5659	chr15	102193178	102193362	+	55	NA	promoter-TSS (TM2D3)	-promoter-TSS (TM2D3)	-676	TM2D3	TM2D3	NM_078474			TM2D3			NA
TCF12_IP_R1_peak_15291	chr7	97498255	97498453	+	55	NA	exon (ASNS, exon 3 of 13)	-exon (ASNS, exon 3 of 13)	3500	ASNS	ASNS	NM_001178076			ASNS			NA
TCF12_IP_R1_peak_5313	chr15	63831937	63832116	+	55	NA	intron (USP3, intron 4 of 15)	-intron (USP3, intron 2 of 13)	35316	USP3	USP3	NM_001256702			USP3			NA
TCF12_IP_R1_peak_15844	chr8	38794299	38794917	+	55	NA	intron (PLEKHA2, intron 3 of 12)	-intron (PLEKHA2, intron 3 of 12)	35855	PLEKHA2	PLEKHA2	NM_021623			PLEKHA2			NA
TCF12_IP_R1_peak_15475	chr7	133168982	133169160	+	55	NA	TTS (EXOC4)	-TTS (EXOC4)	193436	MIR6133	MIR6133	NR_106749			MIR6133			NA
TCF12_IP_R1_peak_9813	chr2	187749379	187749620	+	55	NA	Intergenic	Intergenic	-35602	ZSWIM2	ZSWIM2	NM_182521			ZSWIM2			NA
TCF12_IP_R1_peak_762	chr1	89150519	89150687	+	55	NA	intron (PKN2, intron 1 of 21)	-intron (PKN2, intron 1 of 21)	284	PKN2-AS1	PKN2-AS1	NR_110682			PKN2-AS1			NA
TCF12_IP_R1_peak_16350	chr8	144889002	144889167	+	55	NA	intron (SCRIB, intron 17 of 36)	-intron (SCRIB, intron 17 of 35)	6128	MIR937	MIR937	NR_030633			MIR937			NA
TCF12_IP_R1_peak_5694	chr16	1021236	1021489	+	55	NA	promoter-TSS (LMF1)	-promoter-TSS (LMF1)	9956	LMF1	LMF1	NR_033645			LMF1			NA
TCF12_IP_R1_peak_11842	chr3	99254203	99254383	+	55	NA	Intergenic	Intergenic	-103147	COL8A1	COL8A1	NM_020351			COL8A1			NA
TCF12_IP_R1_peak_11916	chr3	120627692	120627857	+	55	NA	intron (STXBP5L, intron 1 of 27)	-intron (STXBP5L, intron 1 of 26)	724	STXBP5L	STXBP5L	NM_014980			STXBP5L			NA
TCF12_IP_R1_peak_13340	chr5	63986457	63986718	+	55	NA	exon (FAM159B, exon 1 of 3)	-exon (FAM159B, exon 1 of 3)	452	FAM159B	FAM159B	NM_001164442			FAM159B			NA
TCF12_IP_R1_peak_228	chr1	17337516	17337714	+	55	NA	intron (ATP13A2, intron 1 of 28)	-intron (ATP13A2, intron 1 of 28)	852	ATP13A2	ATP13A2	NM_001141973			ATP13A2			NA
TCF12_IP_R1_peak_5216	chr15	43663531	43663829	+	55	NA	intron (TUBGCP4, intron 1 of 17)	-intron (TUBGCP4, intron 1 of 17)	423	TUBGCP4	TUBGCP4	NM_001286414			TUBGCP4			NA
TCF12_IP_R1_peak_15478	chr7	134143614	134143812	+	55	NA	intron (AKR1B1, intron 1 of 9)	-intron (AKR1B1, intron 1 of 9)	175	AKR1B1	AKR1B1	NM_001628			AKR1B1			NA
TCF12_IP_R1_peak_7473	chr17	79967299	79967492	+	55	NA	exon (ASPSCR1, exon 9 of 17)	-exon (ASPSCR1, exon 9 of 17)	13390	STRA13	STRA13	NM_144998			STRA13			NA
