PeakID (cmd=annotatePeaks.pl ENCAB000BDY.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_2491	chr21	46359650	46359935	+	0	NA	promoter-TSS (FAM207A)	-promoter-TSS (FAM207A)	36	LINC01547	LINC01547	NR_027129			LINC01547			NA
Interval_1599	chr17	67410674	67410888	+	0	NA	promoter-TSS (MAP2K6)	-promoter-TSS (MAP2K6)	-57	MAP2K6	MAP2K6	NM_002758			MAP2K6			NA
Interval_1838	chr19	13056513	13056704	+	0	NA	promoter-TSS (RAD23A)	-promoter-TSS (RAD23A)	-20	RAD23A	RAD23A	NM_005053			RAD23A			NA
Interval_959	chr12	132380678	132380826	+	0	NA	intron (ULK1, intron 3 of 27)	-intron (ULK1, intron 3 of 27)	1473	ULK1	ULK1	NM_003565			ULK1			NA
Interval_1645	chr17	79604126	79604297	+	0	NA	promoter-TSS (TSPAN10)	-promoter-TSS (TSPAN10)	-5120	TSPAN10	TSPAN10	NM_031945			TSPAN10			NA
Interval_2787	chr4	668033	668442	+	0	NA	promoter-TSS (ATP5I)	-promoter-TSS (ATP5I)	-110	ATP5I	ATP5I	NM_007100			ATP5I			NA
Interval_2728	chr3	138580514	138580648	+	0	NA	Intergenic	Intergenic	82281	LINC01391	LINC01391	NR_121649			LINC01391			NA
Interval_1358	chr16	81110636	81111045	+	0	NA	promoter-TSS (C16orf46)	-promoter-TSS (C16orf46)	32	C16orf46	C16orf46	NM_001100873			C16orf46			NA
Interval_255	chr1	78445097	78445231	+	0	NA	promoter-TSS (FUBP1)	-promoter-TSS (FUBP1)	-275	FUBP1	FUBP1	NM_001303433			FUBP1			NA
Interval_2832	chr4	73434848	73435016	+	0	NA	promoter-TSS (ADAMTS3)	-promoter-TSS (ADAMTS3)	-416	ADAMTS3	ADAMTS3	NM_014243			ADAMTS3			NA
Interval_2324	chr2	220094387	220094616	+	0	NA	promoter-TSS (ANKZF1)	-promoter-TSS (ANKZF1)	22	ANKZF1	ANKZF1	NM_001042410			ANKZF1			NA
Interval_3727	chrX	129039957	129040110	+	0	NA	promoter-TSS (UTP14A)	-promoter-TSS (UTP14A)	-64	UTP14A	UTP14A	NM_001166221			UTP14A			NA
Interval_721	chr11	65029194	65029418	+	0	NA	promoter-TSS (POLA2)	-promoter-TSS (POLA2)	-17	POLA2	POLA2	NM_002689			POLA2			NA
Interval_1181	chr16	1877006	1877294	+	0	NA	promoter-TSS (FAHD1)	-promoter-TSS (FAHD1)	45	HAGH	HAGH	NM_001286249			HAGH			NA
Interval_2799	chr4	2537996	2538293	+	0	NA	Intergenic	Intergenic	67349	RNF4	RNF4	NM_002938			RNF4			NA
Interval_2796	chr4	1857732	1858117	+	0	NA	promoter-TSS (LETM1)	-promoter-TSS (LETM1)	50	LETM1	LETM1	NM_012318			LETM1			NA
Interval_1213	chr16	8232816	8233005	+	0	NA	Intergenic	Intergenic	369299	TMEM114	TMEM114	NM_001146336			TMEM114			NA
Interval_1460	chr17	21117434	21117621	+	0	NA	exon (TMEM11, exon 1 of 2)	-exon (TMEM11, exon 1 of 2)	381	TMEM11	TMEM11	NM_003876			TMEM11			NA
Interval_2439	chr20	57617937	57618124	+	0	NA	promoter-TSS (SLMO2)	-promoter-TSS (SLMO2)	-129	SLMO2	SLMO2	NM_001256403			SLMO2			NA
Interval_1112	chr15	68570200	68570462	+	0	NA	exon (FEM1B, exon 1 of 2)	-exon (FEM1B, exon 1 of 2)	190	FEM1B	FEM1B	NM_015322			FEM1B			NA
Interval_938	chr12	120883973	120884302	+	0	NA	promoter-TSS (TRIAP1)	-promoter-TSS (TRIAP1)	78	TRIAP1	TRIAP1	NM_016399			TRIAP1			NA
Interval_1678	chr18	29523052	29523266	+	0	NA	promoter-TSS (TRAPPC8)	-promoter-TSS (TRAPPC8)	-68	TRAPPC8	TRAPPC8	NM_014939			TRAPPC8			NA
Interval_3086	chr6	33239671	33239842	+	0	NA	promoter-TSS (VPS52)	-promoter-TSS (VPS52)	-14	VPS52	VPS52	NM_001289175_6			VPS52			NA
Interval_1508	chr17	39819022	39819197	+	0	NA	Intergenic	Intergenic	-22658	KRT42P	KRT42P	NR_033415			KRT42P			NA
Interval_3501	chr8	143751340	143751514	+	0	NA	promoter-TSS (JRK)	-promoter-TSS (JRK)	-15	JRK	JRK	NM_003724			JRK			NA
Interval_2665	chr3	38178508	38178642	+	0	NA	exon (ACAA1, exon 1 of 10)	-exon (ACAA1, exon 1 of 10)	158	ACAA1	ACAA1	NM_001130410			ACAA1			NA
Interval_2070	chr19	51152913	51153047	+	0	NA	intron (C19orf81, intron 1 of 4)	-intron (C19orf81, intron 1 of 4)	278	C19orf81	C19orf81	NM_001195076			C19orf81			NA
Interval_178	chr1	36614487	36614623	+	0	NA	intron (TRAPPC3, intron 1 of 4)	-intron (TRAPPC3, intron 1 of 4)	560	TRAPPC3	TRAPPC3	NM_001270895			TRAPPC3			NA
Interval_1731	chr19	1672403	1672537	+	0	NA	Intergenic	Intergenic	-20142	TCF3	TCF3	NM_003200			TCF3			NA
Interval_2895	chr5	64920735	64920920	+	0	NA	promoter-TSS (TRIM23)	-promoter-TSS (TRIM23)	269	TRAPPC13	TRAPPC13	NM_001093756			TRAPPC13			NA
Interval_2632	chr3	5020481	5020632	+	0	NA	promoter-TSS (BHLHE40)	-promoter-TSS (BHLHE40)	-541	BHLHE40	BHLHE40	NM_003670			BHLHE40			NA
Interval_1921	chr19	36605693	36606035	+	0	NA	promoter-TSS (TBCB)	-promoter-TSS (TBCB)	342	POLR2I	POLR2I	NM_006233			POLR2I			NA
Interval_1925	chr19	36980297	36980522	+	0	NA	promoter-TSS (ZNF566)	-promoter-TSS (ZNF566)	-72	ZNF566	ZNF566	NM_001145344			ZNF566			NA
Interval_3387	chr7	138775736	138775870	+	0	NA	intron (ZC3HAV1, intron 1 of 8)	-intron (ZC3HAV1, intron 1 of 12)	18662	ZC3HAV1	ZC3HAV1	NM_024625			ZC3HAV1			NA
Interval_579	chr10	82295726	82295948	+	0	NA	promoter-TSS (LOC101929574)	-promoter-TSS (LOC101929574)	-139	LOC101929574	LOC101929574	NR_120661			LOC101929574			NA
Interval_3385	chr7	135242416	135242575	+	0	NA	promoter-TSS (NUP205)	-promoter-TSS (NUP205)	-167	NUP205	NUP205	NM_015135			NUP205			NA
Interval_1382	chr16	87425658	87425948	+	0	NA	promoter-TSS (FBXO31)	-promoter-TSS (FBXO31)	2	MAP1LC3B	MAP1LC3B	NM_022818			MAP1LC3B			NA
Interval_1611	chr17	73401817	73401975	+	0	NA	promoter-TSS (GRB2)	-promoter-TSS (GRB2)	-106	GRB2	GRB2	NM_203506			GRB2			NA
Interval_2545	chr22	20286445	20286586	+	0	NA	Intergenic	Intergenic	21113	DGCR6L	DGCR6L	NM_033257			DGCR6L			NA
Interval_2450	chr20	62587719	62588089	+	0	NA	promoter-TSS (UCKL1)	-promoter-TSS (UCKL1)	-104	UCKL1	UCKL1	NM_017859			UCKL1			NA
Interval_2714	chr3	101443593	101443917	+	0	NA	intron (CEP97, intron 1 of 10)	-intron (CEP97, intron 1 of 10)	318	CEP97	CEP97	NM_024548			CEP97			NA
Interval_1287	chr16	31470606	31470882	+	0	NA	exon (ARMC5, exon 1 of 6)	-exon (ARMC5, exon 1 of 6)	427	ARMC5	ARMC5	NM_001301820			ARMC5			NA
Interval_3699	chrX	18396019	18396164	+	0	NA	Intergenic	Intergenic	-23247	SCML2	SCML2	NR_033717			SCML2			NA
Interval_2243	chr2	88990973	88991175	+	0	NA	promoter-TSS (RPIA)	-promoter-TSS (RPIA)	-102	RPIA	RPIA	NM_144563			RPIA			NA
Interval_575	chr10	81150796	81150944	+	0	NA	intron (ZCCHC24, intron 3 of 3)	-intron (ZCCHC24, intron 3 of 3)	43650	PPIF	PPIF	NM_005729			PPIF			NA
Interval_1473	chr17	27055244	27055518	+	0	NA	promoter-TSS (NEK8)	-promoter-TSS (NEK8)	-451	NEK8	NEK8	NM_178170			NEK8			NA
Interval_3316	chr7	99613081	99613299	+	0	NA	promoter-TSS (ZKSCAN1)	-promoter-TSS (ZKSCAN1)	-5	ZKSCAN1	ZKSCAN1	NM_003439			ZKSCAN1			NA
Interval_3346	chr7	102105247	102105391	+	0	NA	promoter-TSS (ALKBH4)	-promoter-TSS (ALKBH4)	2	ALKBH4	ALKBH4	NM_017621			ALKBH4			NA
Interval_1810	chr19	10755515	10755714	+	0	NA	TTS (SLC44A2)	-TTS (SLC44A2)	8934	ILF3-AS1	ILF3-AS1	NR_024333			ILF3-AS1			NA
Interval_2857	chr4	177116725	177116859	+	0	NA	promoter-TSS (SPATA4)	-promoter-TSS (SPATA4)	30	SPATA4	SPATA4	NM_144644			SPATA4			NA
Interval_1986	chr19	45004535	45004675	+	0	NA	promoter-TSS (ZNF180)	-promoter-TSS (ZNF180)	-30	ZNF180	ZNF180	NM_001278509			ZNF180			NA
Interval_3333	chr7	100202417	100202555	+	0	NA	promoter-TSS (PCOLCE-AS1)	-promoter-TSS (PCOLCE-AS1)	-825	PCOLCE-AS1	PCOLCE-AS1	NR_038910			PCOLCE-AS1			NA
Interval_877	chr12	56652097	56652366	+	0	NA	promoter-TSS (ANKRD52)	-promoter-TSS (ANKRD52)	-88	ANKRD52	ANKRD52	NM_173595			ANKRD52			NA
Interval_2602	chr22	31686627	31686761	+	0	NA	intron (PIK3IP1, intron 3 of 5)	-intron (PIK3IP1, intron 3 of 4)	1826	PIK3IP1	PIK3IP1	NM_052880			PIK3IP1			NA
Interval_550	chr10	73975684	73975842	+	0	NA	promoter-TSS (ANAPC16)	-promoter-TSS (ANAPC16)	5	ANAPC16	ANAPC16	NM_173473			ANAPC16			NA
Interval_2050	chr19	49649506	49649686	+	0	NA	intron (PPFIA3, intron 22 of 28)	-intron (PPFIA3, intron 23 of 29)	9085	HRC	HRC	NM_002152			HRC			NA
Interval_1436	chr17	7137888	7138057	+	0	NA	promoter-TSS (DVL2)	-promoter-TSS (DVL2)	-109	DVL2	DVL2	NM_004422			DVL2			NA
Interval_208	chr1	44820747	44820881	+	0	NA	exon (ERI3, exon 1 of 8)	-exon (ERI3, exon 1 of 8)	137	ERI3	ERI3	NM_001301701			ERI3			NA
Interval_2479	chr21	44299124	44299258	+	0	NA	exon (WDR4, exon 1 of 11)	-exon (WDR4, exon 1 of 11)	508	WDR4	WDR4	NR_048535			WDR4			NA
Interval_2780	chr3	196466579	196466718	+	0	NA	promoter-TSS (PAK2)	-promoter-TSS (PAK2)	-80	PAK2	PAK2	NM_002577			PAK2			NA
Interval_897	chr12	62996291	62996439	+	0	NA	exon (LINC01465, exon 1 of 1)	-exon (LINC01465, exon 1 of 1)	849	LINC01465	LINC01465	NR_121682			LINC01465			NA
Interval_643	chr11	9594994	9595199	+	0	NA	promoter-TSS (WEE1)	-promoter-TSS (WEE1)	-132	WEE1	WEE1	NM_001143976			WEE1			NA
Interval_2831	chr4	57253648	57253789	+	0	NA	promoter-TSS (AASDH)	-promoter-TSS (AASDH)	-44	AASDH	AASDH	NM_001286668			AASDH			NA
Interval_730	chr11	65479664	65479802	+	0	NA	exon (KAT5, exon 1 of 12)	-exon (KAT5, exon 1 of 12)	260	KAT5	KAT5	NM_001206833			KAT5			NA
Interval_698	chr11	62313153	62313348	+	0	NA	intron (AHNAK, intron 1 of 5)	-intron (AHNAK, intron 1 of 4)	1082	AHNAK	AHNAK	NM_024060			AHNAK			NA
Interval_2060	chr19	50379855	50380025	+	0	NA	promoter-TSS (TBC1D17)	-promoter-TSS (TBC1D17)	704	AKT1S1	AKT1S1	NM_001278160			AKT1S1			NA
Interval_1456	chr17	17942569	17942718	+	0	NA	promoter-TSS (GID4)	-promoter-TSS (GID4)	32	GID4	GID4	NM_024052			GID4			NA
Interval_1880	chr19	17970374	17970589	+	0	NA	promoter-TSS (RPL18A)	-promoter-TSS (RPL18A)	-206	RPL18A	RPL18A	NM_000980			RPL18A			NA
Interval_1626	chr17	76164486	76164686	+	0	NA	promoter-TSS (SYNGR2)	-promoter-TSS (SYNGR2)	-85	SYNGR2	SYNGR2	NM_004710			SYNGR2			NA
Interval_1822	chr19	11708306	11708458	+	0	NA	exon (ZNF627, exon 1 of 5)	-exon (ZNF627, exon 1 of 5)	147	ZNF627	ZNF627	NM_001290083			ZNF627			NA
Interval_1041	chr14	75518019	75518232	+	0	NA	exon (MLH3, exon 1 of 13)	-exon (MLH3, exon 1 of 13)	110	MLH3	MLH3	NM_001040108			MLH3			NA
Interval_145	chr1	28845083	28845231	+	0	NA	intron (RCC1, intron 1 of 9)	-intron (RCC1, intron 1 of 10)	10087	SNORA73B	SNORA73B	NR_004404			SNORA73B			NA
Interval_137	chr1	28099559	28099737	+	0	NA	promoter-TSS (STX12)	-promoter-TSS (STX12)	-46	STX12	STX12	NM_177424			STX12			NA
Interval_2921	chr5	132201936	132202183	+	0	NA	promoter-TSS (GDF9)	-promoter-TSS (GDF9)	-260	UQCRQ	UQCRQ	NM_014402			UQCRQ			NA
Interval_629	chr11	2721436	2721570	+	0	NA	promoter-TSS (KCNQ1OT1)	-promoter-TSS (KCNQ1OT1)	-275	KCNQ1OT1	KCNQ1OT1	NR_002728			KCNQ1OT1			NA
Interval_1425	chr17	4693673	4693829	+	0	NA	exon (GLTPD2, exon 4 of 4)	-exon (GLTPD2, exon 4 of 4)	1497	GLTPD2	GLTPD2	NM_001014985			GLTPD2			NA
Interval_2360	chr20	16555534	16555737	+	0	NA	Intergenic	Intergenic	-1556	KIF16B	KIF16B	NM_001199865			KIF16B			NA
Interval_1094	chr15	52861213	52861456	+	0	NA	promoter-TSS (ARPP19)	-promoter-TSS (ARPP19)	-5	ARPP19	ARPP19	NM_001306191			ARPP19			NA
Interval_363	chr1	161102539	161102810	+	0	NA	promoter-TSS (DEDD)	-promoter-TSS (DEDD)	-196	DEDD	DEDD	NM_001039711			DEDD			NA
Interval_1470	chr17	27046738	27046970	+	0	NA	promoter-TSS (RPL23A)	-promoter-TSS (RPL23A)	-146	RPL23A	RPL23A	NM_000984			RPL23A			NA
Interval_3365	chr7	127983886	127984069	+	0	NA	promoter-TSS (RBM28)	-promoter-TSS (RBM28)	-15	RBM28	RBM28	NM_018077			RBM28			NA
Interval_198	chr1	43312066	43312238	+	0	NA	promoter-TSS (ZNF691)	-promoter-TSS (ZNF691)	-92	ZNF691	ZNF691	NM_001242739			ZNF691			NA
Interval_2507	chr22	19159094	19159325	+	0	NA	promoter-TSS (LINC01311)	-promoter-TSS (LINC01311)	-10	LINC01311	LINC01311	NR_103767			LINC01311			NA
Interval_2804	chr4	4543683	4543923	+	0	NA	promoter-TSS (STX18)	-promoter-TSS (STX18)	-28	STX18	STX18	NM_016930			STX18			NA
Interval_1105	chr15	64679871	64680086	+	0	NA	promoter-TSS (TRIP4)	-promoter-TSS (TRIP4)	-25	TRIP4	TRIP4	NM_016213			TRIP4			NA
Interval_2526	chr22	19879111	19879258	+	0	NA	intron (TXNRD2, intron 11 of 17)	-intron (TXNRD2, intron 11 of 17)	-36722	GNB1L	GNB1L	NM_053004			GNB1L			NA
Interval_441	chr1	220445811	220445955	+	0	NA	promoter-TSS (RAB3GAP2)	-promoter-TSS (RAB3GAP2)	-40	RAB3GAP2	RAB3GAP2	NM_012414			RAB3GAP2			NA
Interval_2738	chr3	149470270	149470441	+	0	NA	promoter-TSS (COMMD2)	-promoter-TSS (COMMD2)	-69	COMMD2	COMMD2	NM_016094			COMMD2			NA
Interval_1265	chr16	30406561	30406711	+	0	NA	promoter-TSS (ZNF48)	-promoter-TSS (ZNF48)	-104	ZNF48	ZNF48	NM_001214907			ZNF48			NA
Interval_2430	chr20	49307823	49308228	+	0	NA	promoter-TSS (FAM65C)	-promoter-TSS (FAM65C)	42	FAM65C	FAM65C	NM_001290268			FAM65C			NA
Interval_2719	chr3	128598099	128598371	+	0	NA	promoter-TSS (ACAD9)	-promoter-TSS (ACAD9)	-98	ACAD9	ACAD9	NM_014049			ACAD9			NA
Interval_3740	chrX	153629817	153629965	+	0	NA	exon (DNASE1L1, exon 10 of 10)	-exon (DNASE1L1, exon 10 of 10)	1269	SNORA70	SNORA70	NR_000011			SNORA70			NA
Interval_2715	chr3	115502912	115503058	+	0	NA	Intergenic	Intergenic	160834	GAP43	GAP43	NM_001130064			GAP43			NA
Interval_2376	chr20	30539756	30540031	+	0	NA	promoter-TSS (PDRG1)	-promoter-TSS (PDRG1)	-10	PDRG1	PDRG1	NM_030815			PDRG1			NA
Interval_3515	chr8	145129272	145129419	+	0	NA	Intergenic	Intergenic	-4177	EXOSC4	EXOSC4	NM_019037			EXOSC4			NA
Interval_3466	chr8	48873205	48873542	+	0	NA	promoter-TSS (PRKDC)	-promoter-TSS (PRKDC)	610	MCM4	MCM4	NM_005914			MCM4			NA
Interval_3156	chr6	89673223	89673357	+	0	NA	promoter-TSS (RNGTT)	-promoter-TSS (RNGTT)	58	RNGTT	RNGTT	NM_001286426			RNGTT			NA
Interval_3141	chr6	44224659	44224894	+	0	NA	intron (SLC35B2, intron 1 of 3)	-intron (SLC35B2, intron 1 of 3)	532	SLC35B2	SLC35B2	NM_001286511			SLC35B2			NA
Interval_2215	chr2	70369822	70370072	+	0	NA	Intergenic	Intergenic	-17499	LOC100133985	LOC100133985	NR_024444			LOC100133985			NA
Interval_1262	chr16	30107399	30107638	+	0	NA	promoter-TSS (YPEL3)	-promoter-TSS (YPEL3)	3	YPEL3	YPEL3	NM_001145524			YPEL3			NA
Interval_2492	chr21	46560383	46560550	+	0	NA	intron (ADARB1, intron 3 of 12)	-intron (ADARB1, intron 2 of 10)	65973	ADARB1	ADARB1	NM_015834			ADARB1			NA
Interval_658	chr11	20408904	20409112	+	0	NA	promoter-TSS (PRMT3)	-promoter-TSS (PRMT3)	-68	PRMT3	PRMT3	NM_001145167			PRMT3			NA
Interval_663	chr11	36287750	36287884	+	0	NA	Intergenic	Intergenic	23182	COMMD9	COMMD9	NM_014186			COMMD9			NA
Interval_3453	chr8	28747467	28747955	+	0	NA	promoter-TSS (HMBOX1)	-promoter-TSS (HMBOX1)	-13	INTS9	INTS9	NM_001145159			INTS9			NA
Interval_1514	chr17	40333423	40333611	+	0	NA	promoter-TSS (KCNH4)	-promoter-TSS (KCNH4)	-221	KCNH4	KCNH4	NM_012285			KCNH4			NA
Interval_1908	chr19	34745677	34745816	+	0	NA	intron (KIAA0355, intron 1 of 13)	-intron (KIAA0355, intron 1 of 13)	290	KIAA0355	KIAA0355	NM_014686			KIAA0355			NA
Interval_235	chr1	54518949	54519369	+	0	NA	promoter-TSS (TMEM59)	-promoter-TSS (TMEM59)	-48	TMEM59	TMEM59	NM_001305051			TMEM59			NA
Interval_2340	chr2	242088912	242089158	+	0	NA	promoter-TSS (PASK)	-promoter-TSS (PASK)	-38	PPP1R7	PPP1R7	NM_001282413			PPP1R7			NA
Interval_1739	chr19	2236152	2236477	+	0	NA	promoter-TSS (PLEKHJ1)	-promoter-TSS (PLEKHJ1)	14	PLEKHJ1	PLEKHJ1	NM_018049			PLEKHJ1			NA
Interval_3391	chr7	139184823	139184959	+	0	NA	Intergenic	Intergenic	-16434	KLRG2	KLRG2	NM_198508			KLRG2			NA
Interval_1275	chr16	30786708	30786893	+	0	NA	exon (RNF40, exon 20 of 20)	-exon (RNF40, exon 20 of 20)	11723	ZNF629	ZNF629	NM_001080417			ZNF629			NA
Interval_700	chr11	62358850	62359243	+	0	NA	promoter-TSS (TUT1)	-promoter-TSS (TUT1)	63	TUT1	TUT1	NM_022830			TUT1			NA
Interval_371	chr1	165738002	165738232	+	0	NA	promoter-TSS (TMCO1)	-promoter-TSS (TMCO1)	42	TMCO1	TMCO1	NM_001256164			TMCO1			NA
Interval_1009	chr14	21571765	21571923	+	0	NA	TTS (TMEM253)	-TTS (TMEM253)	4748	TMEM253	TMEM253	NM_001146683			TMEM253			NA
Interval_2987	chr5	177580865	177581085	+	0	NA	promoter-TSS (NHP2)	-promoter-TSS (NHP2)	-14	NHP2	NHP2	NM_017838			NHP2			NA
Interval_414	chr1	202858131	202858408	+	0	NA	exon (RABIF, exon 1 of 2)	-exon (RABIF, exon 1 of 2)	116	RABIF	RABIF	NM_002871			RABIF			NA
Interval_2929	chr5	133968458	133968653	+	0	NA	promoter-TSS (SAR1B)	-promoter-TSS (SAR1B)	-22	SAR1B	SAR1B	NM_016103			SAR1B			NA
Interval_1875	chr19	17579998	17580290	+	0	NA	Intergenic	Intergenic	-1109	SLC27A1	SLC27A1	NM_198580			SLC27A1			NA
Interval_544	chr10	72142088	72142380	+	0	NA	promoter-TSS (LRRC20)	-promoter-TSS (LRRC20)	172	LRRC20	LRRC20	NM_001278212			LRRC20			NA
Interval_3193	chr6	160182902	160183075	+	0	NA	promoter-TSS (ACAT2)	-promoter-TSS (ACAT2)	-1	ACAT2	ACAT2	NM_005891			ACAT2			NA
Interval_3553	chr9	71394817	71395020	+	0	NA	promoter-TSS (FAM122A)	-promoter-TSS (FAM122A)	-46	FAM122A	FAM122A	NM_138333			FAM122A			NA
Interval_3650	chr9	133411486	133411620	+	0	NA	Intergenic	Intergenic	43328	LOC100272217	LOC100272217	NR_027440			LOC100272217			NA
Interval_793	chr11	114271178	114271427	+	0	NA	promoter-TSS (C11orf71)	-promoter-TSS (C11orf71)	-30	C11orf71	C11orf71	NM_019021			C11orf71			NA
Interval_2177	chr2	27593192	27593533	+	0	NA	promoter-TSS (EIF2B4)	-promoter-TSS (EIF2B4)	-1	SNX17	SNX17	NM_001267059			SNX17			NA
Interval_2006	chr19	46366361	46366726	+	0	NA	promoter-TSS (FOXA3)	-promoter-TSS (FOXA3)	5	SYMPK	SYMPK	NM_004819			SYMPK			NA
Interval_1742	chr19	2427511	2427700	+	0	NA	TTS (LMNB2)	-TTS (LMNB2)	309	TIMM13	TIMM13	NM_012458			TIMM13			NA
Interval_3605	chr9	128003456	128003590	+	0	NA	exon (HSPA5, exon 1 of 8)	-exon (HSPA5, exon 1 of 8)	143	HSPA5	HSPA5	NM_005347			HSPA5			NA
Interval_3224	chr7	5534378	5534512	+	0	NA	intron (FBXL18, intron 3 of 4)	-intron (FBXL18, intron 3 of 4)	1103	MIR589	MIR589	NR_030318			MIR589			NA
Interval_1077	chr15	41099577	41099859	+	0	NA	promoter-TSS (DNAJC17)	-promoter-TSS (DNAJC17)	-42	DNAJC17	DNAJC17	NM_018163			DNAJC17			NA
Interval_1552	chr17	44271439	44271624	+	0	NA	intron (KANSL1-AS1, intron 1 of 1)	-intron (KANSL1, intron 2 of 15)	592	KANSL1-AS1	KANSL1-AS1	NR_034172_1			KANSL1-AS1			NA
Interval_1200	chr16	3202886	3203097	+	0	NA	Intergenic	Intergenic	17934	ZNF213	ZNF213	NM_004220			ZNF213			NA
Interval_2460	chr21	30364991	30365383	+	0	NA	promoter-TSS (LTN1)	-promoter-TSS (LTN1)	90	LTN1	LTN1	NM_015565			LTN1			NA
Interval_270	chr1	109289059	109289238	+	0	NA	promoter-TSS (STXBP3)	-promoter-TSS (STXBP3)	-137	STXBP3	STXBP3	NM_007269			STXBP3			NA
Interval_737	chr11	65686745	65686950	+	0	NA	promoter-TSS (C11orf68)	-promoter-TSS (C11orf68)	119	DRAP1	DRAP1	NM_006442			DRAP1			NA
Interval_1499	chr17	36981524	36981756	+	0	NA	promoter-TSS (CWC25)	-promoter-TSS (CWC25)	-37	CWC25	CWC25	NM_017748			CWC25			NA
Interval_3565	chr9	95571446	95571592	+	0	NA	promoter-TSS (ANKRD19P)	-promoter-TSS (ANKRD19P)	-374	ANKRD19P	ANKRD19P	NR_026868			ANKRD19P			NA
Interval_3378	chr7	131192724	131192892	+	0	NA	intron (PODXL, intron 4 of 7)	-intron (PODXL, intron 5 of 8)	48568	PODXL	PODXL	NM_005397			PODXL			NA
Interval_2031	chr19	49013905	49014055	+	0	NA	intron (LMTK3, intron 2 of 15)	-intron (LMTK3, intron 2 of 15)	2466	LMTK3	LMTK3	NM_001080434			LMTK3			NA
Interval_2076	chr19	51611512	51611893	+	0	NA	promoter-TSS (CTU1)	-promoter-TSS (CTU1)	-55	CTU1	CTU1	NM_145232			CTU1			NA
Interval_678	chr11	47270309	47270488	+	0	NA	promoter-TSS (NR1H3)	-promoter-TSS (NR1H3)	0	ACP2	ACP2	NM_001302490			ACP2			NA
Interval_2013	chr19	47289834	47289974	+	0	NA	intron (SLC1A5, intron 1 of 7)	-intron (SLC1A5, intron 1 of 7)	1938	SLC1A5	SLC1A5	NM_005628			SLC1A5			NA
Interval_1438	chr17	7218636	7218901	+	0	NA	promoter-TSS (GPS2)	-promoter-TSS (GPS2)	-110	GPS2	GPS2	NM_004489			GPS2			NA
Interval_94	chr1	20959828	20959962	+	0	NA	promoter-TSS (PINK1)	-promoter-TSS (PINK1)	-53	PINK1	PINK1	NM_032409			PINK1			NA
Interval_3438	chr8	11141800	11142071	+	0	NA	promoter-TSS (MTMR9)	-promoter-TSS (MTMR9)	-65	MTMR9	MTMR9	NM_015458			MTMR9			NA
Interval_1029	chr14	55518227	55518448	+	0	NA	promoter-TSS (MAPK1IP1L)	-promoter-TSS (MAPK1IP1L)	-25	MAPK1IP1L	MAPK1IP1L	NM_144578			MAPK1IP1L			NA
Interval_1300	chr16	56642318	56642482	+	0	NA	promoter-TSS (MT2A)	-promoter-TSS (MT2A)	-78	MT2A	MT2A	NM_005953			MT2A			NA
Interval_1507	chr17	39656476	39656621	+	0	NA	TTS (KRT13)	-TTS (KRT13)	5317	KRT13	KRT13	NM_002274			KRT13			NA
Interval_3093	chr6	33679486	33679620	+	0	NA	promoter-TSS (UQCC2)	-promoter-TSS (UQCC2)	-25	UQCC2	UQCC2	NM_032340			UQCC2			NA
Interval_3380	chr7	132766981	132767194	+	0	NA	promoter-TSS (CHCHD3)	-promoter-TSS (CHCHD3)	-259	CHCHD3	CHCHD3	NM_017812			CHCHD3			NA
Interval_583	chr10	94050745	94050879	+	0	NA	promoter-TSS (CPEB3)	-promoter-TSS (CPEB3)	63	CPEB3	CPEB3	NM_014912			CPEB3			NA
Interval_1797	chr19	9896697	9896831	+	0	NA	Intergenic	Intergenic	-17354	ZNF846	ZNF846	NM_001077624			ZNF846			NA
Interval_1327	chr16	67962369	67962585	+	0	NA	TTS (CTRL)	-TTS (CTRL)	3301	CTRL	CTRL	NM_001907			CTRL			NA
Interval_20	chr1	1655621	1655933	+	0	NA	promoter-TSS (CDK11B)	-promoter-TSS (CDK11B)	14	CDK11A	CDK11A	NM_024011			CDK11A			NA
Interval_2275	chr2	133025679	133025940	+	0	NA	Intergenic	Intergenic	-10267	ANKRD30BL	ANKRD30BL	NR_027020			ANKRD30BL			NA
Interval_2489	chr21	45759221	45759460	+	0	NA	promoter-TSS (C21orf2)	-promoter-TSS (C21orf2)	-55	C21orf2	C21orf2	NM_001271440			C21orf2			NA
Interval_1616	chr17	73839384	73839600	+	0	NA	intron (UNC13D, intron 2 of 31)	-intron (UNC13D, intron 2 of 31)	1306	UNC13D	UNC13D	NM_199242			UNC13D			NA
Interval_289	chr1	113616076	113616224	+	0	NA	promoter-TSS (LOC100996251)	-promoter-TSS (LOC100996251)	358	LRIG2	LRIG2	NM_014813			LRIG2			NA
Interval_1447	chr17	8090975	8091109	+	0	NA	TTS (C17orf59)	-TTS (C17orf59)	779	MIR4521	MIR4521	NR_039746			MIR4521			NA
